"estimate","se","par","model"
1.00546486139621,NA,"rhat.max","M1_4_J"
0.776332564038606,NA,"ess.min","M1_4_J"
0,NA,"no.divg","M1_4_J"
-399.22457846321,12.3733057319089,"elpd_loo","M1_4_J"
12.8716721761095,2.48576403527631,"p_loo","M1_4_J"
798.44915692642,24.7466114638178,"looic","M1_4_J"
0,NA,"pareto.k","M1_4_J"
3.1745854061918,0.217848524021423,"rmse","M1_4_J"
