"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,3.97132619589278,1.45,1.418,3.61,0.202,3.52,0.44,2.55,0.207,0.7
16,9.5,9.37826844288938,1.439,1.068,10.16,1.599,10.13,0.55,3.019,0.36,1.7
26,8.4,8.39120255800956,1.709,2.075,8.66,0.645,8.6,0.68,3.389,0.235,0.7
36,6.5,6.65141861062046,0.609,0.623,5.31,3.102,5.03,0.72,4.515,0.581,3.1
46,4.6,4.41234813691375,1.088,0.996,5.31,2.16,5.54,0.94,5.065,0.438,0.1
56,3.5,3.45238455319792,0.992,1.084,4.68,1.809,4.85,0.71,4.343,0.302,0.3
66,4.3,4.28895794942975,0.282,0.401,1.98,3.421,2.02,1.18,5.353,0.652,3.3
76,3,3.01412414856109,0.343,0.42,3.71,3.545,3.74,1.02,4.895,0.651,0.5
86,2,2.02442553044975,0.705,0.788,2.71,3.425,2.91,0.98,5.048,0.549,3.5
96,1.8,1.90589824919235,0.85,0.957,2.78,0.992,2.87,0.93,5.88,0.459,0.7
106,1.6,1.41098262300797,1.152,1.132,0.7,1.928,0.35,0.97,5.694,0.499,0.1
116,2,2.21073684541041,2.244,1.972,1.12,2.416,1.13,0.89,5.761,0.654,2.3
126,1.4,1.25505350049661,0.612,0.548,2.62,2.635,2.66,0.88,5.907,0.603,0.1
136,1.1,1.05402793840135,0.872,0.928,1.17,3.286,1.16,1.2,5.904,0.529,3.5
146,1,1.00077651917971,0.134,0.135,-0.44,1.817,-0.27,1.21,7.046,0.319,1.9
6,4,4.53744786948487,1.45,1.878,4.4,0.781,4.28,0.69,3.243,0.208,1.1
16,9.5,9.698918214767,1.439,1.483,10.13,1.142,10.16,0.6,3.458,0.259,1.1
26,8.4,8.06811792525652,1.709,1.527,6.59,2.165,6.57,0.85,4.18,0.391,2.3
36,6.5,6.38047931940725,0.609,0.476,7.01,0.661,6.77,1,4.84,0.291,0.9
46,4.6,4.55738034285721,1.088,1.099,4.11,0.957,4,0.89,4.569,0.306,0.5
56,3.5,3.68342954834724,0.992,0.805,4.82,1.298,4.85,0.67,4.196,0.285,0.1
