"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,3.84562047129384,2.486,2.815,3.24,1.141,3.35,0.52,3.083,0.235,1.1
16,9.5,9.49101892303644,1.508,1.441,9.88,2.102,10.04,0.83,3.781,0.375,2.1
26,8.4,8.20259427738569,2.112,2.117,8.08,3.714,7.97,1.05,5.65,0.673,3.7
36,6.5,6.89239057491052,2.318,2.488,7.15,2.944,6.83,1.08,6.331,0.411,1.1
46,4.6,4.75297633732688,2.858,2.375,2.83,5.408,2.62,1.37,7.566,0.975,4.9
56,3.5,3.4325826622482,1.114,1.214,5.27,3.472,5.82,1.38,8.485,0.677,0.5
66,4.3,4.28265193434493,0.508,0.428,5.53,2.712,5.58,1.31,7.641,0.528,0.5
76,3,3.01621775834672,0.131,0.106,3.28,0.9,3.53,1.2,7.085,0.481,0.3
86,2,1.9922729545408,0.17,0.146,0.48,4.388,0.2,1.45,8.322,0.878,4.1
96,1.8,1.76556138451737,0.327,0.345,1.47,3.078,1,1.93,9.033,0.765,0.3
106,1.6,1.620355115439,0.778,0.748,1.65,2.284,1.53,1.26,8.641,0.674,2.7
116,2,1.98151039057382,0.972,0.959,2.52,4.157,2.54,1.53,8.006,0.869,0.9
126,1.4,1.52748705619833,0.654,0.916,3.4,1.703,3.46,1.45,6.946,0.378,1.7
136,1.1,1.13915846408624,0.419,0.45,-1.93,2.107,-2.36,1.2,7.345,0.439,2.7
146,1,1.05002421507733,1.261,1.281,3.2,2.534,2.82,1.84,8.512,0.554,2.9
6,4,4.15559564836739,2.486,2.167,4.52,2.365,4.66,0.57,3.398,0.491,2.5
16,9.5,9.39203295611381,1.508,1.871,9.91,2.212,9.88,1.03,4.648,0.364,2.1
26,8.4,8.23027846090508,2.112,2.11,7.27,2.93,7.29,1.09,5.914,0.519,3.1
36,6.5,6.21179633953038,2.318,2.259,7.59,2.742,7.21,1.01,7.074,0.428,3.3
46,4.6,4.30769366304894,2.858,3.414,4.86,2.616,4.44,1.31,7.749,0.532,3.3
56,3.5,3.43908584753031,1.114,0.948,2.76,1.588,3.02,1.52,8.379,0.556,1.5
