"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,3.98951132182914,0.341,0.273,3.43,0.469,3.29,0.53,2.693,0.195,0.3
16,9.5,9.80849406744493,1.066,0.937,9.87,1.483,9.86,0.58,3.11,0.233,1.5
26,8.4,7.52768971700254,11.354,9.737,7.34,7.971,7.24,1.34,8.142,1.189,4.9
36,6.5,6.46884345979932,0.932,0.829,11.03,4.72,11.73,2.36,12.754,1.067,4.3
46,4.6,4.33577434193572,1.14,1.122,0.32,3.969,-0.29,2.51,12.659,0.814,0.1
56,3.5,3.0324303813788,6.018,3.27,8.22,3.718,7.49,2.52,12.887,0.861,2.9
66,4.3,4.09257739311528,0.99,1.073,-2.12,11.491,-2.76,3.48,17.558,2.048,4.7
76,3,2.99017252292871,0.05,0.062,10.03,11.943,9.39,3.11,16.537,1.633,1.9
86,2,1.86941660536629,0.405,0.348,-5.31,12.095,-5.11,2.72,16.751,2.377,4.9
96,1.8,1.93138937421763,0.384,0.407,4.5,9.973,4.24,2.77,17.646,1.684,1.5
106,1.6,1.59434005469915,0.35,0.462,6.63,4.604,7.26,2.99,15.993,1.456,4.9
116,2,1.92431824046193,0.528,0.647,4.52,8.665,4.18,3.05,14.411,1.842,1.1
126,1.4,1.54234000716404,0.571,0.55,-5.96,8.551,-5.38,2.28,14.962,1.714,4.7
136,1.1,1.12794797207166,0.469,0.56,3.44,9.374,2.78,3.49,14.053,1.433,2.1
146,1,0.824094680066644,2.803,2.709,2.82,6.839,2.91,2.6,12.592,1.233,4.9
6,4,4.0277073376607,0.341,0.322,3.61,1.567,3.56,0.38,2.931,0.211,0.1
16,9.5,9.98949320124566,1.066,1.125,9.39,1.998,9.37,0.56,3.258,0.364,1.9
26,8.4,9.87355260259538,11.354,11.776,10.97,9.326,11.29,1.57,10.21,1.225,4.9
36,6.5,6.690516238893,0.932,1.073,5.92,4.896,6.46,2.33,12.842,1.33,0.1
46,4.6,4.52703532964772,1.14,1.145,2.13,5.273,1.09,2.72,12.863,1.08,4.7
56,3.5,4.02501956025405,6.018,6.082,6.06,4.931,6.27,2.98,13.38,1.107,0.7
66,4.3,4.58883536654435,0.99,0.741,1.46,6.025,1.69,2.56,13.897,1.105,4.7
76,3,2.99248357035486,0.05,0.049,5.13,3.572,5.22,2.55,14.892,1.161,2.9
86,2,1.904173119566,0.405,0.356,3.47,3.072,3.45,2.5,12.935,1.119,0.5
96,1.8,1.80906209405829,0.384,0.396,1.74,9.869,1.75,2.73,16.472,1.693,4.9
106,1.6,1.59133307796337,0.35,0.322,4.56,9.218,3.78,3.52,16.655,1.835,1.7
116,2,2.09574300145394,0.528,0.557,1.39,3.292,0.84,1.82,13.938,0.936,1.9
126,1.4,1.46452549380231,0.571,0.559,-2.47,6.555,-2.05,3.04,14.772,1.195,4.7
136,1.1,0.91240638416334,0.469,0.503,1.78,8.409,2.26,2.29,14.528,1.482,0.1
146,1,1.34880097000756,2.803,2.715,-0.23,13.178,-0.54,3.38,17.791,1.756,4.9
6,4,4.03993632308675,0.341,0.275,3.74,0.643,3.64,0.54,2.916,0.221,0.7
16,9.5,9.26201592466029,1.066,0.821,9.13,0.502,9.18,0.55,3.105,0.197,0.1
26,8.4,8.40926149986379,11.354,11.492,8.63,9.998,8.51,1.62,10.137,1.652,4.7
36,6.5,6.62076375372891,0.932,0.88,4.85,1.912,5.44,2.24,14.235,0.849,2.3
46,4.6,4.83886565534298,1.14,1.067,7.33,7.52,8.12,3.69,15.492,1.35,4.7
56,3.5,1.06511809530129,6.018,4.898,1.47,6.922,1.63,2.92,16.986,1.781,0.3
66,4.3,4.05340659778267,0.99,1.014,7.58,1.864,7.35,3.7,15.054,1.162,1.7
76,3,2.98495995335928,0.05,0.045,2.52,3.016,2.05,3.44,15.226,0.753,3.3
86,2,1.99178925791473,0.405,0.471,4.1,8.902,3.54,2.44,12.32,1.208,1.5
96,1.8,1.8408177780842,0.384,0.319,-2.15,10.914,-1.71,2.71,14.034,1.947,4.9
106,1.6,1.59241029980618,0.35,0.316,7.05,1.527,7.71,2.97,18.326,1.25,0.5
116,2,2.04561348245268,0.528,0.459,-0.38,8.125,-0.13,2.91,16.79,1.731,0.5
126,1.4,1.57521407551068,0.571,0.571,-0.04,10.486,-0.27,2.78,17.163,1.77,4.9
136,1.1,1.06553629684002,0.469,0.512,3.05,8.218,3.46,4.03,18.19,1.551,0.9
146,1,0.920253539835894,2.803,2.615,2.53,6.404,2.12,2.22,15.065,1.188,0.5
6,4,4.04640127200519,0.341,0.282,4.39,0.67,4.36,0.52,2.751,0.181,0.7
16,9.5,9.67927594045131,1.066,0.956,9.01,1.306,9.07,0.54,2.642,0.235,0.1
26,8.4,8.38704134022486,11.354,7.518,11.02,8.805,10.73,1.76,8.997,1.198,4.9
36,6.5,6.67155794637583,0.932,0.852,8.52,2.367,8.78,2.21,12.638,0.735,0.9
46,4.6,4.09896463338001,1.14,1.294,3.28,7.446,3.3,3.28,14.919,1.347,4.9
56,3.5,2.66188409408206,6.018,5.509,-1.43,9.225,-1.48,2.55,13.874,1.525,1.7
66,4.3,4.39506648852372,0.99,1.11,12.3,4.903,12.07,1.86,9.02,0.836,1.1
76,3,3.01339002858495,0.05,0.057,4.19,10.705,3.99,2.23,12.524,1.563,4.9
86,2,1.85894319953402,0.405,0.475,-8.93,9.154,-8.1,2.39,14.141,1.47,0.1
96,1.8,1.77831430467173,0.384,0.349,8.28,4.767,8.97,2.62,12.085,1.191,4.7
106,1.6,1.6107733773235,0.35,0.301,0.54,5.184,0.63,2.6,11.794,1.015,0.1
116,2,2.08114848095723,0.528,0.609,2.72,4.88,2.43,2.45,11.671,1.084,4.3
126,1.4,1.35804585090186,0.571,0.563,0.35,3.947,-0.04,2.64,13.063,1.1,3.7
136,1.1,1.18178145451063,0.469,0.463,4.43,1.904,4.81,2.49,13.539,1.006,2.1
146,1,1.30648442050614,2.803,2.522,-1.13,5.192,-1.2,2.16,13.01,1.029,1.3
6,4,3.94632520316737,0.341,0.368,4.54,0.681,4.5,0.52,2.753,0.161,0.5
