"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,3.95752478481355,0.801,0.853,3.79,0.335,3.85,0.57,2.994,0.215,0.3
16,9.5,9.44662160441866,0.217,0.224,9.22,0.41,9.31,0.51,3.129,0.221,0.1
26,8.4,7.4862269205109,11.354,13.274,6.98,14.335,6.6,2.3,14.215,1.49,4.9
36,6.5,6.36766453998224,0.687,0.663,9.81,12.109,10.27,2.75,16.742,2.318,1.5
46,4.6,4.87224423010807,1.477,1.53,3.88,8.742,3.93,2.43,14.573,1.878,4.7
56,3.5,3.82390396567013,1.406,1.302,3.21,10.051,2.82,2.26,12.91,1.342,0.1
66,4.3,4.41527714561551,0.288,0.292,5.89,7.094,5.32,2.05,10.774,1.187,4.9
76,3,3.01603366650489,0.934,1.017,2.43,5.278,2.02,2.49,12.574,1.044,0.1
86,2,2.0274053046348,0.228,0.252,-0.41,1.603,0.28,1.93,11.218,0.743,1.3
96,1.8,1.69322509510066,0.789,0.853,2.71,5.101,2.75,1.78,12.341,1.033,4.9
106,1.6,1.71084500775482,1.755,1.765,0.74,4.476,1.02,1.95,12.414,0.957,0.3
116,2,2.12250854821677,0.475,0.442,4.18,3.399,3.94,1.69,11.553,0.864,3.1
126,1.4,1.2572538396484,2.014,1.775,-2.73,4.785,-1.97,2.35,13.308,0.709,3.9
136,1.1,1.03373213957726,2.1,2.006,3.46,3.047,3.82,2.59,14.263,0.974,2.5
146,1,1.05416106531978,0.351,0.374,0.61,2.671,0.91,2.74,14.972,1.161,3.7
6,4,3.74106128371911,0.801,0.835,4.03,1.435,3.93,0.54,3.048,0.258,0.1
16,9.5,9.51109027551087,0.217,0.228,9.64,0.435,9.61,0.68,2.622,0.131,0.5
26,8.4,5.54115359665469,11.354,10.677,8.57,8.228,8.95,1.2,9.257,1.014,4.9
36,6.5,6.40876448980951,0.687,0.884,5.41,3.782,5.09,2.5,12.133,0.724,3.9
46,4.6,4.98760519479016,1.477,1.264,8.05,3.227,7.54,2.17,12.783,0.802,0.3
56,3.5,3.76104062868813,1.406,1.256,1.92,3.63,1.99,2.29,11.378,0.773,0.5
66,4.3,4.40132751730055,0.288,0.287,-3.94,11.828,-2.8,3.39,16.387,2.367,4.9
76,3,2.95689983915037,0.934,0.926,11.04,12.533,10.93,2.68,15.792,1.994,2.3
