"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,4.13094611866636,1.502,1.106,3.75,1.312,3.74,0.52,2.996,0.255,1.3
16,9.5,9.69924250147507,1.186,1.281,9.27,0.917,9.14,0.63,3.341,0.145,0.5
26,8.4,8.07926271745417,1.135,0.915,8.83,0.638,8.85,0.66,3.335,0.252,0.5
36,6.5,6.7794813182436,2.207,2.767,6.2,3.057,6.19,0.76,4.612,0.445,3.1
46,4.6,4.54422086521721,0.959,0.89,3.74,2.771,3.68,0.79,4.73,0.496,0.3
56,3.5,3.6701597005371,2.713,3.311,5.17,4.163,5.32,1.16,5.787,0.655,4.1
66,4.3,4.37129058830308,0.351,0.35,3.06,1.14,3.42,1.33,6.584,0.447,0.9
76,3,2.97315829336393,0.379,0.38,3.9,2.437,4.02,1.01,6.411,0.372,0.5
86,2,1.78719926359586,0.852,0.797,1.04,1.4,1.54,1.1,6.292,0.377,1.5
96,1.8,1.53434238556045,0.654,0.571,2.55,4.931,2.55,1.31,7.994,0.775,4.9
106,1.6,1.60852206294138,0.062,0.069,-0.95,4.986,-1.03,1.8,8.125,0.783,0.1
116,2,2.00354893507393,0.176,0.164,3.65,1.866,3.95,1.14,5.603,0.397,0.1
126,1.4,1.48787985812907,0.409,0.401,3.7,2.259,3.77,0.99,6.257,0.471,2.5
136,1.1,1.07170855425983,0.259,0.298,-0.72,2.154,-0.71,1.16,5.988,0.443,0.3
146,1,1.07066662322898,0.199,0.209,2.13,0.442,2.52,1.25,5.845,0.289,0.3
6,4,3.96547010777121,1.502,1.345,4.06,1.612,3.89,0.47,2.798,0.331,1.7
16,9.5,9.2491739133076,1.186,1.22,9.17,0.784,9.21,0.63,3.259,0.2,0.7
26,8.4,8.46644322908551,1.135,1.093,9.11,0.883,9.17,0.54,3.224,0.208,0.5
36,6.5,5.51176154724508,2.207,2.229,6.91,1.472,7.13,0.61,3.476,0.297,1.5
46,4.6,4.32896414633556,0.959,1.243,3.89,3.352,4,0.89,4.958,0.548,3.3
56,3.5,3.1084646230871,2.713,3.428,2.41,1.4,2.42,0.98,6.092,0.353,0.1
66,4.3,4.40525246906772,0.351,0.347,6.93,0.795,6.79,1.1,5.807,0.372,1.1
76,3,2.96854877841075,0.379,0.321,2.64,1.02,2.8,1.06,5.938,0.455,0.7
86,2,2.05848766120708,0.852,0.881,1.32,2.151,1.11,0.88,6.464,0.506,1.9
96,1.8,1.70274337300162,0.654,0.682,0.76,4.242,0.45,1.51,7.871,0.744,4.3
106,1.6,1.59237975350988,0.062,0.055,0.93,4.448,1.49,1.66,7.707,0.731,0.1
116,2,1.9282119587058,0.176,0.175,1.96,1.285,1.47,1.27,6.439,0.4,2.1
126,1.4,1.36952952777033,0.409,0.377,2.85,1.124,2.6,1.31,6.866,0.409,1.5
136,1.1,1.05575972881444,0.259,0.252,1.83,2.611,1.98,1.08,6.162,0.44,0.5
146,1,1.01622258162493,0.199,0.173,-0.43,1.901,-0.41,1.28,6.172,0.449,1.9
6,4,3.73876195327046,1.502,1.744,4.62,1.586,4.55,0.47,2.499,0.236,1.5
16,9.5,9.22273634381419,1.186,1.026,9.8,1.401,9.66,0.49,3.178,0.233,1.5
26,8.4,8.12373185599776,1.135,1.335,8.35,0.687,8.24,0.73,3.651,0.197,0.1
36,6.5,7.24329995974019,2.207,2.135,5.48,0.726,5.42,0.72,3.697,0.192,0.1
46,4.6,4.51310199077132,0.959,0.843,3.99,0.818,4.27,0.76,3.802,0.264,0.1
56,3.5,3.77666233237424,2.713,2.957,5.47,4.168,5.24,0.96,5.327,0.468,4.1
66,4.3,4.20794260351141,0.351,0.38,3.17,3.19,2.91,1.1,5.878,0.506,0.3
76,3,3.06196393660789,0.379,0.456,1.81,3.444,1.83,0.91,6.246,0.685,3.3
86,2,1.7984804941713,0.852,0.864,3.6,1.63,3.74,1.2,7.415,0.395,1.7
96,1.8,1.81058646187735,0.654,0.779,1.71,3.652,2.13,1.19,6.484,0.498,0.3
106,1.6,1.60471470954585,0.062,0.057,2.79,3.177,2.66,1.24,6.281,0.522,2.9
116,2,1.96146719698509,0.176,0.182,2.19,3.548,2.31,1.37,7.838,0.558,3.7
126,1.4,1.37644734927639,0.409,0.315,-0.19,4.536,-0.05,1.55,7.29,0.652,1.1
136,1.1,1.11463957241945,0.259,0.338,0.26,1.548,0.32,1.25,5.638,0.374,0.3
146,1,1.03003045947674,0.199,0.179,1.41,2.721,1.35,1.09,6.044,0.429,2.7
6,4,3.68871823984887,1.502,1.606,4.7,1.807,4.73,0.42,2.936,0.372,1.9
16,9.5,9.28166811787003,1.186,1.117,7.56,1.219,7.36,0.78,3.723,0.188,1.5
26,8.4,8.48306910939144,1.135,1.16,9.89,0.416,9.85,0.67,3.973,0.307,0.5
36,6.5,7.09697022085245,2.207,2.476,5.87,2.009,5.61,0.97,4.275,0.387,1.9
46,4.6,4.69210437016928,0.959,0.833,5.45,2.389,5.65,0.93,5.281,0.508,2.3
56,3.5,2.9079291634773,2.713,2.937,3.53,1.467,3.54,0.98,5.858,0.421,1.3
66,4.3,4.31002702921994,0.351,0.39,2.72,2.19,2.59,1.15,5.355,0.324,0.3
76,3,3.01952171253734,0.379,0.436,3.55,2.878,3.42,1.08,5.843,0.41,2.9
86,2,1.96054173864896,0.852,0.907,2.99,2.28,3.04,1.46,7.1,0.416,1.9
96,1.8,1.69920407515382,0.654,0.668,1.78,2,2.4,1.1,7.2,0.428,0.3
106,1.6,1.61031809503089,0.062,0.082,2.17,2.464,1.9,1.68,7.219,0.417,2.3
116,2,1.99766098951253,0.176,0.175,1.44,3.756,1.52,1.31,6.647,0.699,0.9
126,1.4,1.30376883573235,0.409,0.36,0.21,2.915,0.36,1.19,6.276,0.453,2.7
136,1.1,1.07367944792182,0.259,0.245,1.64,0.465,1.46,1.29,7.277,0.426,0.5
146,1,0.980938193722991,0.199,0.184,1.1,3.605,1.53,1.11,5.814,0.477,1.1
6,4,3.99548510135809,1.502,1.309,3.55,1.306,3.67,0.56,3.043,0.242,1.3
16,9.5,9.40545428833585,1.186,0.969,9.29,1.318,9.31,0.71,3.653,0.302,1.3
26,8.4,8.49748357039785,1.135,1.141,8.2,1.007,8.36,0.93,4.035,0.32,1.3
36,6.5,6.90401726365103,2.207,2.129,8.26,3.137,7.79,1.03,5.116,0.705,3.1
46,4.6,4.57066208481513,0.959,0.873,4.05,2.38,3.93,1.16,5.346,0.412,0.3
56,3.5,3.89051781054377,2.713,2.623,3.57,3.529,3.41,1.1,5.97,0.634,3.7
66,4.3,4.27146261726458,0.351,0.37,3.88,0.983,4.07,1.32,7.125,0.454,0.9
76,3,2.93914675607392,0.379,0.424,2.86,3.412,2.17,0.98,6.167,0.572,0.1
86,2,2.01626425835107,0.852,0.74,1.56,1.603,1.55,1.12,5.324,0.287,1.3
96,1.8,1.77483757507068,0.654,0.628,0.93,1.925,0.68,1.33,6.032,0.444,1.5
