"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,4.03244795321141,0.839,0.739,4.19,0.759,4.2,0.32,2.288,0.128,0.9
16,9.5,9.47820349954419,0.201,0.203,9.8,1.352,9.73,0.47,2.635,0.258,1.3
26,8.4,8.69466508888638,4.93,5.292,8.43,4.558,8.28,0.84,5.544,0.688,4.7
36,6.5,7.37420204717036,2.284,2.353,6.51,1.683,6.64,1.39,7.11,0.548,0.1
46,4.6,4.8193793252052,1.053,0.864,6.02,4.8,6.23,1.52,7.996,0.87,4.7
56,3.5,3.1984041623445,0.764,0.7,1.64,5.578,1.86,1.53,7.69,0.891,1.3
66,4.3,4.30049474561258,0.4,0.387,4,2.063,4,0.88,5.712,0.339,2.1
76,3,3.0348945264909,1.566,1.492,3.92,3.049,3.69,1.42,6.98,0.52,2.7
86,2,1.97328664359925,0.669,0.643,2.26,1.925,1.98,1.15,7.201,0.529,0.7
96,1.8,1.81918102123139,0.408,0.481,3.23,2.257,3.59,1.04,6.412,0.484,0.1
106,1.6,1.75320627973045,1.181,1.155,0.35,5.014,0.23,1.37,7.766,0.919,4.9
116,2,2.03232668739504,0.354,0.268,1.06,1.299,1.69,1.93,9.402,0.558,0.1
126,1.4,0.873335557697217,2.244,2.513,1.98,2.457,2.16,2.02,9.155,0.638,0.5
136,1.1,1.0233990470687,0.327,0.293,0.72,4.049,0.6,1.26,7.562,0.713,0.1
146,1,1.06756503245593,0.26,0.241,-1.55,8.213,-1.69,2.03,10.511,1.396,4.9
6,4,3.93707938704705,0.839,0.825,4.65,1.244,4.57,0.48,2.702,0.239,1.3
16,9.5,9.51601508410823,0.201,0.181,9.28,1.087,9.14,0.49,3.12,0.227,1.1
26,8.4,7.98017871205582,4.93,4.697,8.04,5.035,8.26,1.05,6.113,0.614,4.9
