"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,3.91928880955744,0.429,0.425,3.21,1.207,3.11,0.44,2.92,0.249,0.1
16,9.5,9.48602172540751,0.373,0.4,9.6,0.568,9.63,0.46,2.525,0.164,0.1
26,8.4,8.6303441530958,1.94,2.157,8.2,1.683,8.38,0.54,2.962,0.331,1.7
36,6.5,6.51540038938958,2.225,1.943,7.6,1.961,7.74,0.66,3.914,0.345,1.9
46,4.6,4.52937868663435,1.406,1.159,4.13,1.765,3.92,0.85,4.782,0.388,1.9
56,3.5,3.50429021480147,0.67,0.789,3.51,0.371,3.46,0.94,5.005,0.296,0.7
66,4.3,4.20426643918677,0.269,0.283,3.82,1.538,3.51,0.71,5.508,0.301,1.5
76,3,2.92060944247432,0.543,0.554,3.31,1.322,3.49,0.83,5.301,0.386,0.5
86,2,2.0766037244405,0.351,0.343,2.67,2.302,2.79,0.81,4.496,0.407,0.1
96,1.8,1.99650189393048,0.869,0.889,0.93,2.455,0.85,0.82,4.985,0.521,2.3
106,1.6,1.54841610153039,0.442,0.474,1.97,0.63,2.04,0.98,5.344,0.345,0.5
116,2,2.24815047861077,2.239,2.557,2.52,2.048,2.38,1.01,5.769,0.388,1.9
126,1.4,1.42410221054387,0.21,0.228,0.02,3.477,-0.07,1.35,7.048,0.671,3.9
136,1.1,1.06356544992011,0.299,0.275,1.72,3.66,1.42,1.21,6.829,0.816,0.5
146,1,0.803978977968947,0.831,0.813,2.84,1.774,2.61,1.26,6.243,0.455,1.1
6,4,3.94475615898862,0.429,0.428,3.21,0.381,3.23,0.52,2.622,0.258,0.5
16,9.5,9.57067991466405,0.373,0.336,9.55,0.321,9.57,0.43,2.57,0.18,0.1
26,8.4,8.85918197349318,1.94,2.179,9.08,2.829,8.86,0.72,3.688,0.408,2.7
36,6.5,6.76459934056408,2.225,2.343,6.64,1.63,6.58,1.03,4.837,0.363,1.3
46,4.6,4.85873622080162,1.406,1.684,3.36,1.68,3.49,0.93,4.925,0.306,0.1
56,3.5,3.51129693669787,0.67,0.58,4.36,1.043,4.42,0.89,4.616,0.288,0.1
66,4.3,4.31407138152202,0.269,0.296,4.84,3.212,5.01,0.89,5.508,0.469,3.5
76,3,3.08208585717976,0.543,0.551,3.4,1.873,3.29,0.91,6.179,0.519,0.3
86,2,1.99162111255724,0.351,0.334,1.51,2.371,1.79,1.02,5.374,0.427,0.5
96,1.8,1.73912497089094,0.869,0.782,2.18,1.48,2.46,1.08,5.017,0.304,1.7
106,1.6,1.51652575149622,0.442,0.292,0.35,0.551,0.18,0.85,5.034,0.38,0.1
116,2,2.65576516595992,2.239,2.55,1.37,0.88,1.11,1.04,5.509,0.32,1.1
126,1.4,1.33602077446348,0.21,0.204,1.09,0.926,0.85,1.09,5.481,0.337,0.7
136,1.1,1.08086005476401,0.299,0.337,3.54,3.28,3.93,0.93,6.548,0.52,2.9
146,1,0.964326078727741,0.831,1.007,-0.02,3.009,-0.06,1.32,6.702,0.549,0.3
6,4,4.07611033396972,0.429,0.471,4.24,0.183,4.25,0.44,2.601,0.125,0.1
16,9.5,9.40913832446408,0.373,0.406,9.38,0.545,9.51,0.47,2.634,0.161,0.7
26,8.4,8.70643044047999,1.94,2.113,8.42,0.592,8.24,0.46,2.736,0.17,0.5
36,6.5,6.83395354509738,2.225,1.855,6.04,2.558,5.94,0.63,3.707,0.322,2.5
46,4.6,4.6627809771273,1.406,1.372,5.35,2.672,5.07,0.94,5.301,0.469,2.9
56,3.5,3.41338085490766,0.67,0.785,4.66,2.269,4.49,1,5.413,0.399,0.3
66,4.3,4.32219831755931,0.269,0.23,3.34,1.505,3.32,0.78,4.762,0.449,0.5
76,3,2.91755528915098,0.543,0.544,1.73,3.961,1.92,1.15,5.927,0.864,3.9
86,2,2.08380537032077,0.351,0.387,2.56,1.03,2.39,1.71,7.034,0.482,0.1
96,1.8,2.18348241961108,0.869,0.91,2.36,3.583,2.26,1.04,6.386,0.526,1.1
106,1.6,1.59716157804723,0.442,0.434,0.34,0.552,0.65,1.2,5.279,0.354,0.5
116,2,2.10316820138943,2.239,2.498,2.65,2.167,2.74,1.13,5.781,0.358,1.9
126,1.4,1.36285208660211,0.21,0.246,1.51,1.475,1.68,1.14,6.249,0.422,1.9
136,1.1,1.07778943743312,0.299,0.256,2.87,2.644,3.14,1.1,5.799,0.554,0.5
146,1,1.23590092287516,0.831,0.683,-1.09,2.535,-0.54,1.19,5.993,0.411,2.7
6,4,4.03641690789343,0.429,0.43,4.57,1.116,4.62,0.52,2.645,0.2,0.3
16,9.5,9.44282807524941,0.373,0.438,9.62,1.165,9.77,0.33,2.272,0.275,0.3
