"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,4.1979255425065,2.27,2.026,4.46,2.565,4.26,0.83,3.74,0.427,2.5
16,9.5,9.27415354259053,0.754,0.724,9.25,1.649,9.12,0.72,4.421,0.262,0.1
26,8.4,11.2303847272877,6.046,6.628,7.32,4.563,7.22,1.06,6.105,0.647,4.9
36,6.5,6.92605106756602,2.151,2.377,9.51,1.904,9.54,1.31,7.484,0.566,1.7
46,4.6,4.58411947153309,2.944,3.052,3.13,5.466,2.95,2.05,10.05,1.111,4.9
56,3.5,3.61451564725222,1.857,2.179,0.52,3.236,0.82,1.79,10.447,0.53,0.7
66,4.3,4.31725466291512,0.274,0.324,6.14,4.428,6.33,1.43,8.856,1.043,0.3
76,3,2.15927723476617,3.061,2.777,3.66,5.998,4.11,2.18,10.089,1.223,4.9
86,2,1.93874469449995,0.553,0.43,0.15,3.942,0.04,2.12,10.742,0.912,0.5
96,1.8,1.79151102221719,0.759,0.624,0.3,4.313,0.58,1.59,9.656,0.646,0.5
106,1.6,1.53197413489923,0.508,0.508,1.98,2.473,1.71,1.84,9.007,0.621,2.3
116,2,1.94424330738754,0.489,0.437,4.73,2.865,4.85,1.79,8.734,0.468,2.7
126,1.4,0.708016819507191,3.301,3.408,-0.62,5.848,-0.84,1.72,11.587,1.268,4.9
136,1.1,1.06880805871725,0.858,1.016,1.91,1.311,2.21,2.88,12.672,0.747,0.7
146,1,0.768289454270955,0.68,0.538,5.07,2.779,4.55,2.49,12.109,0.611,2.9
6,4,4.23824087464217,2.27,2.413,2.76,2.62,2.78,0.58,3.692,0.439,2.5
16,9.5,9.51284696246013,0.754,0.7,10.45,0.659,10.21,0.7,4.63,0.286,0.1
26,8.4,7.46011282261036,6.046,4.812,7.91,4.27,8.21,1.26,6.476,0.861,4.3
36,6.5,6.54847962572968,2.151,2.341,8.61,2.968,8.63,1.83,7.618,0.503,2.9
46,4.6,5.80629204412779,2.944,2.782,4.63,2.069,4.73,1.57,8.183,0.406,0.7
