"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,4.14002634132152,0.679,0.692,3.86,1.257,4.09,0.55,2.544,0.277,0.3
16,9.5,9.52180394745517,0.762,0.702,9.92,1.251,9.92,0.61,2.536,0.253,1.3
26,8.4,7.56104134251974,2.986,2.494,8.24,2.718,8.37,0.75,3.904,0.402,2.7
36,6.5,6.41332373146542,0.972,1.036,6.49,0.992,6.28,0.63,4.785,0.251,1.1
46,4.6,4.93834201243192,1.612,1.714,4.33,3.059,4.45,1.08,5.893,0.576,3.1
56,3.5,3.61294722730628,0.605,0.51,4.18,2.451,4.39,1.11,6.19,0.444,0.1
66,4.3,4.281738174786,0.338,0.486,4.3,0.739,4.5,0.94,5.618,0.332,0.1
76,3,2.8986629832317,0.388,0.345,3.04,2.693,3.04,1.06,4.804,0.43,0.5
86,2,2.16935993283122,1.317,1.356,3.01,1.709,3.07,0.78,4.27,0.36,1.5
96,1.8,1.77271396842172,0.772,0.8,0.09,3.264,-0.08,1.03,5.657,0.545,3.3
106,1.6,1.36481612601686,1.414,1.498,3.72,2.065,3.71,1.37,6.918,0.508,1.9
116,2,2.07809772477727,0.38,0.432,0.94,2.898,1.18,1.76,7.451,0.567,3.1
126,1.4,1.39388409960866,0.231,0.267,0.81,3.242,0.48,1.73,7.89,0.633,0.9
136,1.1,0.993061928848385,0.442,0.419,1.99,2.47,1.93,0.77,6.166,0.432,0.1
146,1,0.950979328405756,0.289,0.316,0.05,1.261,0.33,1.01,5.878,0.399,1.1
6,4,4.02798514258188,0.679,0.768,4.44,1.227,4.38,0.38,2.371,0.19,0.1
16,9.5,9.50307609226712,0.762,0.836,9.37,1.724,9.31,0.5,2.646,0.328,1.7
26,8.4,8.18010650422565,2.986,2.964,8.26,1.811,8.44,0.78,3.69,0.305,1.9
36,6.5,6.52791271641392,0.972,0.991,6.29,2.124,6.2,0.77,4.384,0.395,1.9
46,4.6,4.67694660253474,1.612,1.614,5.55,1.088,5.62,0.83,5.1,0.411,1.3
56,3.5,3.61792852281937,0.605,0.518,2.88,3.275,2.83,0.98,6.259,0.627,3.3
66,4.3,4.29112714572058,0.338,0.291,6.26,3.209,6.28,1.21,6.093,0.546,0.3
76,3,2.88893335563602,0.388,0.338,2.01,0.506,2.15,0.96,5.279,0.445,0.1
86,2,1.78615086519669,1.317,1.446,1.59,1.532,1.59,0.77,5.244,0.311,0.3
96,1.8,1.78427625112584,0.772,0.783,0.6,2.083,0.35,1.09,5.391,0.384,1.9
106,1.6,1.91920177426854,1.414,1.322,3.56,3.076,3.63,1.17,6.47,0.513,3.3
116,2,1.91973741398318,0.38,0.385,0.39,0.974,0.14,1.09,7.057,0.468,0.9
126,1.4,1.34218168622914,0.231,0.245,0.62,2.278,0.39,1.32,6.779,0.471,0.1
136,1.1,1.2382521318196,0.442,0.389,2.42,2.594,2.48,0.98,5.917,0.522,0.1
146,1,0.950227942097179,0.289,0.325,1,4.712,0.9,1.01,6.76,0.743,4.7
6,4,3.9457800751501,0.679,0.803,4.52,1.305,4.5,0.43,2.596,0.205,1.3
16,9.5,9.35755440746528,0.762,0.676,8.9,1.888,9.06,0.65,3.519,0.304,1.9
26,8.4,9.58875240838804,2.986,2.866,8.01,1.734,7.84,0.73,4.308,0.284,1.5
36,6.5,6.77107883765136,0.972,0.994,7.36,2.076,7.41,0.99,4.927,0.363,2.1
46,4.6,4.75678689645962,1.612,1.602,4.11,2.905,4.14,1.07,6.118,0.574,2.7
56,3.5,3.48403469756988,0.605,0.552,3.74,3.415,3.51,1.23,6.02,0.674,1.1
66,4.3,4.33261059320321,0.338,0.396,3.78,1.573,3.81,0.93,4.735,0.384,0.5
76,3,3.02320375311883,0.388,0.353,3.67,2.018,3.44,0.83,4.824,0.431,2.1
86,2,2.28781768514457,1.317,1.163,1.79,1.62,2.07,1,5.653,0.438,1.7
96,1.8,1.9234448947874,0.772,0.83,1.68,4.853,1.99,1.66,7.516,0.893,4.9
106,1.6,1.53332179501149,1.414,1.353,2.92,4.692,2.82,1.01,7.39,0.712,0.5
116,2,1.95031160036937,0.38,0.317,0.78,3.334,1.15,1.04,6.988,0.679,3.5
126,1.4,1.42711594362367,0.231,0.218,0.2,2.543,0.19,1.2,7.067,0.647,0.3
136,1.1,1.06829268299015,0.442,0.436,2.26,0.364,2.28,1.42,6.405,0.364,1.1
146,1,0.974477838525143,0.289,0.315,1.12,1.915,1.04,0.94,6.564,0.493,0.1
6,4,3.86901304162323,0.679,0.647,4.55,2.178,4.67,0.43,2.755,0.295,2.3
16,9.5,9.43849393889648,0.762,0.724,10.16,1.615,10.12,0.59,3.239,0.248,0.5
26,8.4,8.50734678012542,2.986,2.705,9.02,2.83,9.24,0.72,4.052,0.375,2.7
36,6.5,6.47820308165336,0.972,0.791,5.49,2.285,5.57,0.75,5.228,0.358,2.3
46,4.6,4.82860448768539,1.612,1.857,4.97,2.094,5.28,1.1,6.018,0.479,1.9
56,3.5,3.65752419757101,0.605,0.483,3.06,3.55,3.05,0.98,5.528,0.617,0.3
66,4.3,4.23953188331008,0.338,0.401,4.37,2.573,4.35,0.91,4.893,0.406,2.7
76,3,2.8837495872547,0.388,0.336,2.72,1.737,2.87,0.95,5.482,0.471,0.3
86,2,2.23678151826985,1.317,1.242,2.09,1.414,1.68,1.11,5.164,0.303,1.3
96,1.8,1.83735175044235,0.772,0.571,1.5,2.945,1.42,0.91,4.568,0.377,0.5
106,1.6,1.63576417116936,1.414,1.328,1.27,4.103,1.27,0.99,5.334,0.493,3.9
116,2,1.95590850222568,0.38,0.349,1.13,2.922,1.14,1.13,6.28,0.47,0.5
126,1.4,1.42023865258545,0.231,0.192,3.42,3.876,3.42,1.39,6.673,0.758,3.9
136,1.1,0.987881887726366,0.442,0.374,2.21,1.446,1.95,1.56,7.272,0.47,0.9
146,1,0.954590938001362,0.289,0.312,-1.54,1.77,-2.12,1.16,7.371,0.536,0.5
6,4,4.07021541426251,0.679,0.686,3.99,0.285,3.87,0.58,2.632,0.161,0.3
16,9.5,9.67383790626815,0.762,0.753,9.02,0.7,8.97,0.55,2.643,0.153,0.7
26,8.4,8.12581361569526,2.986,2.236,7.46,3.137,7.39,0.72,4.216,0.523,3.1
36,6.5,6.52729587852732,0.972,0.864,7.41,0.77,7.39,0.99,5.092,0.36,0.5
46,4.6,4.75169672780621,1.612,1.683,4.85,0.812,4.87,0.77,5.306,0.309,0.1
56,3.5,3.62293795052513,0.605,0.537,3.27,1.831,3.26,0.78,5.46,0.346,1.7
66,4.3,4.24763272538491,0.338,0.32,3.92,2.056,3.77,1.01,6.173,0.503,2.3
76,3,2.88858600307167,0.388,0.397,4.25,3.086,4.44,0.99,5.483,0.442,0.3
86,2,1.76716769854377,1.317,1.134,1.14,3.947,1.39,1.08,6.291,0.744,3.7
96,1.8,1.79919304690295,0.772,0.814,0.5,2.369,0.32,1.37,7.006,0.508,0.1
