"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,3.99539067907806,1.182,1.055,3.18,0.9,3.28,0.49,3.226,0.208,0.9
16,9.5,9.61470081942733,1.958,1.717,8.51,0.475,8.64,0.55,3.316,0.209,0.1
26,8.4,8.04469574796934,2.057,1.953,9.64,2.859,9.73,0.68,4.222,0.541,2.9
36,6.5,6.54556371114028,1.496,1.346,5.75,2.857,5.97,1.14,5.79,0.53,2.9
46,4.6,4.85123147746379,6.046,5.451,3.18,4.076,3.36,1.77,7.758,0.598,3.9
56,3.5,3.03984951647438,2.278,2.742,2.43,2.042,2.47,1.51,8.296,0.407,0.1
66,4.3,4.24257295299239,0.386,0.412,6.78,4.921,6.9,1.5,9.522,0.747,4.7
76,3,3.02420283310044,0.254,0.249,3.58,5.587,3.51,1.71,9.798,1.158,0.1
86,2,2.00853913603066,0.062,0.062,2.05,5.982,2.7,1.49,9.265,0.976,4.9
96,1.8,1.6334847740701,1.263,1.184,0.78,7.034,1.59,1.87,12.316,0.95,4.9
106,1.6,1.63797427573811,0.911,1.089,1.58,8.909,0.98,1.8,11.849,1.455,0.3
116,2,2.19322798939713,0.415,0.354,2.32,6.609,2.61,1.53,10.553,1.181,4.9
126,1.4,1.2739004057117,0.81,0.853,4.53,4.918,3.99,1.9,11.702,0.9,0.1
136,1.1,1.04611874092437,0.241,0.248,-1.66,1.895,-2.17,2.15,10.024,0.867,0.7
146,1,0.834878252566322,0.866,0.763,-0.06,4.083,0.1,1.53,8.986,0.84,0.7
6,4,3.96874082477845,1.182,1.051,3.99,0.218,4.06,0.53,2.75,0.188,0.5
16,9.5,9.89761100279834,1.958,2.114,9.68,1.246,9.63,0.51,3.004,0.296,1.3
26,8.4,9.05383145419628,2.057,2.213,8.48,2.526,8.36,0.8,4.198,0.44,2.3
36,6.5,6.09250328765559,1.496,1.818,5.9,3.138,6.18,1.17,5.826,0.557,3.3
46,4.6,3.95330584192077,6.046,6.416,4.2,5.52,4.04,1.75,8.479,1.074,4.9
56,3.5,2.9821208876328,2.278,2.413,1.05,5.023,1.42,2.09,11.334,0.953,4.5
66,4.3,4.19287630764789,0.386,0.442,6.62,5.978,6.33,2.01,10.83,1.269,0.1
76,3,3.01321333090099,0.254,0.198,4.46,3.155,4.57,1.58,10.215,0.837,3.5
86,2,2.0117031433013,0.062,0.063,1.69,4.11,1.79,1.74,9.42,0.706,0.9
96,1.8,1.81340156019869,1.263,1.417,1.96,5.999,1.76,1.7,10.411,0.812,4.9
106,1.6,1.56660808008107,0.911,0.794,0.86,5.261,1.07,2.54,12.663,1.119,4.9
116,2,2.10482319620659,0.415,0.444,1.08,8.217,0.76,2.21,11.141,1.151,0.3
126,1.4,1.4424396308014,0.81,0.781,2.83,5.304,3.55,1.53,9.174,0.81,4.5
136,1.1,1.04978669631152,0.241,0.242,-0.34,3.685,-0.21,1.97,10.052,0.665,0.5
146,1,0.98473729180135,0.866,0.87,3.85,1.486,3.41,1.74,9.615,0.852,1.5
6,4,3.83109180546433,1.182,0.99,3.66,1.485,3.61,0.46,2.538,0.264,1.3
16,9.5,9.0461051747702,1.958,1.893,9.7,2.798,9.8,0.84,4.047,0.423,2.9
26,8.4,8.21746410047316,2.057,2.07,7.23,1.768,7.13,0.88,4.402,0.304,0.1
36,6.5,5.93703433063719,1.496,1.339,6.94,0.94,6.98,0.68,4.337,0.271,0.7
46,4.6,4.11796151933645,6.046,6.869,5.35,6.091,5.35,1.39,7.631,0.769,4.9
56,3.5,4.40363242607648,2.278,2.307,1.28,3.528,1.36,1.76,10.145,0.784,2.9
