"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,3.98267853683966,0.198,0.196,3.89,0.858,3.91,0.52,2.8,0.199,0.1
16,9.5,8.35558122149385,8.059,9.298,8.81,7.218,9.26,1.4,7.692,0.983,4.9
26,8.4,8.32369989117292,0.525,0.52,11.42,3.383,10.84,2.47,10.92,0.848,3.9
36,6.5,6.58037191891382,0.742,0.87,5.66,5.653,5.54,1.89,9.824,0.916,0.9
46,4.6,4.67352588219585,1.025,0.927,4.49,3.875,4.97,1.62,9.231,0.715,3.7
56,3.5,3.11848530243434,1.191,1.12,2.82,1.649,2.25,1.28,10.06,0.822,1.1
66,4.3,4.22117100660793,0.213,0.228,4.37,4.908,3.96,1.78,11.441,0.631,4.9
76,3,3.25568014478897,0.763,0.725,-0.29,5.964,0,2.15,10.609,1.061,0.7
86,2,1.93057262646214,3.061,3.377,4.65,1.495,4.63,1.43,9.351,0.551,0.3
96,1.8,1.7729473524001,0.165,0.134,0.85,4.393,1.24,1.69,10.341,0.539,4.5
106,1.6,1.62654877267807,0.136,0.101,2.73,2.84,2.77,1.72,10.554,0.81,0.1
116,2,2.00102246275807,0.184,0.137,2.09,4.32,2.05,2.21,11.068,0.799,3.7
126,1.4,1.33750820691511,2.572,2.385,6.1,5.411,5.19,1.82,10.272,1.066,0.1
136,1.1,1.13804346187629,0.176,0.208,-5.24,6.645,-5.13,1.86,11.273,1.053,4.7
146,1,1.01439882400903,0.354,0.363,2.59,6.714,2.14,1.62,11.479,1.34,0.9
6,4,3.97599872341679,0.198,0.168,3.28,0.881,3.27,0.45,2.697,0.224,0.1
16,9.5,9.31483100262733,8.059,7.537,11.19,9.272,11.55,1.87,9.213,1.117,4.9
26,8.4,8.53792299181844,0.525,0.538,9.33,5.467,9.22,1.82,12.254,1.074,0.1
36,6.5,6.3834537348896,0.742,0.853,6.54,3.666,6.8,1.91,10.343,0.773,0.7
46,4.6,4.71457958669576,1.025,0.975,3.6,5.238,3.3,1.72,10.614,0.978,4.9
56,3.5,3.42602547417607,1.191,1.364,1.2,2.257,1,2.22,12.183,0.765,2.3
66,4.3,4.26039373331529,0.213,0.227,8.24,5.066,8.03,2.12,11.477,1.032,0.5
76,3,2.9603446173051,0.763,0.792,1.53,3.94,2.24,1.18,9.621,0.709,0.5
86,2,2.17084892393024,3.061,3.664,0.81,6.741,1.01,2.04,10.233,1.289,4.7
96,1.8,1.77518813323768,0.165,0.143,0.19,3.969,0.93,1.93,11.962,1.044,0.9
106,1.6,1.6184732047947,0.136,0.144,4.9,3.662,4.94,2.52,11.498,0.679,1.3
116,2,2.05407072150516,0.184,0.213,-1.24,3.906,-1.08,1.78,11.046,0.656,4.3
126,1.4,1.11001812995645,2.572,2.815,1.16,1.453,1.39,2.29,11.513,0.813,1.3
136,1.1,1.07918988524037,0.176,0.168,3.02,1.601,1.78,1.59,11.589,0.776,1.3
146,1,1.06959221119301,0.354,0.327,0.64,4.366,0.81,2.26,10.391,0.65,0.3
6,4,4.02370935649562,0.198,0.206,3.82,1.168,3.92,0.45,2.71,0.18,1.1
16,9.5,11.3685318384845,8.059,7.768,9.61,6.824,9.85,1.48,7.371,0.919,4.9
26,8.4,8.28527005092999,0.525,0.657,6.81,9.226,6.34,1.96,13.647,1.217,4.9
36,6.5,6.58613713842577,0.742,0.877,8.75,9.809,9.02,1.81,12.924,1.675,2.9
46,4.6,4.67691719580231,1.025,1.131,2.15,6.097,2.03,2.16,10.298,1.41,4.9
56,3.5,3.48423163777438,1.191,1.189,6.84,5.457,6.19,2.42,11.208,1.167,0.3
66,4.3,4.32230736540997,0.213,0.225,5.64,2.493,5.34,1.75,10.066,0.644,2.7
76,3,3.07703764423011,0.763,0.767,0.73,2.503,1.04,1.69,10.207,0.78,0.3
86,2,2.1452613922204,3.061,2.68,1.37,4.824,2.07,1.67,10.372,0.922,4.5
96,1.8,1.83313739336574,0.165,0.112,1.16,3.513,1.5,2.02,10.958,0.82,0.1
106,1.6,1.57335232678316,0.136,0.131,0.45,7.338,0.89,2.25,12.77,1.309,4.7
116,2,1.96388879220303,0.184,0.246,4.92,7.976,4.74,2.68,12.256,1.274,0.1
126,1.4,1.6432431424764,2.572,2.476,-2.21,7.97,-2.23,2.52,11.83,1.423,4.9
136,1.1,1.07271792585831,0.176,0.181,4.9,6.805,5.16,2.16,12.814,1.299,2.3
146,1,1.08251346313078,0.354,0.321,1.57,3.142,1.78,1.53,10.96,0.745,0.9
6,4,4.02594535779938,0.198,0.185,3.94,1.369,4.05,0.5,2.751,0.272,1.3
16,9.5,9.6032021246085,8.059,7.443,10.34,5.306,10.39,1,5.966,0.557,4.9
26,8.4,8.5965775459192,0.525,0.55,4.39,11.792,3.92,2.64,14.625,1.606,4.7
36,6.5,6.46766678674124,0.742,0.924,9.44,11.248,8.48,2.6,14.289,1.58,3.3
46,4.6,4.7018742338238,1.025,1.099,5.2,3.021,4.84,1.78,8.827,0.594,0.1
56,3.5,3.61204898437884,1.191,1.124,5.22,1.96,4.83,1.38,7.997,0.58,0.1
66,4.3,4.29437677698,0.213,0.235,3.03,10.381,2.84,2.43,12.647,1.622,4.9
76,3,2.97152588062088,0.763,0.644,2.75,8.699,3.51,2.64,14.149,1.378,0.1
86,2,1.98472030340089,3.061,2.7,6.31,4.371,6.16,2.58,12.053,1.023,4.5
96,1.8,1.82994770822165,0.165,0.148,-1.52,5.418,-1.26,2.06,11.706,0.955,0.1
106,1.6,1.61106858877938,0.136,0.109,1.08,3.448,0.95,1.45,11.011,0.995,3.1
116,2,2.02128972460665,0.184,0.204,2.28,3.549,2.04,1.84,10.826,0.731,0.7
126,1.4,0.989190030146636,2.572,2.593,-0.4,1.951,-0.68,2,10.021,0.606,1.9
136,1.1,1.08564609287302,0.176,0.174,1.53,3.705,1.42,2.28,11.688,0.916,3.3
146,1,0.99804388650859,0.354,0.366,-0.88,4.795,-0.54,2.16,10.811,0.981,0.7
6,4,3.95005848157319,0.198,0.197,3.83,0.991,3.8,0.62,3.274,0.224,1.1
16,9.5,8.18676840345029,8.059,9.229,7.29,6.872,7.04,1.42,7.616,0.893,4.9
26,8.4,8.33092385457793,0.525,0.588,11.48,2.38,11.7,2.09,10.123,0.722,2.5
36,6.5,6.77676315704736,0.742,0.662,6.39,9.251,6.14,2.45,14.247,1.687,4.9
46,4.6,4.66827442006812,1.025,0.833,3.71,9.879,2.84,3.3,14.061,1.854,2.5
56,3.5,3.31314105743878,1.191,1.049,1.53,3.887,1.85,2.34,10.284,0.859,3.5
66,4.3,4.29507258733133,0.213,0.239,7.95,3.095,8.39,1.95,10.547,0.562,0.3
76,3,3.37257751566058,0.763,0.604,5.7,5.112,5.43,2.64,11.062,0.986,4.7
