"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,3.97884258655908,0.354,0.338,3.82,1.029,3.93,0.75,3.302,0.234,0.3
16,9.5,9.67565258016482,0.625,0.725,10.38,0.794,10.61,0.52,3.138,0.205,0.5
26,8.4,8.00820172602481,4.608,4.402,8.57,3.125,8.57,0.77,4.338,0.482,2.9
36,6.5,6.35265433938909,1.817,2.12,8.19,1.08,8.25,0.92,5.523,0.471,0.9
46,4.6,5.01330751107775,2.944,2.294,3.42,2.905,3.66,1.18,5.994,0.531,3.1
56,3.5,3.29952934334497,0.955,0.903,3.01,3.438,3.25,1.19,7.63,0.674,3.5
66,4.3,4.40283694478212,0.543,0.569,3.83,4.951,3.8,1.73,9.376,0.901,4.9
76,3,3.01959834866526,0.253,0.274,4.15,6.095,3.79,1.59,8.777,0.754,0.3
86,2,1.95704228551057,0.254,0.25,2.04,1.223,1.95,1.13,6.946,0.45,0.1
96,1.8,1.80498757299802,0.354,0.394,0.76,0.705,0.93,1.44,6.931,0.488,0.3
106,1.6,1.51472450448879,1.295,1.032,2.05,3.242,2.15,1.18,7.705,0.603,3.1
116,2,1.85325698004828,1.618,1.96,1.48,4.42,1.72,1.63,9.083,0.892,4.5
126,1.4,1.35107114873464,0.271,0.235,1.93,4.651,2.32,1.9,9.321,0.829,0.3
136,1.1,0.888548890018789,0.878,0.828,3.18,1.379,3.43,1.45,8.367,0.573,1.5
146,1,1.08212555035051,0.416,0.329,-2.32,2.744,-2.43,1.5,7.811,0.619,0.3
6,4,4.05035683149202,0.354,0.281,2.9,0.894,2.84,0.33,2.536,0.184,0.1
16,9.5,9.35885985248983,0.625,0.678,10.2,0.645,10.26,0.41,2.306,0.182,0.3
26,8.4,8.64184703425905,4.608,3.421,8.93,4.503,9.28,1.05,5.169,0.549,4.5
36,6.5,6.81675402493109,1.817,2.074,7.08,2.572,7.11,1.36,6.241,0.539,0.3
46,4.6,3.9738102353185,2.944,2.388,1.67,6.583,2.09,1.83,8.934,0.847,4.9
56,3.5,3.32655380281737,0.955,1.086,4.64,2.345,5.06,2,10.672,0.637,0.7
66,4.3,4.39647230405639,0.543,0.411,3.45,5.731,3.58,1.36,8.694,0.892,0.1
76,3,2.9957153859408,0.253,0.317,5.85,1.507,6,1.16,7.006,0.456,1.3
86,2,1.9876978268392,0.254,0.208,1.06,2.433,1.33,1.66,7.193,0.576,2.5
96,1.8,1.86207107358822,0.354,0.398,-0.26,1.98,-0.2,1.16,7.306,0.627,0.3
106,1.6,1.54340179349275,1.295,1.251,4.58,0.243,4.77,1.24,7.008,0.511,1.1
116,2,2.45763960226024,1.618,1.667,0.33,4.335,-0.09,1.46,8.5,0.59,4.1
126,1.4,1.37572091260855,0.271,0.278,2.51,4.614,2.73,1.76,10.691,0.721,4.9
136,1.1,1.1725084484675,0.878,0.865,1.5,6.449,1.49,1.77,9.842,1.092,1.7
146,1,1.02257742676765,0.416,0.451,-1.29,2.257,-1.43,1.36,6.367,0.415,0.1
6,4,3.94526336957993,0.354,0.279,3.88,0.324,3.83,0.47,2.483,0.131,0.1
16,9.5,9.40937338818814,0.625,0.564,9.37,0.105,9.22,0.53,2.353,0.164,0.5
26,8.4,8.17666143839413,4.608,4.545,6.82,5.671,6.62,0.94,6.105,0.862,4.9
36,6.5,6.14536014750019,1.817,1.685,9.35,4.49,9.15,1.42,6.98,0.932,0.3
46,4.6,4.96642553165408,2.944,2.22,4.01,3.861,4.08,1.47,6.414,0.703,3.9
56,3.5,3.55257781609198,0.955,1.051,3.02,2.641,3.04,1.38,7.417,0.447,0.9
