"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,4.09581183516337,0.571,0.544,4.09,1.057,4.22,0.44,2.755,0.227,1.1
16,9.5,9.4491213670213,0.376,0.37,9.22,1.403,9.37,0.49,2.566,0.223,0.1
26,8.4,8.32722610667436,0.536,0.517,8.21,0.909,8.32,0.43,2.305,0.229,0.9
36,6.5,6.31542139584612,2.435,2.202,6.68,3.413,6.67,0.69,4.3,0.491,3.5
46,4.6,4.39853742742621,0.541,0.383,4.51,1.153,4.33,1.01,5.401,0.41,0.3
56,3.5,3.58629154085405,1.086,1.353,4.46,1.884,4.19,0.88,4.864,0.362,0.1
66,4.3,4.35952394749637,0.469,0.464,4.25,0.987,4.5,0.72,4.276,0.259,0.3
76,3,2.8536729575775,0.952,1.043,1.52,2.133,1.59,1.13,5.217,0.373,2.1
86,2,2.10649918305345,0.475,0.487,2.26,0.999,2.16,0.96,5.914,0.321,1.3
96,1.8,1.80225675030045,1.181,0.913,1.76,2.399,1.75,1.01,5.126,0.401,0.3
106,1.6,1.59196430931812,0.445,0.472,2.23,1.687,2.35,0.85,4.816,0.47,1.5
116,2,2.06842018556495,0.63,0.646,2.48,0.702,2.62,0.69,5.256,0.375,0.7
126,1.4,1.27729935290927,0.609,0.608,0.7,0.496,0.61,0.84,5.131,0.378,0.3
136,1.1,1.09173789365661,0.292,0.266,1.38,2.286,1.24,1.16,5.737,0.409,2.1
146,1,1.11835008589405,0.677,0.752,1.19,3.317,1.25,0.98,5.264,0.588,0.5
6,4,4.00101375558585,0.571,0.644,3.96,0.721,3.95,0.41,2.177,0.187,0.7
16,9.5,9.35733263419815,0.376,0.436,9.83,0.913,9.88,0.45,2.477,0.193,0.9
26,8.4,8.30922825258569,0.536,0.52,8.1,1.727,7.98,0.59,3.208,0.245,1.9
36,6.5,6.21261786140186,2.435,2.581,6.44,1.821,6.34,0.79,4.061,0.307,1.7
