"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,4.09855666133864,0.749,0.731,4.31,1.439,4.43,0.46,2.85,0.204,0.3
16,9.5,9.45571458060016,0.5,0.404,9.15,1.9,9.09,0.5,3.252,0.39,1.9
26,8.4,8.35370949216502,0.863,0.78,8.35,1.719,8.36,0.55,2.963,0.325,0.1
36,6.5,6.1971399785032,1.153,1.193,6.13,1.705,6.15,0.53,3.283,0.237,1.7
46,4.6,4.30266114167397,0.859,0.905,4.75,1.403,4.63,0.66,3.823,0.287,1.5
56,3.5,3.71537787373352,1.32,1.32,4.53,1.76,4.45,0.59,3.66,0.252,0.1
66,4.3,4.27397800893885,0.288,0.313,2.85,1.181,2.89,0.46,3.545,0.295,1.3
76,3,2.78420076354172,3.232,3.119,3.91,2.886,3.79,0.84,4.629,0.547,2.9
86,2,1.98067617186717,0.184,0.19,2.81,3.243,2.96,1.28,6.52,0.667,3.3
96,1.8,1.80935389188854,0.184,0.197,0.84,2.155,0.79,1.28,6.877,0.46,0.1
106,1.6,1.59433069621619,0.242,0.25,1.9,2.441,1.61,1.27,5.742,0.652,0.3
116,2,1.94108874495687,0.299,0.251,2.05,3.474,2.2,1.27,6.339,0.622,3.5
126,1.4,1.44046451139858,0.316,0.35,1.12,2.517,1.55,1.06,6.891,0.56,0.1
136,1.1,1.08205102963224,0.19,0.226,0.3,1.367,0.39,1.33,6.351,0.403,1.3
146,1,1.21527981997266,1.443,1.274,1.18,2.135,1.31,1.27,6.976,0.506,2.5
6,4,3.96966428626721,0.749,0.909,3.69,1.311,3.61,0.37,2.331,0.23,0.1
16,9.5,9.50025035198636,0.5,0.638,9.8,1.324,9.81,0.5,2.402,0.222,1.3
26,8.4,8.42532117701564,0.863,1.015,7.74,2.044,7.77,0.79,3.55,0.351,2.1
36,6.5,6.30569682633159,1.153,1.257,7.14,1.555,7.01,0.67,3.711,0.273,0.3
46,4.6,4.59217190466209,0.859,0.856,4.37,2.201,4.6,0.65,3.739,0.329,2.3
56,3.5,3.67670700888972,1.32,1.173,4.07,1.97,4.03,0.83,4.099,0.348,0.1
66,4.3,4.26938579111904,0.288,0.269,3.9,1.443,3.91,0.58,3.904,0.243,1.5
76,3,2.89225721543056,3.232,3.086,3.76,2.528,3.42,0.85,4.828,0.567,2.7
86,2,1.96862467739762,0.184,0.186,0.58,1.898,0.86,0.92,5.802,0.486,1.5
96,1.8,1.78006913036502,0.184,0.17,3.32,0.972,3.4,1.04,6.13,0.374,1.1
106,1.6,1.58064233753523,0.242,0.268,-0.09,1.983,0.13,1.27,6.503,0.493,2.1
