"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,4.01726270032071,1.246,1.315,4.01,1.149,3.98,0.48,2.696,0.169,1.3
16,9.5,9.29739838651381,0.832,0.939,9.27,0.876,9.28,0.6,2.721,0.19,0.1
26,8.4,8.47827487987115,0.461,0.509,8.94,1.278,8.78,0.53,2.928,0.248,1.3
36,6.5,6.05022550678482,2.046,1.835,6.19,0.958,6.13,0.68,3.412,0.185,0.9
46,4.6,4.24856278111627,2.151,2.807,5.97,1.162,6.09,0.62,3.71,0.325,1.1
56,3.5,4.40189823557073,3.072,3.251,2.21,2.81,2.22,1.02,4.765,0.483,2.9
66,4.3,4.2448197973933,0.271,0.272,4.27,1.52,4.14,1.12,5.51,0.325,1.9
76,3,2.99109852466941,0.208,0.205,3.27,2.903,3.23,1.12,5.275,0.556,0.1
86,2,1.98880578658092,0.639,0.681,2.11,3.729,2.23,0.94,5.433,0.695,3.5
96,1.8,2.02500500513135,0.803,0.77,1.07,3.804,1.18,1.45,7.971,0.747,3.9
106,1.6,1.68813679764728,0.823,0.797,2.05,4.634,1.76,1.24,7.192,0.784,0.9
116,2,1.95970365717348,0.231,0.241,0.16,3.314,-0.14,1,6.387,0.606,3.1
126,1.4,1.23443938784275,0.719,0.8,2.43,2.513,2.72,0.9,6.662,0.713,1.3
136,1.1,1.06787398127277,0.063,0.072,1.38,2.247,0.86,1.12,7.003,0.376,2.1
146,1,1.02360924707917,0.409,0.307,1.09,2.822,1.25,1.48,7.774,0.567,3.1
6,4,3.93604743098283,1.246,1.169,3.58,2.038,3.57,0.63,3.031,0.492,2.1
16,9.5,9.62527516126361,0.832,0.767,9.16,0.934,9.04,0.7,3.765,0.227,0.7
26,8.4,8.34817977573206,0.461,0.442,9.26,1.197,9.48,0.59,3.666,0.208,0.3
36,6.5,6.2733661469232,2.046,1.781,5.54,1.917,5.47,0.6,3.758,0.259,1.9
46,4.6,5.16084710540453,2.151,2.052,4.71,2.033,4.78,1.12,5.013,0.382,1.9
56,3.5,3.35127439115215,3.072,3.43,3.99,5.78,3.84,1.95,7.821,1.017,4.9
66,4.3,4.32546630375514,0.271,0.267,4.7,5.363,4.15,1.44,7.897,0.769,2.5
76,3,2.93033888708218,0.208,0.211,2.3,2.199,2.46,1.08,6.586,0.506,2.3
86,2,2.04881860103901,0.639,0.573,2.44,2.697,2.47,1.44,7.363,0.559,2.9
96,1.8,1.70591383724382,0.803,0.853,1.77,2.95,1.7,1.33,7.066,0.393,0.3
106,1.6,1.45703629541542,0.823,0.715,1.05,3.617,1.36,1.08,7.461,0.714,3.3
116,2,2.02441235643999,0.231,0.261,1.92,4.673,2.08,1.32,6.708,0.759,0.5
126,1.4,1.36362730837978,0.719,0.7,0.65,2.138,0.72,0.89,5.67,0.484,1.7
136,1.1,1.08776729665745,0.063,0.067,0.96,4.672,0.61,1.59,7.527,0.834,4.9
146,1,0.882167572832146,0.409,0.429,0.8,3.337,0.99,1.52,8.348,0.524,0.1
6,4,4.39357064903878,1.246,1.023,3.35,0.947,3.24,0.49,2.82,0.189,1.1
16,9.5,9.43112604628594,0.832,0.682,9.67,0.793,9.47,0.41,2.779,0.213,0.5
26,8.4,8.54904238563073,0.461,0.49,8.54,1.373,8.53,0.52,3.074,0.287,1.3
36,6.5,6.32660769308579,2.046,1.54,5.88,0.989,6.03,0.57,3.369,0.207,0.9
46,4.6,4.33716821154357,2.151,2.446,6.24,2.112,5.98,0.77,3.986,0.325,1.9
56,3.5,4.08594554094706,3.072,2.647,3.62,3.641,3.33,1.26,6.036,0.847,3.5
66,4.3,4.28094544140146,0.271,0.32,3.98,1.186,3.88,1.49,7.045,0.491,0.7
76,3,2.96881807898694,0.208,0.202,2.53,1.607,2.32,1.04,7.363,0.476,1.5
86,2,1.95580963284414,0.639,0.437,2.05,1.691,2.45,1.34,7.14,0.43,0.1
