"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,4.01561478699755,0.054,0.041,3.61,1.492,3.7,0.41,2.6,0.266,1.5
16,9.5,9.52186744521123,0.086,0.106,9.75,0.387,9.74,0.57,3,0.17,0.5
26,8.4,8.39759771735535,2.387,2.568,8.12,1.47,8.16,0.63,3.124,0.271,1.7
36,6.5,6.17925716410682,3.502,3.987,7.66,4.611,7.66,1.12,5.983,0.822,4.7
46,4.6,4.80610392897275,1.125,1.29,4.35,3.423,4.13,1.29,6.818,0.851,0.1
56,3.5,3.36352228553006,1.453,1.7,2.17,5.156,2.22,1.33,7.651,0.759,4.9
66,4.3,4.22720032556707,0.845,0.949,5.02,4.714,5.27,1.61,7.895,0.743,0.3
76,3,3.09163803788514,0.656,0.617,3,0.925,2.86,0.99,6.468,0.344,0.9
86,2,2.31701421860094,1.174,1.012,2.98,3.81,2.94,1.43,7.45,0.816,3.9
96,1.8,1.80520404709463,0.196,0.178,-0.39,0.696,-0.64,1.71,8.426,0.637,0.7
106,1.6,1.53385688189167,0.302,0.282,2.51,2.932,2.43,1.02,7.702,0.712,0.7
116,2,1.82402439532491,0.299,0.258,1.13,2.135,0.97,1,7.071,0.486,0.1
126,1.4,1.46884559607584,0.571,0.468,2.53,0.618,2.31,1.41,6.615,0.581,0.7
136,1.1,1.00781732220035,0.366,0.422,1.26,2.624,1.53,1.53,6.908,0.524,2.5
146,1,0.997863609303439,0.448,0.351,2.79,1.231,2.71,1.51,7.686,0.351,0.1
6,4,3.99389101279775,0.054,0.057,4.72,0.777,4.67,0.57,3.023,0.147,0.5
16,9.5,9.48925368018005,0.086,0.1,9.18,0.877,9.3,0.49,2.808,0.204,0.1
26,8.4,8.34810692646886,2.387,2.151,8.07,2.536,7.99,0.64,3.597,0.386,2.7
36,6.5,5.84860156324754,3.502,3.478,6.81,3.578,6.78,1.09,5.495,0.581,3.5
46,4.6,4.72980383774074,1.125,1.118,6.85,1.967,6.92,0.98,6.556,0.527,0.1
56,3.5,3.75419112920999,1.453,1.582,2.5,0.857,2.39,1.05,6.209,0.389,1.1
66,4.3,4.20633274734027,0.845,0.892,3.7,3.606,3.84,1.18,7.181,0.575,3.5
76,3,2.89563842447691,0.656,0.568,1.65,3.763,1.41,1.35,7.246,0.638,1.1
86,2,1.86298750235121,1.174,1.104,1.63,4.219,1.76,1.42,7.542,0.769,4.1
96,1.8,1.83447805115623,0.196,0.168,2.55,4.373,2.92,1.03,6.975,0.814,0.7
106,1.6,1.53305826199956,0.302,0.316,0.94,4.575,0.87,1.19,7.515,0.848,4.5
116,2,1.94717171569836,0.299,0.311,3.01,4.387,3.18,1.14,7.303,0.798,0.7
126,1.4,1.39872857327832,0.571,0.494,0.76,2.563,0.71,1.32,6.626,0.587,2.5
136,1.1,1.05716848123478,0.366,0.354,3.34,2.353,3.43,1.49,7.41,0.375,1.7
146,1,1.14634976894972,0.448,0.473,1.15,2.389,1.14,1.37,7.471,0.476,0.3
6,4,3.99856532447977,0.054,0.045,3.5,0.96,3.46,0.35,2.639,0.277,0.1
16,9.5,9.48178250742109,0.086,0.072,10.43,0.591,10.4,0.42,2.506,0.189,0.3
26,8.4,8.8292951694826,2.387,2.275,6.75,3.178,6.81,0.71,4.1,0.591,3.1
36,6.5,6.80610485298297,3.502,3.535,7.46,3.019,7.48,0.99,5.924,0.509,3.1
46,4.6,4.53956620900315,1.125,1.241,5.13,0.653,4.94,0.92,6.633,0.455,0.3
56,3.5,3.398597703081,1.453,1.495,1.96,2.678,2.15,1.19,6.145,0.578,0.5
66,4.3,4.25836323320958,0.845,0.953,5.7,4.712,5.39,1.22,7.328,0.919,4.7
76,3,3.01451343037668,0.656,0.588,2.26,3.246,2.02,1.17,8.136,0.587,0.9
86,2,2.08810531203519,1.174,1.282,2.56,1.693,2.93,1.12,6.941,0.272,0.3
96,1.8,1.78968901711598,0.196,0.219,1.11,3.007,1.27,1.82,7.802,0.644,3.1
106,1.6,1.55293923498583,0.302,0.249,3.27,2.037,2.97,1.61,7.806,0.454,0.1
116,2,1.96418597605109,0.299,0.281,-0.78,0.998,-0.71,1.35,7.5,0.576,0.5
126,1.4,1.35408273959454,0.571,0.404,2.63,3.935,2.51,1.06,6.315,0.702,0.7
136,1.1,0.966908543058705,0.366,0.414,1.74,3.124,1.55,1.26,6.139,0.508,3.1
146,1,0.920753983464052,0.448,0.44,2.02,1.43,2.22,1.37,6.448,0.38,0.5
6,4,3.99371250278503,0.054,0.049,3.57,1.58,3.69,0.59,2.741,0.261,1.5
