"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,4.03995597250253,0.272,0.22,4.19,1.162,4.21,0.4,2.674,0.274,1.3
16,9.5,9.50336624729068,0.228,0.217,8.86,0.88,8.9,0.51,2.734,0.201,0.1
26,8.4,8.43793883781316,0.968,0.959,8.29,0.759,8.13,0.51,2.702,0.22,0.5
36,6.5,6.65224034373114,1.125,0.919,6.23,1.689,6.27,0.6,3.171,0.261,1.7
46,4.6,4.64473560137342,0.203,0.212,4.81,1.722,4.81,0.55,3.185,0.297,0.3
56,3.5,3.38855982704734,1.425,1.602,3.95,1.695,3.93,0.68,3.336,0.247,1.7
66,4.3,4.51436565109718,1.064,1.266,4.37,1.943,4.37,0.93,4.031,0.301,1.7
76,3,2.39793740197937,1.864,1.752,3.49,0.538,3.38,0.81,4.498,0.285,0.9
86,2,1.98780232254479,0.196,0.167,0.72,1.041,0.74,0.86,4.415,0.264,0.3
96,1.8,1.76555457762766,0.175,0.172,3.74,1.816,3.74,0.92,4.467,0.243,1.7
106,1.6,1.54164680543948,0.719,0.647,0.53,1.869,0.57,0.65,4.725,0.377,0.1
116,2,1.88068942562128,0.79,0.903,2.23,1.149,2.3,0.78,4.256,0.249,1.1
126,1.4,0.590342570916219,3.399,3.523,0.63,4.18,0.78,1,6.171,0.686,4.3
136,1.1,1.04733049887534,1.232,1.469,-0.91,3.333,-0.55,1.27,6.672,0.709,0.7
146,1,1.01184163430736,0.373,0.33,2.96,2.827,2.7,1.38,6.085,0.443,3.1
6,4,3.87815107290708,0.272,0.266,3.89,1.043,3.91,0.46,2.665,0.224,0.9
16,9.5,9.58485311773731,0.228,0.217,8.55,1.308,8.59,0.43,3.057,0.167,1.3
26,8.4,8.52037415151318,0.968,0.978,8.44,1.093,8.37,0.68,3.184,0.221,0.5
36,6.5,6.64499110194023,1.125,1.095,6.94,0.941,6.97,0.52,3.249,0.263,1.1
46,4.6,4.52826238305316,0.203,0.221,4.53,1.162,4.6,0.39,3.156,0.294,0.1
56,3.5,3.82944799418078,1.425,1.46,3.75,1.834,3.81,0.65,3.389,0.335,1.9
66,4.3,4.15186947385692,1.064,1.137,4.68,0.607,4.88,0.77,3.765,0.265,0.3
76,3,2.86603968359641,1.864,1.804,3.63,2.947,3.7,0.69,4.609,0.493,2.9
86,2,1.99120577293181,0.196,0.163,0.39,0.581,0.21,1.01,5.685,0.368,0.7
96,1.8,1.75782305833826,0.175,0.173,3.02,2.08,2.55,0.91,5.04,0.472,0.3
106,1.6,1.62357703478669,0.719,0.876,1.24,1.694,1.23,0.72,4.448,0.368,0.1
116,2,1.83146310614496,0.79,1.037,1.4,1.192,1.3,0.74,3.859,0.191,0.1
126,1.4,1.30827360050796,3.399,4.126,1.82,3.443,1.85,0.85,5.028,0.554,3.5
136,1.1,1.31486905805439,1.232,1.108,0.61,2.101,0.7,1.38,6.559,0.353,2.3
146,1,0.936735223804556,0.373,0.355,1.2,1.01,1.3,1.29,6.529,0.446,0.7
6,4,3.98730125167776,0.272,0.262,3.72,0.949,3.7,0.38,2.469,0.168,0.9
16,9.5,9.44464559848049,0.228,0.212,9.89,0.641,9.88,0.47,2.641,0.155,0.7
26,8.4,8.1345897405646,0.968,1.085,7.39,1.768,7.57,0.7,3.287,0.311,1.7
36,6.5,6.36985923425273,1.125,1.277,7.41,0.96,7.4,0.74,3.389,0.204,0.1
46,4.6,4.60995647241318,0.203,0.206,4.85,1.138,4.65,0.62,3.268,0.155,0.1
56,3.5,3.78224530675373,1.425,1.176,3.12,1.587,3.11,0.49,3.404,0.289,1.5
66,4.3,4.26749737339178,1.064,1.089,4.74,0.933,4.54,0.55,3.724,0.218,0.3
76,3,3.32732075558343,1.864,1.637,2.49,2.435,2.6,1.06,4.373,0.516,2.5
86,2,2.00124604172212,0.196,0.235,1.07,0.762,1.24,1.03,4.889,0.332,0.1
96,1.8,1.8415309897092,0.175,0.154,2.39,1.063,2.33,1.07,4.899,0.203,0.9
106,1.6,1.42850012660815,0.719,0.674,3.38,1.779,3.28,0.79,4.515,0.363,0.5
