"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,3.9598912197089,0.264,0.248,4.18,1.373,4.14,0.4,2.394,0.253,0.1
16,9.5,9.32743265869164,1.509,1.282,8.47,1.838,8.39,0.39,2.646,0.271,1.9
26,8.4,7.39172925905514,6.877,6.168,10.2,5.674,9.75,0.88,6.718,0.775,4.9
36,6.5,7.29455100141343,2.278,3.339,3.86,1.663,2.93,1.41,8.425,0.512,0.3
46,4.6,5.4671075600044,5.049,5.721,6.52,4.553,6.19,1.37,9.411,0.818,4.3
56,3.5,3.60819201790591,0.965,0.965,-0.69,1.635,-0.43,2.54,10.58,0.751,0.9
66,4.3,4.20667550074167,0.193,0.203,4.54,2.915,4.64,2.25,11.047,0.737,2.9
76,3,2.99072153116743,0.168,0.152,5.39,6.511,5.41,2.05,12.359,1.116,4.9
86,2,2.0079809277776,0.4,0.435,0.73,8.741,1.21,2.93,17.918,1.644,4.9
96,1.8,1.73596202445336,0.557,0.519,3.75,11.761,3.56,2.65,15.147,2.123,1.9
106,1.6,1.67143119654147,0.508,0.431,1.5,6.772,1.93,2.05,11.732,1.488,4.9
116,2,1.97882761246363,0.755,0.858,2.96,1.805,2.38,2.42,13.143,0.833,1.1
126,1.4,1.42696486298199,0.219,0.257,3.06,6.592,3.27,1.95,11.8,1.309,0.9
136,1.1,1.0929901455587,0.245,0.259,2.53,6.434,2.33,2.25,11.893,1.095,4.9
146,1,1.04213312978142,0.149,0.133,3.74,6.277,4.28,2.27,12.118,1.239,1.9
6,4,4.01749273741418,0.264,0.273,3.94,1.051,3.87,0.49,2.46,0.235,1.1
16,9.5,9.84815587794377,1.509,1.286,9.24,0.657,9.27,0.51,2.73,0.199,0.1
26,8.4,5.88047770818818,6.877,6.785,9.76,4.843,9.47,1,5.606,0.699,4.7
36,6.5,6.73847650905896,2.278,2.647,8.79,1.409,9.1,1.27,7.392,0.441,0.1
46,4.6,5.99726297083053,5.049,5.422,0.26,2.028,-0.07,1.81,7.783,0.343,2.5
56,3.5,3.27236031956915,0.965,0.829,3.2,4.278,3.23,1.76,8.707,0.675,4.5
66,4.3,4.22519080103011,0.193,0.205,2.03,8.399,2.16,2.41,12.93,1.588,4.7
76,3,2.96928124993181,0.168,0.178,9.24,4.734,9.56,2.53,14.666,1.397,2.5
86,2,1.98168525375393,0.4,0.404,2.65,4.036,2.6,1.87,12.915,0.789,0.9
96,1.8,1.78874441133748,0.557,0.455,0.58,5.361,0.17,1.64,11.63,0.92,1.5
106,1.6,1.79433417370784,0.508,0.432,-1.69,2.223,-1.44,1.64,10.678,0.59,1.9
116,2,2.31180488358093,0.755,0.564,2.29,4.939,2.57,2.09,11.702,0.799,4.9
126,1.4,1.4263027783546,0.219,0.245,3.14,4.258,2.38,2.48,12.292,0.848,0.9
136,1.1,1.16167944183638,0.245,0.215,-0.51,7.86,-0.82,1.97,14.021,1.307,4.9
146,1,1.03263737381253,0.149,0.124,1.6,8.592,1.22,2.84,13.186,1.469,0.9
6,4,4.02178334165311,0.264,0.213,3.85,1.051,3.79,0.53,2.648,0.203,1.1
