"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,4.21087528232201,0.754,0.876,3.83,1.313,3.91,0.51,2.804,0.243,1.3
16,9.5,9.68800835721874,1.653,1.738,9.76,1.079,9.68,0.54,2.871,0.176,0.1
26,8.4,8.52173544408433,0.631,0.523,8.59,1.031,8.56,0.61,2.798,0.2,1.1
36,6.5,7.2373014624874,4.296,4.09,6.27,3.118,6.32,0.67,4.401,0.451,3.3
46,4.6,4.56228383943314,0.915,0.844,5.8,0.317,5.6,0.87,5.175,0.321,0.1
56,3.5,3.43210696719054,0.354,0.328,0.89,1.745,0.69,1.14,5.524,0.308,1.3
66,4.3,4.31746854854521,0.093,0.108,5.63,2.409,5.76,1.3,6.39,0.517,2.5
76,3,3.01579032150374,0.164,0.164,2.85,1.696,3.21,1.54,7.176,0.543,2.1
86,2,1.96599772046067,0.489,0.435,1.67,1.539,1.55,1.53,7.157,0.514,0.9
96,1.8,1.89900855954381,0.294,0.315,1.48,3.156,1.4,1.18,6.188,0.535,0.7
106,1.6,1.57209663964661,0.261,0.231,1.75,3.345,2.02,1.02,6.127,0.609,3.1
116,2,1.79603668165236,0.694,0.713,1.91,2.107,2.03,1.08,6.746,0.537,0.7
126,1.4,1.21906324511886,0.97,0.802,1.55,1.947,1.46,1.18,6.824,0.526,1.7
136,1.1,1.0866020348118,0.063,0.057,3,1.992,2.56,1.15,6.622,0.559,0.3
146,1,0.912680965563648,0.545,0.578,0.84,0.269,0.84,1.04,6.274,0.373,0.5
6,4,3.93451764085783,0.754,0.79,3.24,1.378,3.12,0.57,2.753,0.194,1.5
16,9.5,9.78115200661037,1.653,1.675,9.76,0.133,9.81,0.55,2.942,0.208,0.3
26,8.4,8.35994135365425,0.631,0.711,7.74,0.303,7.64,0.64,2.941,0.206,0.5
36,6.5,6.56538377122495,4.296,3.903,7.84,4.313,7.63,0.97,5.288,0.814,4.5
46,4.6,4.69474247308765,0.915,0.991,3.98,3.002,3.68,1.1,5.994,0.525,0.7
56,3.5,3.55009946396416,0.354,0.45,2.15,3.951,2.15,0.94,6.622,0.682,3.9
66,4.3,4.30605255133562,0.093,0.094,5.48,1.011,5.45,1.3,7.488,0.671,0.5
76,3,2.97553505214267,0.164,0.158,2.54,2.95,2.45,1.12,6.797,0.497,0.3
86,2,1.90863759970846,0.489,0.458,2.82,3.782,2.64,0.98,7.355,0.631,3.7
96,1.8,1.79453845675338,0.294,0.323,1.24,1.657,0.81,1.27,8.164,0.532,0.9
106,1.6,1.59922734651863,0.261,0.26,2.72,1.05,3.1,1.46,8.349,0.438,1.1
116,2,2.08292720238767,0.694,0.817,2.86,2.528,3.37,1.53,7.993,0.387,0.7
126,1.4,1.1948269444913,0.97,0.898,0.05,2.858,-0.05,1.54,7.117,0.636,0.3
136,1.1,1.10480686766626,0.063,0.057,0.49,5.685,0.19,1.36,8.526,1.101,4.7
146,1,0.937907000874645,0.545,0.505,2.51,5.694,2.83,1.2,8.355,1.063,0.9
6,4,3.85785778046233,0.754,0.909,4.35,0.181,4.49,0.51,2.711,0.138,0.1
16,9.5,9.55620269000014,1.653,1.753,8.73,1.457,8.95,0.57,3.187,0.313,1.3
26,8.4,8.31606122719295,0.631,0.771,8.94,1.177,8.91,0.69,3.696,0.196,1.3
36,6.5,6.10485920251536,4.296,3.786,7.35,4.218,7.6,0.97,5.677,0.675,4.3
46,4.6,4.6363329323018,0.915,0.781,2.14,3.942,2.01,0.86,5.894,0.56,0.1
56,3.5,3.58251201778681,0.354,0.419,5.76,3.579,5.87,0.9,5.564,0.508,3.7
66,4.3,4.33859543987325,0.093,0.081,2.32,2.531,2.22,1.33,7.397,0.595,2.3
76,3,3.00174168840219,0.164,0.176,3.28,2.254,3.24,1.64,7.776,0.705,2.5
86,2,1.9948115918726,0.489,0.465,3.45,2.367,3.67,1.64,8.106,0.548,2.1
96,1.8,1.74315472545977,0.294,0.284,2.35,2.68,2.67,1.82,8.375,0.707,0.5
106,1.6,1.6413151326483,0.261,0.241,2.54,3.179,2.25,1.42,7.404,0.489,0.5
116,2,1.94987682370515,0.694,0.64,1.03,2.903,1.16,0.94,5.971,0.518,0.5
126,1.4,1.30488527411238,0.97,0.856,0.19,4.271,-0.24,1.3,6.724,0.837,4.7
136,1.1,1.10686181937674,0.063,0.06,1.06,3.396,1.29,1.25,7.137,0.697,0.7
146,1,1.06564283518287,0.545,0.368,2.29,3.065,2.44,1.05,7.005,0.543,2.9
6,4,4.05530885657084,0.754,0.565,4.08,1.467,4.07,0.43,2.411,0.276,1.5
16,9.5,9.40081915712636,1.653,1.571,9.63,2.668,9.49,0.68,3.762,0.439,2.7
26,8.4,8.55090631593016,0.631,0.58,8.51,2.282,8.74,0.76,3.974,0.376,0.1
36,6.5,6.55420392542059,4.296,4.695,6.7,4.331,6.8,0.82,5.366,0.874,4.5
46,4.6,4.6188096730563,0.915,0.9,2.77,2.192,2.49,1.08,6.737,0.463,0.1
56,3.5,3.57735366728281,0.354,0.298,5.67,0.779,5.81,1.1,6.228,0.366,1.3
66,4.3,4.27962193756581,0.093,0.083,5.17,0.784,4.96,1.06,6.37,0.464,0.7
76,3,3.02032532681764,0.164,0.183,0.87,0.342,0.76,1.28,6.581,0.351,0.5
86,2,2.0494028810671,0.489,0.485,1.55,1.268,1.99,1.2,6.624,0.524,1.3
96,1.8,1.86176728918929,0.294,0.255,2.39,3.371,2.55,1.62,7.234,0.553,3.3
106,1.6,1.63036617147603,0.261,0.267,1.12,4.131,0.97,1.23,7.079,0.551,1.3
116,2,2.14985705734772,0.694,0.603,2.9,2.6,3.08,1.12,6.49,0.507,2.7
126,1.4,1.42866113847277,0.97,0.954,0.07,5.523,0.44,1.56,9.159,0.756,4.9
136,1.1,1.10537917271569,0.063,0.05,1.86,4.85,2.12,1.43,9.099,0.893,0.5
146,1,1.03296428557355,0.545,0.555,1.14,1.745,1.07,1.44,7.314,0.513,0.3
6,4,3.88979770585269,0.754,0.729,3.83,0.503,3.75,0.55,3.14,0.218,0.1
16,9.5,9.72947814207288,1.653,1.398,9.34,1.205,9.32,0.62,3.21,0.252,1.3
26,8.4,8.10471230290029,0.631,0.614,8.87,0.329,8.6,0.47,3.37,0.252,0.1
36,6.5,5.20758822767906,4.296,4.725,6.1,3.166,6.19,0.99,4.721,0.494,3.1
46,4.6,4.40352887038602,0.915,0.928,6.7,1.357,7,0.91,5.747,0.436,1.3
56,3.5,3.61351391887742,0.354,0.428,1.18,1.855,1.38,0.83,6.134,0.395,2.1
66,4.3,4.28795982948232,0.093,0.074,4.63,4.495,4.37,0.97,7.844,0.932,4.5
76,3,2.98110343924251,0.164,0.154,3.53,2.76,3.67,1.76,8.451,0.585,0.7
86,2,1.9014745356273,0.489,0.481,1.82,4.441,2.39,0.88,6.859,0.588,1.1
96,1.8,1.82902339094737,0.294,0.325,2.09,3.294,2.18,1.19,6.324,0.727,3.5
106,1.6,1.65881255860963,0.261,0.295,0.82,1.094,0.77,1.2,6.998,0.552,1.3
116,2,2.10549566539087,0.694,0.69,2.15,1.629,1.66,1.52,7.352,0.509,1.5
126,1.4,1.58634495279346,0.97,1.014,3.74,2.666,3.84,1.41,7.175,0.522,0.3
136,1.1,1.09596590643844,0.063,0.068,-1.73,3.235,-1.7,1.3,7.229,0.662,3.3
146,1,0.964829064316907,0.545,0.517,1.85,1.275,1.81,1.29,8.068,0.6,0.9
