"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
26,8.4,8.46588205200998,0.403,0.351,7.44,2.158,7.39,0.62,3.596,0.379,0.3
36,6.5,6.81952205371026,1.855,1.749,6.97,1.806,6.97,0.63,3.408,0.299,1.9
46,4.6,4.65380229799345,2.435,2.321,5.28,2.445,5.27,0.92,4.568,0.401,2.3
56,3.5,4.38562008149101,5.046,4.818,3.45,6.159,3.83,1.13,7.857,0.893,4.9
66,4.3,4.24734544446483,0.722,0.679,2.99,1.636,3.02,1.92,9.786,0.737,0.7
76,3,2.73171342001463,2.138,2.07,1.27,2.927,1.28,1.63,9.25,0.609,1.3
86,2,1.94427108627887,1.261,1.224,4.16,6.041,4.33,1.79,10.681,0.821,4.9
96,1.8,1.79913056555732,0.063,0.056,1.92,6.943,1.79,2.48,9.967,1.163,0.3
106,1.6,1.55710575097267,0.367,0.314,1.52,3.178,1.56,1.34,7.979,0.41,2.9
116,2,2.13836840055228,1.219,1.091,0.88,5.187,0.62,1.66,9.977,1.238,4.9
126,1.4,1.38360413154737,0.184,0.155,3.76,6.279,4.01,1.69,9.28,1.116,1.5
136,1.1,1.01008213915342,0.705,0.837,0.68,2.728,0.36,1.24,7.75,0.645,2.7
146,1,0.979973513453225,0.303,0.281,0.26,1.65,0.35,1.23,7.966,0.484,0.5
6,4,4.20473984390636,0.78,1.019,5,1.085,4.95,0.45,2.655,0.21,1.1
16,9.5,9.93269352173331,1.246,1.018,8.88,1.735,8.63,0.68,3.388,0.292,1.5
26,8.4,8.39527764027061,0.403,0.356,8.4,1.796,8.32,0.75,4.048,0.271,1.7
36,6.5,5.87150340137241,1.855,1.986,6.49,1.621,6.56,0.74,4.162,0.292,0.1
46,4.6,4.71650389003903,2.435,2.671,3.83,2.486,3.67,0.96,4.645,0.517,2.5
56,3.5,2.78174136004464,5.046,5.325,3.4,4.37,3.2,1.47,6.794,0.71,4.7
66,4.3,4.3277459474482,0.722,0.817,6.38,2.365,6.9,1.38,8.04,0.428,2.7
76,3,2.731286122301,2.138,2.544,0.66,4.711,0.74,1.82,10,0.921,4.7
86,2,2.1678796593162,1.261,1.484,2.14,2.785,2.49,2.49,11.083,0.766,2.1
96,1.8,1.79647945307188,0.063,0.069,3.35,4.448,3.68,1.88,10.723,1.01,0.7
106,1.6,1.59080433689832,0.367,0.368,0.7,2.76,0.81,1.6,9.761,0.522,0.7
116,2,1.63280274760102,1.219,1.004,2.93,3.025,3,1.41,8.571,0.682,0.3
126,1.4,1.41436901751384,0.184,0.141,2.88,4.999,2.82,1.89,9.675,0.868,4.7
136,1.1,1.02917001140353,0.705,0.635,0.63,4.069,0.93,2.02,9.422,0.756,0.7
146,1,1.06283222706942,0.303,0.278,0.08,3.544,-0.29,1.33,8.218,0.729,0.3
6,4,3.9215490058374,0.78,0.886,3.73,0.797,3.73,0.48,2.405,0.196,0.1
16,9.5,9.59415132955366,1.246,1.371,9.28,1.096,9.38,0.48,2.509,0.191,1.1
26,8.4,8.32043567425241,0.403,0.408,9.12,1.372,9.19,0.59,3.103,0.25,1.3
36,6.5,6.46658032209903,1.855,2.08,6.2,0.543,6.11,0.66,3.275,0.283,0.3
46,4.6,4.16892943799279,2.435,2.377,5.03,3.273,5.17,0.78,4.415,0.568,3.3
56,3.5,2.22575458059978,5.046,5.643,-0.06,9.089,-0.29,1.98,10.716,1.563,4.7
66,4.3,4.18568631043358,0.722,0.787,6.59,8.157,6.78,1.91,11.21,0.911,0.7
76,3,3.08009008680928,2.138,1.806,6.24,1.798,6.29,1.27,7.606,0.414,0.3
86,2,1.91601226133268,1.261,1.439,-2.24,6.73,-2.99,1.78,9.829,1.178,4.5
96,1.8,1.79996462259172,0.063,0.058,3.49,6.827,3.77,1.5,10.604,1.196,1.7
106,1.6,1.58152644709971,0.367,0.331,3.57,0.925,3.63,1.21,7.25,0.459,1.3
116,2,2.34830554425152,1.219,1.063,-0.48,2.491,-0.15,1.33,7.532,0.54,2.5
126,1.4,1.3846804078143,0.184,0.168,0.54,1.625,0.47,1.8,7.964,0.452,0.1
136,1.1,1.38303355224262,0.705,0.746,3.53,0.733,3.35,1.69,7.629,0.484,0.3
146,1,1.04011198744429,0.303,0.287,-0.41,3.203,-0.43,1.19,8.057,0.631,2.9
6,4,3.95423815953059,0.78,0.771,5.04,1.158,5.08,0.53,2.485,0.234,1.3
16,9.5,9.63685727004947,1.246,1.304,8.41,0.862,8.44,0.57,2.867,0.182,0.9
26,8.4,8.29644724920508,0.403,0.439,8.28,0.368,8.31,0.46,2.982,0.185,0.5
36,6.5,6.98513482965045,1.855,1.869,6.76,2.227,6.83,0.83,3.678,0.352,2.3
46,4.6,4.74966602247095,2.435,2.04,6.19,1.128,6.04,0.8,4.547,0.301,0.7
56,3.5,4.2814883786399,5.046,5.702,1.26,3.071,0.78,1.04,5.664,0.52,3.1
66,4.3,4.34718209595133,0.722,0.812,5.2,3.496,5.18,1.31,7.14,0.807,3.3
76,3,3.46259929796253,2.138,2.453,1.87,2.025,2.24,1.67,7.699,0.508,0.1
86,2,2.00290735321595,1.261,1.3,3.02,0.998,3.11,1.46,7.564,0.376,0.1
96,1.8,1.78041740628927,0.063,0.059,2.93,3.883,3.08,1.38,8.332,0.657,3.7
106,1.6,1.66079638847741,0.367,0.256,1.08,1.655,1.18,1.3,8.917,0.57,0.9
116,2,1.82035535292321,1.219,1.31,0.46,2.701,0.37,1.74,9.733,0.766,2.7
126,1.4,1.44082198339999,0.184,0.204,2.02,5.049,2.38,1.41,8.795,0.754,0.3
136,1.1,1.12347519020371,0.705,0.661,0,2.697,0.11,1.56,7.683,0.547,3.1
146,1,1.10923693294979,0.303,0.226,1.33,3.933,0.82,1.85,9.219,0.728,3.5
6,4,3.89453109810314,0.78,0.822,5.44,1.24,5.43,0.45,2.392,0.3,1.3
16,9.5,9.70559829300216,1.246,0.99,8.86,1.549,8.76,0.47,3.113,0.359,1.5
26,8.4,8.45292890748613,0.403,0.349,7.84,0.982,7.69,0.68,3.536,0.217,0.5
36,6.5,6.32906865216948,1.855,1.817,6.19,2.599,6.08,0.85,4.17,0.455,2.7
46,4.6,4.14750794110623,2.435,2.604,4.68,0.659,4.62,0.76,5.025,0.388,0.7
56,3.5,2.79452331084987,5.046,6.077,3.38,2.663,3.45,0.93,5.451,0.463,2.5
66,4.3,4.65888870708359,0.722,0.829,3.76,1.828,3.82,1.02,6.485,0.549,1.9
76,3,2.65261020971649,2.138,2.348,4.66,2.142,4.59,1.19,7.276,0.556,2.3
86,2,2.20288328052267,1.261,1.328,1.31,4.588,1.03,1.63,8.974,0.769,4.7
96,1.8,1.80439377293761,0.063,0.065,1.64,4.376,1.55,1.8,8.419,0.845,0.1
106,1.6,1.67691768670533,0.367,0.337,2.95,4.358,2.82,1.49,8.59,0.74,4.1
116,2,2.23929493516905,1.219,1.485,-0.09,4.6,-0.47,2.04,10.859,1.031,4.3
126,1.4,1.41095338829327,0.184,0.146,1.67,4.449,1.75,1.35,11.237,0.846,0.9
136,1.1,1.12619900336946,0.705,0.699,2.9,3.229,2.79,1.84,9.197,0.698,0.1
146,1,1.07729321151383,0.303,0.376,-2.06,2.72,-1.91,1.54,8.428,0.604,0.3
6,4,4.24255549545454,0.78,0.661,4.01,0.595,4.06,0.48,2.51,0.175,0.1
16,9.5,9.97547102400765,1.246,1.495,9.39,1.761,9.4,0.61,2.891,0.312,1.9
26,8.4,8.365809958956,0.403,0.427,8.71,1.493,8.36,0.61,3.672,0.347,1.5
36,6.5,7.01459020001327,1.855,1.949,6.94,1.472,6.94,0.67,3.681,0.256,0.1
46,4.6,4.31417641315491,2.435,2.453,4.57,2.483,4.57,0.55,4.27,0.409,2.5
56,3.5,4.68972189708462,5.046,3.998,3.04,4.819,3.09,1.4,6.636,0.755,4.9
66,4.3,4.19956274851894,0.722,0.695,5.08,2.983,4.92,1.54,7.916,0.465,0.5
76,3,3.27450293493678,2.138,1.733,3.01,3.854,3.17,1.45,8.049,0.721,3.7
86,2,1.89545463152569,1.261,1.187,0.3,1.852,0.01,1.72,9.227,0.698,1.9
96,1.8,1.80762395028422,0.063,0.058,3.6,3.385,3.4,1.53,8.647,0.598,0.3
106,1.6,1.60129549950077,0.367,0.348,-1.05,6.259,-0.84,1.87,10.406,1.234,4.7
116,2,1.94183669559015,1.219,1.278,4.09,6.011,4.12,1.7,10.532,0.986,0.5
126,1.4,1.36172992790003,0.184,0.157,2.71,3.004,2.25,1.47,7.674,0.685,0.7
136,1.1,1.10184373151077,0.705,0.714,1.2,1.837,1.36,1.51,7.432,0.458,1.9
146,1,1.01863685021335,0.303,0.281,-0.09,4.691,-0.13,1.71,8.579,0.937,4.9
6,4,4.1378312596276,0.78,0.834,3.6,1.329,3.55,0.47,2.586,0.215,1.3
16,9.5,9.58820090553604,1.246,1.604,10.18,0.572,10.26,0.58,2.735,0.209,0.3
26,8.4,8.39814062436778,0.403,0.461,7.11,1.141,7.13,0.37,3.173,0.247,1.1
36,6.5,6.87219602049563,1.855,1.512,7.85,1.112,7.8,0.6,3.289,0.266,0.1
46,4.6,3.55936008133972,2.435,2.287,3.6,3.295,3.78,1.04,4.454,0.495,3.1
56,3.5,3.80428245405817,5.046,4.652,5.31,3.521,5.34,1.38,6.371,0.586,3.3
66,4.3,4.25375797855672,0.722,0.769,2.71,4.266,2.63,1.43,8.273,0.747,4.5
76,3,2.84066778318531,2.138,2.235,4.95,4.069,5.26,1.49,8.553,0.656,0.1
86,2,2.12616106009778,1.261,1.246,0.79,2.432,0.23,1.77,8.143,0.488,2.1
96,1.8,1.79291879392176,0.063,0.055,3.19,2.122,2.98,2.16,8.388,0.56,2.3
106,1.6,1.5724254794659,0.367,0.373,1.09,0.126,1.85,1.45,8.653,0.62,1.9
116,2,2.08443675896874,1.219,1.191,-0.33,1.441,0.09,1.52,8.691,0.434,1.7
126,1.4,1.41143014727843,0.184,0.186,2.41,2.488,2.53,1.63,8.742,0.74,0.3
136,1.1,0.983690407930436,0.705,0.766,0.92,4.316,1.1,2.05,9.086,0.851,4.1
146,1,0.9880385337371,0.303,0.275,1.39,4.172,1.87,1.39,9.712,0.793,0.5
6,4,3.79978077591421,0.78,0.924,3.82,1.528,3.81,0.63,2.585,0.261,0.1
16,9.5,9.3611065876085,1.246,1.554,10.43,2.469,10.55,0.43,3.208,0.371,2.5
26,8.4,8.25535885100679,0.403,0.291,7.66,1.228,7.82,0.56,3.931,0.249,0.1
36,6.5,6.81805360799895,1.855,1.333,5.6,0.499,5.62,0.75,3.64,0.258,0.5
46,4.6,4.20563705624174,2.435,2.529,3.67,4.697,3.71,0.89,5.861,0.846,4.7
56,3.5,1.03592239702967,5.046,3.979,4.03,0.861,4.07,1.17,7.313,0.408,1.1
66,4.3,4.46202575943236,0.722,0.795,4.31,6.205,4.04,1.43,9.846,1,4.9
76,3,3.83908377715492,2.138,2.018,5.09,4.717,4.66,2.1,11.058,0.752,1.1
86,2,2.4089091962003,1.261,1.207,0.55,4.745,0.56,1.44,8.289,0.765,1.1
96,1.8,1.78315160800065,0.063,0.044,1.1,4.17,1.26,1.67,7.929,0.678,4.5
106,1.6,1.49942490328179,0.367,0.376,4.32,4.188,4.08,1.93,9.61,0.744,4.7
116,2,1.70070836897879,1.219,1.243,-0.9,3.267,-0.69,2.03,10.867,0.612,2.9
126,1.4,1.43804887795255,0.184,0.161,5.24,4.802,5.44,1.92,10.488,0.754,0.3
136,1.1,1.1435636405275,0.705,0.648,-1.68,2.614,-1.83,1.51,8.785,0.784,0.1
146,1,1.03760903624303,0.303,0.279,0.24,4.921,-0.05,1.79,9.491,0.707,4.5
6,4,3.89051964504272,0.78,0.905,4.06,1.307,3.89,0.52,2.875,0.286,1.5
16,9.5,9.86023028621435,1.246,1.013,9.73,2.023,9.82,0.79,3.637,0.332,2.1
26,8.4,8.39181598888489,0.403,0.334,7.81,2.23,7.63,0.61,3.466,0.39,0.5
36,6.5,6.70241267088283,1.855,1.979,6.9,2.665,6.7,0.66,3.884,0.474,2.7
46,4.6,3.61760507191532,2.435,2.578,4.41,2.897,4.04,0.94,5.473,0.479,3.1
56,3.5,3.79419451381059,5.046,4.268,0.94,5.448,1.38,1.44,8.415,0.957,4.9
66,4.3,4.34272398516356,0.722,0.609,6.56,1.437,6.11,1.41,9.729,0.771,1.1
76,3,3.20112508355352,2.138,1.807,2.57,3.063,2.64,1.11,9.382,0.657,0.5
86,2,1.78520539242978,1.261,1.26,1.33,3.678,1.45,1.32,9.799,0.821,3.5
96,1.8,1.81298387969586,0.063,0.07,4.07,4.267,4.59,1.71,8.883,0.678,0.1
106,1.6,1.50438159775592,0.367,0.429,-0.07,2.869,-0.01,1.59,7.48,0.553,0.3
116,2,2.22350948515017,1.219,1.099,4.83,2.836,4.96,1.26,7.298,0.644,2.5
126,1.4,1.36663498875034,0.184,0.158,0.03,3.248,-0.06,1.33,8.481,0.66,3.1
136,1.1,1.1450570856246,0.705,0.711,-0.37,2.287,-0.96,1.82,9.706,0.721,3.1
146,1,0.960485757695897,0.303,0.346,0.99,4.588,1.06,1.49,8.326,0.8,0.7
6,4,3.84708725571643,0.78,0.844,3.31,0.894,3.39,0.38,2.951,0.183,0.9
16,9.5,9.24893532419269,1.246,1.043,9.88,2.026,9.87,0.61,3.494,0.454,2.1
26,8.4,8.48184377411748,0.403,0.475,8.37,0.928,8.4,0.71,3.981,0.295,0.3
36,6.5,6.03459601282261,1.855,1.931,7.53,0.304,7.42,0.9,3.932,0.261,0.9
46,4.6,4.09696333539967,2.435,2.613,3.27,2.9,3.35,0.89,4.763,0.673,2.9
56,3.5,2.53704807404649,5.046,5.167,3.37,4.57,3.51,1.6,7.07,0.832,4.5
66,4.3,4.17363277705475,0.722,0.583,5.4,3.888,4.96,1.57,9.122,0.742,3.3
76,3,2.83706589746297,2.138,2.155,1.22,4.023,1.23,1.88,9.209,0.683,0.1
86,2,1.80297189050855,1.261,1.276,1.49,3.653,1.96,1.71,9.279,0.778,3.5
96,1.8,1.80575044122377,0.063,0.061,3.01,3.965,3.51,1.59,9.002,0.857,1.9
106,1.6,1.55239600915983,0.367,0.435,1.65,3.171,1.88,1.53,9.207,0.804,3.3
116,2,2.17624737028082,1.219,1.187,1.4,2.165,1.39,1.41,9.082,0.674,1.1
126,1.4,1.38862679320451,0.184,0.208,2.73,1.784,2.58,1.96,8.803,0.713,1.9
136,1.1,1.11058044865017,0.705,0.832,2.01,3.751,2.34,1.84,9.971,0.706,3.7
146,1,1.01855941573738,0.303,0.303,1.38,4.743,1.3,1.46,9.417,0.816,2.1
6,4,4.11933052112738,0.78,0.685,3.68,0.876,3.73,0.38,2.48,0.181,0.9
16,9.5,9.65434311786742,1.246,1.444,9.58,1.744,9.7,0.49,3.259,0.307,1.7
26,8.4,8.41931733198313,0.403,0.38,9.47,1.467,9.58,0.45,3.965,0.258,1.3
36,6.5,6.46913967055043,1.855,1.638,6.27,1.64,6.4,0.74,4.499,0.346,1.7
46,4.6,5.271174309356,2.435,2.345,4.93,1.758,5.08,1.01,5.074,0.379,1.5
56,3.5,3.90509510960769,5.046,5.434,3.15,7.018,2.88,1.75,8.451,0.907,4.9
66,4.3,4.2054975161187,0.722,0.8,3.96,5.513,3.48,1.67,9.959,1.204,1.1
76,3,3.43805099012691,2.138,1.982,1.24,2.359,1.23,1.32,8.204,0.452,2.7
86,2,1.89834555917889,1.261,1.213,4.6,3.687,4.3,1.36,7.885,0.746,1.5
96,1.8,1.79056193993237,0.063,0.055,1.69,3.395,1.93,1.16,8.025,0.617,3.1
106,1.6,1.52969769562144,0.367,0.365,1.7,4.099,1.78,1.37,9.151,0.734,4.3
116,2,1.91050061430753,1.219,1.012,0.62,4.397,0.47,1.8,9.413,0.677,0.3
126,1.4,1.38878764162476,0.184,0.19,2.88,1.325,2.7,1.31,8.462,0.476,0.3
136,1.1,0.929451082025336,0.705,0.691,-0.12,4.68,-0.01,1.6,9.103,1.063,4.5
146,1,0.982144009721955,0.303,0.315,0.08,4.216,0.48,2.56,11.213,0.718,4.9
6,4,3.80565067218373,0.78,0.905,4.28,1.077,4.26,0.46,2.742,0.206,1.1
16,9.5,9.85458604710007,1.246,1.267,9.98,1.839,10.03,0.51,3.286,0.294,1.7
26,8.4,8.47010486500712,0.403,0.47,7.88,0.619,7.93,0.68,3.782,0.25,0.1
36,6.5,6.25949255637309,1.855,1.661,7.7,1.007,7.72,0.56,3.536,0.241,0.1
46,4.6,3.82119292194335,2.435,2.953,3.39,2.701,3.45,0.82,4.392,0.425,2.7
56,3.5,2.41466442071822,5.046,5.295,0.49,4.774,0.79,1.36,7.36,0.698,4.7
66,4.3,4.24541187596929,0.722,0.681,8.2,1.391,8.39,1.54,8.457,0.533,1.5
76,3,3.09335293906247,2.138,1.711,4.1,1.131,4.34,1.65,8.71,0.546,1.9
86,2,1.59401674802334,1.261,1.431,2.92,1.211,3.05,1.64,8.688,0.701,0.1
96,1.8,1.81021562770747,0.063,0.052,-0.2,3.693,-0.33,1.53,9.213,0.525,4.1
106,1.6,1.58893915769555,0.367,0.371,2.04,2.901,2.36,1.96,9.287,0.564,0.9
116,2,2.25370936667169,1.219,1.054,0.22,3.007,0.21,2.01,9.33,0.586,2.9
126,1.4,1.38571717317059,0.184,0.179,2.67,3.502,2.57,1.69,9.328,0.718,0.1
136,1.1,1.32062893947623,0.705,0.745,-0.18,3.209,-0.06,1.63,8.157,0.66,1.1
146,1,1.03899311353937,0.303,0.294,3.73,5.776,3.78,1.75,9.767,0.926,4.9
6,4,3.87288176551515,0.78,0.938,3.04,0.12,3.23,0.38,2.752,0.177,0.3
16,9.5,9.26050202691174,1.246,1.231,10.17,1.62,10.04,0.55,3.246,0.317,1.5
26,8.4,8.34023600078182,0.403,0.43,8.97,0.633,9.08,0.62,3.5,0.189,0.3
36,6.5,6.19368862476278,1.855,1.628,6.28,1.309,6.29,0.69,3.503,0.253,1.3
46,4.6,4.20570002104498,2.435,2.395,5.31,2.236,5.27,0.54,4.389,0.337,2.3
56,3.5,3.19874300611115,5.046,5.135,2.44,6.602,2.36,1.48,8.523,1.03,4.9
66,4.3,4.25325356640375,0.722,0.72,3.51,2.911,3.32,1.79,10.105,0.79,0.5
76,3,3.46465224912749,2.138,2.172,3.7,2.215,3.66,1.88,9.824,0.701,2.1
86,2,2.14576775421679,1.261,1.091,2.25,4.138,2.43,1.08,9.565,0.847,0.5
96,1.8,1.80968965549196,0.063,0.071,2.52,2.647,2.32,1.5,7.979,0.644,0.1
106,1.6,1.53137370177115,0.367,0.317,0.09,3.865,0.42,1.36,8.339,0.813,3.7
116,2,1.74304847727713,1.219,0.982,0.57,3.45,0.75,1.95,9.595,0.872,3.5
126,1.4,1.37817931116053,0.184,0.215,4.2,4.207,4.42,1.86,9.621,0.758,0.1
136,1.1,1.3041473431941,0.705,0.529,-0.2,2.536,0.14,1.54,8.729,0.505,2.1
146,1,1.04673984578621,0.303,0.35,1.82,2.585,1.78,1.72,9.15,0.56,0.3
6,4,4.12276587112742,0.78,0.775,4.04,0.573,3.87,0.51,2.561,0.198,0.7
16,9.5,9.46779713177469,1.246,1.259,8.98,1.543,9.2,0.49,3.053,0.2,1.7
26,8.4,8.41335100863875,0.403,0.374,9.37,0.776,9.34,0.48,3.466,0.2,0.3
36,6.5,6.42057032389297,1.855,1.879,5.83,1.749,5.86,0.61,3.624,0.297,1.9
46,4.6,4.20302310579326,2.435,2.19,4.3,2.553,4.52,0.82,4.808,0.314,2.3
56,3.5,3.050717620525,5.046,4.117,7.23,4.142,7.13,1.32,6.584,0.687,3.9
66,4.3,4.47491847605935,0.722,0.891,0.35,5.135,0.29,1.64,9.347,0.803,4.7
76,3,3.81667700453856,2.138,2.202,5.08,6.414,5.21,1.17,8.722,0.922,0.5
86,2,1.70791070971725,1.261,1.472,-0.97,4.462,-0.58,1.38,7.445,0.914,4.3
96,1.8,1.78567105300622,0.063,0.056,4.38,3.647,4.28,2.08,9.661,0.801,3.3
106,1.6,1.48443148733727,0.367,0.3,-0.74,4.069,-0.79,2.13,10.803,0.831,4.3
116,2,2.20485022862424,1.219,0.963,4.31,3.517,4.32,2.07,11.298,0.855,0.5
126,1.4,1.39577233138222,0.184,0.167,1.43,3.672,1.57,1.68,9.786,0.73,0.3
136,1.1,1.35001064132391,0.705,0.639,-1.48,3.024,-1.37,1.31,8.203,0.567,0.3
146,1,0.992710457793205,0.303,0.264,2.99,5.102,2.58,2.02,9.631,0.686,4.9
6,4,3.90373064639758,0.78,0.822,4.77,0.546,4.84,0.46,2.578,0.151,0.5
16,9.5,9.4056428866102,1.246,1.397,8.5,1.967,8.43,0.72,3.345,0.325,2.1
26,8.4,8.42196877705611,0.403,0.417,9.03,1.007,8.91,0.71,3.726,0.219,0.3
36,6.5,7.19356882923903,1.855,2.09,6.57,1.257,6.3,0.54,3.877,0.293,1.1
46,4.6,4.87422993705508,2.435,1.653,3.55,3.535,3.6,0.79,5.389,0.726,3.5
56,3.5,2.98359941082698,5.046,3.92,3.64,6.568,3.9,1.69,9.017,1.133,4.9
66,4.3,4.43751445686296,0.722,0.842,4.45,4.227,4.59,1.73,9.927,0.755,0.1
