"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,3.90802951977143,0.45,0.434,4,1.463,4.15,0.46,2.718,0.346,1.5
16,9.5,9.66701366145619,0.302,0.286,9.34,1.183,9.4,0.61,2.953,0.196,0.1
26,8.4,8.97330587549838,3.072,3.017,8.36,2.753,8.43,0.87,3.722,0.424,2.9
36,6.5,9.31569280753738,11.205,10.073,10.72,9.763,10.72,2.07,10.543,1.276,4.9
46,4.6,4.75289969646841,1.512,1.565,2.55,5.225,2.94,2.28,13.447,1.126,0.5
56,3.5,3.62072029926197,0.877,0.988,4.75,2.518,4.68,2.3,12.651,0.887,0.9
66,4.3,4.30640062457877,0.588,0.664,1.19,1.419,0.38,1.66,12.449,0.846,0.7
76,3,2.80736472607254,0.661,0.667,5.59,7.071,5.21,2.57,14.537,1.349,4.5
86,2,2.00374703190755,0.335,0.309,-1.99,6.955,-1.4,2.66,14.472,1.105,0.7
96,1.8,1.78489450567156,0.159,0.129,4.23,5.151,4.33,2.57,11.485,1.12,0.3
106,1.6,1.61767002337573,0.504,0.599,2.94,7.414,2.86,1.99,13.401,1.406,4.9
116,2,2.01562015895441,0.241,0.178,0.06,5.892,-0.29,3.07,15.993,1.11,4.9
126,1.4,2.03317884932789,1.545,1.454,-2.54,5.826,-3.31,2.52,15.844,1.219,0.7
136,1.1,1.13424587963551,0.351,0.385,3.21,1.994,3.24,2.76,15.334,1.405,1.1
146,1,1.05228304030611,1.58,1.309,6.12,5.797,6.13,3.19,16.588,1.12,4.3
6,4,3.92291671784438,0.45,0.45,3.33,0.621,3.49,0.65,2.94,0.192,0.5
16,9.5,9.52823640163512,0.302,0.3,9.74,0.816,9.72,0.46,2.984,0.177,0.5
26,8.4,8.23475138076393,3.072,3.107,8.3,2.933,8.29,0.76,4.269,0.64,2.9
36,6.5,6.09391685996685,11.205,10.226,8.36,8.993,7.97,1.7,10.714,1.462,4.9
46,4.6,4.58668384315027,1.512,1.395,4.57,1.802,4.48,2.3,13.562,0.821,0.7
56,3.5,3.65334816264299,0.877,1.012,1.95,4.684,2.08,1.63,12.874,1.123,1.1
66,4.3,4.38580170270825,0.588,0.554,7.65,6.698,7.59,1.99,13.31,1.455,4.9
76,3,3.09557458857763,0.661,0.733,0.15,7.391,-0.41,2.67,12.921,1.27,0.3
86,2,2.01446171009597,0.335,0.321,4.51,4.565,4.35,2.12,11.385,0.839,4.5
96,1.8,1.81501791210117,0.159,0.178,-0.57,3.221,-0.62,2.21,12.09,1.076,0.3
106,1.6,1.62185938825241,0.504,0.405,4.39,3.457,4.1,2.37,11.791,0.745,1.1
116,2,1.9256024074376,0.241,0.211,-0.74,4.86,-0.97,2.49,11.573,0.906,4.9
126,1.4,1.07447105138656,1.545,1.517,0.32,2.262,-0.09,2.33,12.339,0.912,2.1
136,1.1,1.06392621743516,0.351,0.34,3.14,4.015,3.63,2.33,12.029,0.804,1.9
146,1,1.5452806447457,1.58,1.717,1.13,10.164,1.17,2.93,15.27,1.74,4.9
6,4,4.09833821771154,0.45,0.491,4.28,0.554,4.32,0.48,2.631,0.184,0.1
16,9.5,9.55831413885517,0.302,0.327,10.39,0.986,10.35,0.53,2.932,0.265,0.9
26,8.4,8.83029078185411,3.072,3.427,6.69,3.319,6.68,0.52,4.606,0.65,3.3
36,6.5,7.15794005984296,11.205,9.862,8.6,9.609,8.79,2.31,11.091,1.298,4.7
46,4.6,4.37434101939675,1.512,1.303,6.57,6.815,6.52,3.24,12.745,0.973,1.3
56,3.5,3.27261840795396,0.877,1.014,-0.57,1.233,-0.41,2.63,11.493,0.905,0.7
66,4.3,4.37197220835788,0.588,0.572,6.15,5.298,5.59,2.14,11.908,0.835,4.5
76,3,3.06796736822716,0.661,0.742,4.83,3.797,5.09,2.51,13.563,0.859,4.3
86,2,2.04238379242198,0.335,0.326,5.7,2.83,5.77,2.18,14.087,1.032,1.7
96,1.8,1.75699881005323,0.159,0.147,-1.71,5.556,-0.7,2.9,13.746,1.06,0.7
106,1.6,1.64689084383429,0.504,0.367,1.08,3.047,1.63,2.21,12.275,0.674,0.5
116,2,1.97198428499032,0.241,0.29,-3.9,4.275,-4.39,2.99,12.013,1.068,4.5
126,1.4,1.64806942136169,1.545,1.775,5.01,4.172,5.64,2.59,12.601,0.911,0.1
136,1.1,1.18140913989877,0.351,0.29,2.74,9.875,2.45,2.87,15.635,1.696,4.9
146,1,0.666854278679458,1.58,1.516,0.89,8.636,1.89,2.84,15.067,1.344,0.3
6,4,3.97674619955723,0.45,0.469,4.26,1.107,4.36,0.49,2.414,0.194,1.1
16,9.5,9.54510634674062,0.302,0.24,9.14,1.523,9.11,0.4,2.249,0.28,0.1
26,8.4,9.56631537643095,3.072,2.948,8.3,3.707,8.4,0.68,3.98,0.477,3.9
36,6.5,2.9312349647162,11.205,12.159,8.02,12.225,8.4,2.44,13.171,1.944,4.9
46,4.6,5.09751708217534,1.512,1.833,3.8,9.392,3.99,2.41,15.883,1.367,0.1
56,3.5,3.73467270421948,0.877,1.037,6.62,3.494,6.92,1.87,12.387,1.065,0.5
66,4.3,4.40034605476415,0.588,0.571,-1.21,4.524,-1.28,1.97,11.915,0.818,4.7
76,3,3.12348788238379,0.661,0.5,6.98,5.198,7.72,2.67,13.429,1.298,4.9
86,2,2.03507323431915,0.335,0.336,-2.97,4.258,-3.29,2.37,14.079,0.826,0.3
96,1.8,1.78355527657421,0.159,0.12,5.85,6.767,5.8,3.26,14.741,1.054,4.7
106,1.6,1.49722627579554,0.504,0.477,0.36,6.904,-0.77,2.49,15.178,1.31,0.9
116,2,1.99279069561137,0.241,0.206,5.75,3.243,5.5,2.53,12.536,0.816,0.1
126,1.4,1.81880107658788,1.545,1.286,0.03,4.907,-1.01,2.21,11.916,0.897,1.9
136,1.1,1.0645404122978,0.351,0.387,-1.7,1.07,-1.66,1.89,11.04,0.581,1.3
146,1,0.376575825668069,1.58,1.638,-0.24,7.928,0.33,2.46,13.817,1.409,4.7
6,4,4.03551527391501,0.45,0.429,3.49,1.94,3.47,0.41,2.763,0.358,0.5
16,9.5,9.38674637519789,0.302,0.255,10.19,0.619,10.24,0.34,1.916,0.139,0.1
26,8.4,7.89043431541412,3.072,2.899,8.44,3.855,8.38,0.57,4.258,0.633,3.7
36,6.5,3.685443054115,11.205,12.554,10.66,8.785,11.02,1.66,10.266,1.16,4.9
