"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,3.96229558793454,0.805,0.605,3.95,1.669,3.85,0.46,3.268,0.315,1.7
16,9.5,9.43804215536671,0.801,0.7,9.04,0.569,9.31,0.58,3.462,0.19,0.1
26,8.4,8.43068486713141,1.606,1.601,8.76,0.518,8.8,0.64,3.535,0.238,0.1
36,6.5,6.42101670816836,0.752,0.764,6.69,0.427,6.57,0.67,3.44,0.165,0.5
46,4.6,4.49019682434953,0.605,0.745,3.67,0.981,3.64,0.64,3.484,0.269,0.9
56,3.5,3.35726176708009,11.205,8.579,2.7,8.724,2.76,1.77,9.277,1.257,4.9
66,4.3,4.54493192186081,1.68,1.957,11.31,5.979,11.34,2.77,13.816,1.131,4.7
76,3,2.91053244621389,0.351,0.409,-2.96,6.276,-2.58,2.3,14.052,1.433,0.5
86,2,2.10726245774808,0.504,0.49,3.19,2.186,3.27,2.46,12.582,0.899,0.9
96,1.8,1.85149866323634,0.196,0.193,5.14,5.753,5.52,2.61,13.248,1.022,4.7
106,1.6,1.63638135317815,0.214,0.281,-2.43,6.263,-2.45,2.53,13.075,1.187,1.3
116,2,2.16941274449091,0.877,0.903,-1.54,7.869,-1.79,2.93,13.985,1.157,4.9
126,1.4,1.39953128049916,0.183,0.195,2.8,6.17,2.98,2.5,15.468,1.228,0.1
136,1.1,1.07565320825486,0.293,0.332,4.32,7.149,4.14,2.47,15.521,0.938,4.9
146,1,1.01618013018059,1.073,1.1,6.55,8.465,6.92,3.26,15.052,1.574,0.3
6,4,3.95182120368452,0.805,0.821,4.12,0.58,4.2,0.49,2.532,0.146,0.1
16,9.5,9.30760484636115,0.801,0.688,9.04,1.599,9.15,0.5,2.958,0.297,1.7
26,8.4,8.21701377857259,1.606,1.384,8.6,2.013,8.38,0.76,3.759,0.301,2.3
36,6.5,6.60559264558778,0.752,0.763,6.5,1.449,6.78,0.85,4.785,0.347,1.3
46,4.6,4.68540953195928,0.605,0.657,5.26,2.168,5.06,0.91,4.345,0.394,0.7
56,3.5,2.84786756913941,11.205,11.438,5.71,11.994,5.44,2.49,12.323,1.17,4.9
66,4.3,4.51068315010828,1.68,1.848,2.77,8.649,3.33,2.68,14.699,1.509,0.5
76,3,2.9085170919478,0.351,0.319,5.64,5.342,5.83,1.7,13.983,1.125,4.9
86,2,2.02255857371073,0.504,0.631,-2.42,3.52,-2.59,1.96,14.27,0.853,3.1
96,1.8,1.7902682640497,0.196,0.191,1.61,1.747,0.99,2.84,14.773,1.004,1.1
106,1.6,1.58529062419433,0.214,0.192,-0.95,3.691,-0.85,2.7,15.383,1.028,4.7
116,2,1.94502615138946,0.877,0.83,0.76,3.647,0.41,2.42,15.442,0.718,0.7
126,1.4,1.36581313124998,0.183,0.164,3.09,4.849,4.08,2.55,14.315,0.782,0.3
136,1.1,1.08296609758843,0.293,0.258,2.21,7.94,2.27,2.5,15.926,1.509,4.7
146,1,1.21095498710471,1.073,0.948,2.43,9.005,2.54,2.49,15.229,1.848,0.7
6,4,3.83621774128299,0.805,0.704,4.17,0.531,4.18,0.39,2.324,0.158,0.1
16,9.5,9.37735089562216,0.801,0.675,9.05,0.956,9.05,0.43,2.37,0.226,0.9
26,8.4,8.46404331404763,1.606,1.743,8.31,1.313,8.41,0.49,2.87,0.262,1.3
36,6.5,6.68874522583807,0.752,0.748,6.76,2.065,6.79,0.72,3.863,0.353,2.1
46,4.6,4.57860254389814,0.605,0.548,3.98,1.961,3.87,0.8,3.921,0.314,0.1
56,3.5,1.10163398893847,11.205,10.934,4.55,10.89,4.26,2.58,11.411,1.684,4.9
66,4.3,3.75939888992174,1.68,2.062,5.1,1.538,5.39,2.86,15.4,0.942,1.9
76,3,3.16141795634091,0.351,0.305,1.48,5.578,1.4,3.52,13.978,1.216,0.3
86,2,2.08535148688483,0.504,0.462,2.29,5.406,1.53,2.55,12.395,1.084,0.5
96,1.8,1.79141880199554,0.196,0.227,1.02,5.067,0.9,2.71,11.799,1.046,4.5
106,1.6,1.53631926094129,0.214,0.22,5.27,3.172,5.05,2.6,13.066,0.829,0.7
116,2,2.17126389503359,0.877,0.741,3.67,4.65,3.88,1.98,11.576,0.904,0.1
126,1.4,1.4087475330103,0.183,0.163,-2.31,8.364,-2.68,2.18,13.455,1.521,4.7
136,1.1,1.19392537892043,0.293,0.328,-1.07,4.371,-1.48,2.78,14.487,0.879,2.1
146,1,0.659147226510337,1.073,1.215,1.4,6.199,1.08,2.83,15.38,1.053,4.9
6,4,4.05851447274285,0.805,0.88,3.6,1.299,3.69,0.42,2.644,0.245,1.1
16,9.5,9.59549840154806,0.801,0.855,10.14,0.663,9.98,0.74,2.949,0.199,0.9
26,8.4,8.3509808930046,1.606,2.102,7.8,2.03,7.75,0.67,3.584,0.403,1.9
36,6.5,6.61009969931473,0.752,0.823,6.73,0.094,6.6,0.83,3.987,0.271,0.5
46,4.6,4.47420118175215,0.605,0.685,3.83,0.199,3.82,0.82,4.059,0.267,0.3
56,3.5,2.94041869256543,11.205,9.439,4.8,11.583,5.56,2.47,12.47,1.87,4.9
66,4.3,4.21277569075928,1.68,1.949,1.72,7.663,1.16,2.59,15.005,1.518,0.7
76,3,2.91298633661588,0.351,0.406,4.37,5.897,4.19,2.37,14.439,1.221,4.9
86,2,2.0528796823041,0.504,0.532,3.55,5.565,3.81,2.63,14.215,0.985,0.9
96,1.8,1.79731427465425,0.196,0.204,3.14,6.529,2.73,2.58,11.409,1.156,0.5
106,1.6,1.52831582556363,0.214,0.215,0.92,8.481,0.96,1.95,12.529,1.504,4.9
116,2,1.74013044349439,0.877,0.868,2.93,2.848,2.95,2.78,14.772,0.983,1.7
126,1.4,1.42853571940598,0.183,0.2,-0.83,4.99,-0.48,2.61,13.158,1.061,0.1
136,1.1,1.07633427199228,0.293,0.305,-0.36,1.717,-0.17,2.92,12.859,0.954,0.3
146,1,0.73404723708312,1.073,1.217,1.67,8.606,1.33,1.65,15.334,1.38,4.7
6,4,3.95453888500367,0.805,0.862,3.96,1.017,4.06,0.59,2.725,0.21,1.1
16,9.5,9.63407734114519,0.801,0.922,10.25,1.014,10.15,0.54,2.767,0.175,0.3
26,8.4,8.69992950250447,1.606,1.42,7.74,1.644,7.48,0.5,3.064,0.324,1.5
36,6.5,6.30846403747606,0.752,0.742,7.59,1.229,7.68,0.48,3.155,0.229,0.1
46,4.6,4.63134578241912,0.605,0.577,3.63,1.989,3.71,0.54,3.587,0.326,1.9
56,3.5,1.29387553607566,11.205,10.064,5.09,9.538,5.31,2.16,10.249,1.106,4.9
66,4.3,4.83942270244565,1.68,1.828,3.97,1.519,4.56,3.2,14.227,0.898,0.7
76,3,3.0379464769403,0.351,0.303,-0.45,5.791,-0.11,2.54,12.865,0.999,0.3
86,2,1.85778762054122,0.504,0.32,4.53,5.42,4.86,1.84,12.326,0.947,4.5
96,1.8,1.8049161775878,0.196,0.169,2.2,4.415,1.86,2.65,14.51,1.024,4.5
106,1.6,1.52574981077871,0.214,0.15,1.98,3.373,2.19,2.3,15.636,0.974,2.3
116,2,2.07411404728396,0.877,0.903,2.28,2.892,1.74,2.54,15.778,0.93,2.9
126,1.4,1.38222276868539,0.183,0.196,3.88,8.266,4.33,2.36,14.507,1.242,0.7
136,1.1,1.07261814122438,0.293,0.309,-2.5,6.657,-2.28,2.6,13.551,1.012,4.7
146,1,0.778217400820948,1.073,1.147,0.65,1.761,0.78,3.14,14.749,0.928,3.3
6,4,3.90670543367114,0.805,0.703,3.6,0.431,3.62,0.47,2.661,0.165,0.5
16,9.5,9.7137615825152,0.801,0.799,9.77,1.045,9.7,0.35,2.4,0.186,0.1
26,8.4,8.26722177496949,1.606,1.817,7.92,1.975,7.86,0.48,2.918,0.235,1.9
36,6.5,6.52596001142093,0.752,0.804,7.15,0.543,7.26,0.73,3.524,0.236,0.5
46,4.6,4.46358239996331,0.605,0.669,4.71,0.672,4.55,0.65,3.634,0.196,0.5
56,3.5,0.638712411626795,11.205,9.902,8.09,7.076,7.92,1.39,7.764,1.094,4.9
66,4.3,4.06208061088058,1.68,1.531,-1.04,7.719,-0.88,2.26,12.802,1.299,4.9
76,3,2.92135448414546,0.351,0.389,3.01,5.958,2.32,2.73,15.371,1.229,4.7
86,2,2.0049264843584,0.504,0.522,4.15,5.635,4.17,3.54,15.918,1.303,0.7
96,1.8,1.82045684102827,0.196,0.171,2.53,2.074,3.04,2.37,15.179,1.022,1.5
106,1.6,1.58160889416056,0.214,0.21,2.06,5.351,1.65,2.91,13.939,1.009,0.7
116,2,1.9671361500514,0.877,0.896,1.19,5.105,1.33,2.03,13.927,0.827,4.7
126,1.4,1.34649917752043,0.183,0.221,-3.01,5.571,-3.05,3.05,15.599,1.274,4.7
136,1.1,1.07572072833554,0.293,0.378,7.91,6.65,8.42,2.79,15.009,1.285,0.9
146,1,1.11103971351199,1.073,0.926,-6.42,6.305,-6.02,3.09,15.856,1.164,4.7
6,4,4.07135331176569,0.805,1.035,4.07,0.85,4.07,0.55,3.124,0.16,0.3
16,9.5,9.7036796723374,0.801,0.883,8.76,0.609,8.82,0.53,3.112,0.229,0.7
26,8.4,8.75793535832141,1.606,1.448,9.16,0.817,9.18,0.63,3.386,0.262,0.7
36,6.5,6.48930937149616,0.752,0.633,7.72,0.499,7.76,0.7,3.349,0.206,0.1
46,4.6,4.50644472421139,0.605,0.468,4.03,1.665,4.06,0.76,3.867,0.281,1.7
56,3.5,1.92640645279883,11.205,11.195,4.61,10.905,4.4,2.41,11.921,1.482,4.9
66,4.3,4.45943293623483,1.68,1.614,7.3,7.951,8,2.86,14.073,1.249,0.5
76,3,2.91750123953783,0.351,0.328,0.56,1.923,0.56,2.41,11.419,1.012,2.3
86,2,2.09467543794939,0.504,0.369,-1.89,7.72,-1.14,2.45,13.883,1.832,4.5
96,1.8,1.75880859356567,0.196,0.206,3.53,3.758,3.09,3.3,15.978,1.175,2.9
