"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,5.37755888973382,6.621,4.626,3.7,4.288,3.58,0.82,5.154,0.552,4.3
16,9.5,9.35317587511785,0.925,1.127,9.28,5.117,9.05,1.51,8.155,0.724,4.7
26,8.4,7.36678419028711,4.95,4.74,9.76,5.514,9.46,2.42,10.847,1.07,4.7
36,6.5,7.30896635648286,2.808,3.491,8.54,5.602,9.15,1.81,10.743,0.802,0.3
46,4.6,4.38990022441059,1.397,1.392,4.04,5.932,4.78,1.58,11.001,1.28,4.9
56,3.5,7.30632762533472,10.603,10.511,3.06,2.319,1.94,2.26,12.814,0.749,1.1
66,4.3,4.29417290738267,0.273,0.248,10.91,14.249,10.5,2.92,18.679,2.276,4.9
76,3,2.96565263215823,0.536,0.465,-5.61,12.629,-6.32,3.79,20.802,2.42,2.1
86,2,2.12648739010838,0.469,0.483,3.09,8.178,2.65,3.22,14.004,1.443,2.7
96,1.8,2.07694534066829,1.248,1.138,1.85,6.701,1.56,2.25,13.038,1.129,4.9
106,1.6,1.55660450873675,0.31,0.272,4.18,5.641,4.23,3.01,15.693,1.512,4.5
116,2,2.02798166229791,0.29,0.343,2.22,5.823,2.12,3.06,17.588,1.308,4.3
126,1.4,1.21067942855749,0.504,0.603,-3.42,3.615,-3.61,3.65,17.813,0.841,1.1
136,1.1,1.0787282821739,0.4,0.359,6.01,8.181,5.4,2.46,16,1.379,0.9
146,1,0.9788698507135,1.457,1.525,4.34,6.07,4.84,3.19,14.703,1.313,4.9
6,4,4.88180897225728,6.621,6.044,3.87,6.893,3.83,0.89,7.102,0.688,4.9
16,9.5,9.24288967263536,0.925,0.726,10.21,4.517,10.4,1.79,8.741,0.93,0.3
26,8.4,6.77592779122667,4.95,5.154,6.98,2.789,7.23,1.52,8.152,0.68,2.7
36,6.5,5.99592547756833,2.808,3.506,6.55,4.16,6.28,1.29,9.591,0.769,4.3
46,4.6,4.88628308800949,1.397,1.245,8.09,5.741,8.05,2.06,11.574,1.018,4.9
56,3.5,5.94493595642365,10.603,12.119,3.29,10.433,2.45,2.44,15.951,1.9,4.9
66,4.3,4.33523641528936,0.273,0.272,1.03,9.067,1.31,3.17,17.562,1.941,2.9
76,3,2.98224615593584,0.536,0.47,10.58,1.444,10.67,2.3,14.578,0.796,1.3
86,2,2.01494359046409,0.469,0.441,-0.79,8.518,-1.38,3.23,16.861,1.436,4.9
96,1.8,1.71742586534457,1.248,1.145,0.55,3.195,0.89,3.11,18.583,0.922,0.5
