"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,4.03962156746281,1.279,1.156,4.09,0.222,3.98,0.51,3.295,0.243,0.1
16,9.5,9.6209003821831,1.477,1.414,9.37,1.156,9.34,0.7,3.277,0.252,1.1
26,8.4,8.60026105228939,2.09,2.023,10.17,1.942,10.14,0.75,4.171,0.302,1.7
36,6.5,6.61721796433124,1.817,1.64,3.56,1.677,3.69,1.02,4.739,0.228,1.5
46,4.6,4.62370439333897,1.742,1.946,7.99,3.349,7.97,0.91,5.868,0.606,3.5
56,3.5,3.43880150869717,2.576,2.509,2.96,1.169,2.99,1.29,7.133,0.535,1.1
66,4.3,3.99447702710781,4.778,3.689,3.69,6.41,3.52,1.84,9.629,1.104,4.9
76,3,3.11682184484692,0.701,0.576,0.45,5.633,0.22,2.29,10.313,1.142,0.3
86,2,1.99906939239295,0.664,0.63,2.6,1.986,2.37,1.61,8.168,0.583,0.5
96,1.8,1.79221029995836,0.541,0.533,2.86,1.945,2.7,1.44,7.781,0.659,2.3
106,1.6,1.86247863775161,0.97,1.306,2.7,1.321,2.19,1.43,8.216,0.532,0.3
116,2,2.02379482313331,0.374,0.441,1.78,2.861,1.94,1.4,8.788,0.83,2.9
126,1.4,1.55349445265809,0.778,0.768,1.3,0.628,1.69,1.33,9.049,0.593,0.1
136,1.1,1.01903738609253,0.174,0.214,1.63,3.086,1.97,1.83,9.577,0.66,3.1
146,1,1.10768939439945,0.482,0.499,0.09,3.304,0.1,1.74,9.647,0.766,0.1
6,4,3.44607360322262,1.279,0.982,3.54,1.953,3.5,0.55,2.841,0.333,2.1
16,9.5,9.71312295576271,1.477,1.758,10.3,1.391,10.26,0.61,3.54,0.298,1.3
26,8.4,8.7033733752377,2.09,1.487,9.06,0.83,9.06,1.05,4.038,0.267,1.1
36,6.5,6.31077410211177,1.817,1.901,5.62,2.671,5.67,0.86,5.085,0.542,2.5
46,4.6,4.76054290689721,1.742,2.05,4.88,2.142,5.11,1.1,5.957,0.386,2.3
56,3.5,3.41804502899434,2.576,2.241,1.34,2.403,1.39,1.28,6.456,0.365,2.3
66,4.3,4.82417261179065,4.778,4.768,7.1,4.281,7.41,1.54,8.402,0.573,4.7
76,3,2.95972617359612,0.701,0.776,1.99,2.067,1.65,1.77,9.11,0.537,0.1
86,2,1.81544412681383,0.664,0.625,2.73,3.311,2.79,1.5,8.299,0.707,0.3
96,1.8,1.78850963058726,0.541,0.704,0.43,4.957,0.61,1.87,8.595,0.765,4.9
106,1.6,1.6633876977938,0.97,0.94,3.26,5.208,3.41,1.77,9.093,0.939,1.3
116,2,1.94821657826164,0.374,0.317,0.14,3.198,0.3,1.88,7.801,0.596,2.9
126,1.4,1.42374603594429,0.778,0.735,2.17,0.602,2.27,1.39,8.703,0.504,0.5
136,1.1,1.07716337658183,0.174,0.162,3.62,3.312,3.43,1.43,7.987,0.737,0.7
146,1,0.962192192846588,0.482,0.368,-2.38,3.108,-2.34,1.68,7.888,0.707,3.5
6,4,3.92040391794045,1.279,1.123,3.22,1.652,3.24,0.65,3.47,0.339,1.7
16,9.5,9.31473032887219,1.477,1.576,9.66,1.584,9.71,0.57,3.538,0.355,0.1
26,8.4,8.25972012558714,2.09,2.225,7.9,2.826,7.86,0.68,4.14,0.541,2.9
36,6.5,6.18733840012647,1.817,1.521,6.3,2.001,6.17,0.9,5.4,0.273,2.3
46,4.6,3.99435426264817,1.742,1.717,4.95,1.451,4.9,0.99,5.457,0.424,0.3
56,3.5,3.25937312914157,2.576,2.344,3.7,3.5,3.61,0.79,6.644,0.69,3.3
66,4.3,5.45782157417887,4.778,3.459,3.77,4.033,4.1,1.14,8.403,0.774,4.1
76,3,3.01431421338741,0.701,0.792,3.16,1.695,3.13,1.36,9.416,0.658,0.9
86,2,1.73289769444919,0.664,0.573,2.29,3.117,2.23,1.84,9.815,0.788,2.9
96,1.8,2.05342257729023,0.541,0.475,1.63,3.399,1.74,2.12,11.026,0.894,3.7
106,1.6,1.57972485694172,0.97,1.116,1.17,5.626,0.82,1.82,10.162,1.35,0.1
116,2,1.92693933686524,0.374,0.349,2.55,3.317,3.03,1.33,9.234,0.69,3.5
126,1.4,1.37058546018766,0.778,0.829,1.1,1.719,1.18,1.75,9.472,0.54,0.1
136,1.1,1.05739211421729,0.174,0.183,0.68,2.773,0.67,1.78,9.033,0.442,0.1
146,1,1.10634861153956,0.482,0.484,2.86,4.115,2.83,1.77,9.399,0.903,4.1
6,4,3.95391848855375,1.279,1.426,3.36,1.221,3.33,0.49,2.58,0.247,1.3
16,9.5,9.55029932299046,1.477,1.275,9.57,1.946,9.71,0.56,3.344,0.343,2.1
26,8.4,7.56445169681122,2.09,2.221,9.88,2.34,10.09,0.91,4.449,0.42,2.5
36,6.5,6.4529201109909,1.817,2.837,5.34,1.631,5.72,1.15,5.371,0.361,1.7
46,4.6,4.67246734382264,1.742,1.631,5.05,1.296,4.97,1.07,5.268,0.358,0.5
56,3.5,3.59253188767757,2.576,2.527,3.93,2.154,3.92,1.18,5.735,0.341,1.9
66,4.3,3.24620990719181,4.778,5.13,2.37,3.438,2.26,1.22,6.947,0.538,3.3
76,3,2.98522546831892,0.701,0.804,5.88,2.631,5.94,1.1,8.202,0.456,2.9
86,2,2.30806211947418,0.664,0.651,-0.76,3.68,-0.58,1.28,9.823,0.778,3.9
96,1.8,1.86670249590642,0.541,0.726,5.6,5.088,5.05,1.68,8.762,0.902,0.3
106,1.6,1.83256802479386,0.97,0.973,-1.5,3.273,-1.74,1.58,7.696,0.525,3.3
116,2,1.88825789709414,0.374,0.426,1.34,5.642,1.15,1.83,10.102,1.137,4.9
126,1.4,1.34739842079391,0.778,0.864,1.89,5.729,1.59,1.63,9.915,0.682,1.1
136,1.1,1.10997350608886,0.174,0.196,1.85,2.651,1.86,1.65,7.877,0.58,0.1
146,1,0.908995316980216,0.482,0.537,1.48,3.377,1.75,1.48,8.343,0.766,3.5
6,4,3.75214352770864,1.279,1.26,5.06,0.342,5.04,0.58,2.571,0.177,0.3
16,9.5,9.60691817883179,1.477,1.407,9.19,2.184,9.23,0.65,3.363,0.335,2.1
26,8.4,7.94326890369522,2.09,1.95,8.3,0.958,8.27,0.79,3.775,0.323,0.5
36,6.5,6.16889108717817,1.817,2.177,6,1.815,6.05,0.86,4.534,0.364,1.5
46,4.6,4.93965966257203,1.742,1.58,5.53,1.973,5.64,0.83,4.957,0.42,1.9
56,3.5,4.2049360670809,2.576,2.545,1.62,4.292,1.4,1.44,6.801,0.682,4.5
66,4.3,3.90517765642912,4.778,4.652,5.35,1.881,5.61,1.81,7.999,0.49,0.5
76,3,3.21714574706385,0.701,0.839,3.63,3.655,3.38,1.78,8.645,0.769,3.3
86,2,1.90029186580249,0.664,0.592,1.38,1.587,1.7,1.48,8.703,0.526,0.3
96,1.8,1.75887941391494,0.541,0.549,1.76,3.505,1.72,1.26,9.422,0.661,3.7
106,1.6,1.8137449362071,0.97,0.972,1.13,4.373,1.2,2.11,8.814,0.921,0.3
