"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,3.73638204425341,3.167,3.385,4.13,2.303,4.23,0.7,3.59,0.311,2.3
16,9.5,9.49510513066957,0.102,0.099,9.35,1.963,9.53,0.87,4.835,0.433,1.9
26,8.4,8.23097861416496,0.525,0.563,8.95,1.604,9.05,0.84,4.976,0.384,0.1
36,6.5,6.43969647811684,1.633,1.502,8.02,0.308,8.08,0.89,4.665,0.258,0.7
46,4.6,4.77614174996646,2.284,1.87,3.96,4.382,4.15,1.33,6.254,0.679,4.3
56,3.5,3.00579682340885,2.524,2.2,1.93,2.584,1.89,1.67,7.862,0.682,3.1
66,4.3,4.29576454426094,0.29,0.333,4.92,4.363,4.75,1.53,9.548,0.774,4.1
76,3,2.79154738334125,0.765,0.834,3.49,4.841,3.23,1.69,9.456,0.832,0.1
86,2,2.04159570135941,0.573,0.633,1.8,2.167,1.58,1.14,8.154,0.363,1.9
96,1.8,1.67598459970659,0.846,0.925,-1.63,4.05,-1.88,1.54,7.582,0.67,0.1
106,1.6,2.54709341362,2.803,2.452,5.18,3.701,5.31,1.49,7.479,0.73,3.5
116,2,2.02332027715153,0.18,0.203,2.26,2.278,2.03,1.11,8.127,0.565,0.9
126,1.4,1.38205189418868,1.293,1.19,1.67,3.735,1.75,1.49,8.459,1.038,3.5
136,1.1,1.19958064924951,1.263,1.024,0.99,1.123,0.98,1.83,9.179,0.598,0.3
146,1,0.959551675103046,0.176,0.209,-3.51,1.341,-3.39,1.37,8.865,0.56,0.3
6,4,4.14081148669047,3.167,3.813,3.85,2.683,3.79,0.81,3.895,0.459,2.7
16,9.5,9.46665599933103,0.102,0.105,8.92,1.199,8.97,0.91,4.553,0.39,0.7
26,8.4,8.36016685309464,0.525,0.565,8.7,1.496,8.75,0.79,4.62,0.298,1.5
36,6.5,6.19739652340219,1.633,1.435,6.62,1.436,6.48,0.82,4.494,0.298,0.1
46,4.6,4.39456191649858,2.284,2.491,3.95,2.244,4.01,0.93,5.006,0.591,2.1
56,3.5,3.17203307820636,2.524,2.21,3.26,4.147,3.31,1.34,6.621,0.722,4.1
66,4.3,4.29654438816115,0.29,0.226,3.36,3.864,3.33,1.56,7.066,0.763,0.5
76,3,3.07641799847413,0.765,0.686,4.14,1.488,4.05,1.03,5.726,0.352,0.9
86,2,2.04561114620091,0.573,0.519,4.66,4.331,5.11,1.04,6.876,0.79,4.3
96,1.8,2.19644581404478,0.846,0.861,0.43,3.424,0.71,1.52,7.451,0.495,0.1
106,1.6,1.91648689376004,2.803,3.108,1.29,1.549,0.82,1.31,6.726,0.538,0.5
116,2,1.97187932166351,0.18,0.201,3.55,3.475,3.87,1.68,8.005,0.661,2.7
126,1.4,1.45967060064226,1.293,1.088,1.93,3.667,2.37,1.59,9.114,0.787,3.7
136,1.1,0.965009635537677,1.263,1.198,-2.19,4.575,-2.31,1.67,8.882,0.753,1.1
146,1,1.06833186448471,0.176,0.163,0.92,4.799,1.11,1.69,8.804,0.884,4.7
6,4,3.60042821258005,3.167,3.34,5.08,4.125,5.23,0.85,4.394,0.551,4.1
16,9.5,9.48771821934893,0.102,0.088,8.2,3.067,8.23,0.95,5.729,0.54,0.3
26,8.4,8.54054153955268,0.525,0.377,9.88,2.214,10,0.92,4.898,0.511,2.1
36,6.5,6.44732415658185,1.633,1.68,5.43,2.256,5.65,0.88,4.805,0.377,0.7
46,4.6,4.96876774062561,2.284,2.777,4.42,5.011,4.09,1.31,6.91,0.821,4.9
56,3.5,2.91732366224943,2.524,2.384,2.85,5.754,2.43,2.46,10.117,0.964,4.9
66,4.3,4.29065263040748,0.29,0.241,6.22,6.908,6.01,1.77,9.256,1.265,0.5
76,3,2.93457725310097,0.765,0.876,0.31,4.813,-0.31,1.49,8.048,0.839,4.9
86,2,1.91800781961485,0.573,0.553,3.23,1.018,3.25,1.6,9.109,0.533,0.1
96,1.8,1.91712998249019,0.846,0.93,3,3.385,2.19,1.62,8.429,0.919,0.1
106,1.6,1.1959367004949,2.803,2.919,2.26,2.986,2.26,1.37,7.694,0.63,0.9
116,2,1.93263599459049,0.18,0.159,1.25,3.73,1.04,1.64,7.894,0.86,3.9
126,1.4,0.735334469801277,1.293,0.952,0.42,1.715,0.04,1.55,8.653,0.563,1.7
136,1.1,1.24700776806339,1.263,1.251,-0.03,2.856,0.14,1.5,8.954,0.694,3.1
146,1,0.985049365209436,0.176,0.173,2.34,1.899,2.06,1.94,8.898,0.569,0.1
6,4,3.55517253718178,3.167,3.207,2.76,3.043,2.77,0.72,3.869,0.496,3.1
16,9.5,9.49327061992653,0.102,0.1,10.12,1.658,9.95,0.69,4.665,0.331,0.1
26,8.4,8.35031659469803,0.525,0.566,8.52,2.918,8.51,0.97,5.241,0.506,2.9
36,6.5,6.63649648450545,1.633,1.796,5.72,1.401,5.67,1.04,6.029,0.363,1.5
46,4.6,4.20031560182133,2.284,2.234,4.87,3.942,5.03,1.08,7.664,0.664,3.9
56,3.5,3.59777881665277,2.524,2.192,3.99,2.49,4.05,1.14,8.048,0.619,0.3
66,4.3,4.34173544383032,0.29,0.3,5.09,2.496,4.99,1.65,7.108,0.555,0.1
76,3,2.74449920911947,0.765,0.866,2.01,0.279,2.38,1.16,6.471,0.466,1.1
86,2,2.03232997102213,0.573,0.515,2.46,0.822,2.41,1.04,6.969,0.441,0.9
96,1.8,1.68907472240961,0.846,0.777,3.92,2.158,4.12,1.27,7.088,0.559,2.3
106,1.6,2.60090230918115,2.803,2.772,-0.37,5.112,-0.05,1.71,9.216,1.07,4.5
116,2,2.04167470667582,0.18,0.211,1.03,3.196,1.29,1.35,9.743,0.658,0.7
126,1.4,1.35783334574699,1.293,1.212,2.43,3.968,1.77,1.24,8.536,0.675,0.1
136,1.1,0.894952443486962,1.263,1.262,0.65,0.526,0.44,1.4,7.182,0.441,0.7
146,1,0.974839821672069,0.176,0.157,1.03,3.49,0.76,1.36,8.197,0.839,3.7
6,4,4.7914522250436,3.167,2.96,4.71,2.624,4.75,0.65,3.729,0.434,2.7
16,9.5,9.48880169909182,0.102,0.097,8.83,3.236,8.67,1.08,5.504,0.529,3.3
