"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,4.04700181790613,0.32,0.389,4.07,0.829,4.05,0.56,2.786,0.199,0.7
16,9.5,9.40183582945812,0.222,0.3,9.08,0.921,9.03,0.45,2.695,0.239,0.1
26,8.4,8.37137601015254,1.114,1.04,9.08,1.304,8.95,0.55,2.677,0.216,1.3
36,6.5,6.6157005072685,0.725,0.723,5.2,0.556,5.38,0.56,3.061,0.14,0.5
46,4.6,4.68694809330379,0.877,0.913,5.18,1.451,5.11,0.56,3.276,0.253,1.3
56,3.5,3.19568169602362,1.633,1.912,4,1.315,4.18,0.73,3.782,0.312,1.1
66,4.3,4.23302068993299,0.274,0.253,4.28,1.522,4.28,0.7,4.395,0.29,1.3
76,3,2.99297446698602,0.164,0.168,2.69,1.13,2.8,0.83,4.284,0.301,0.5
86,2,1.88350833407201,0.85,0.629,1.66,1.371,1.64,0.74,3.971,0.228,0.1
96,1.8,1.72366465664014,0.327,0.356,1.16,0.591,1.23,0.71,3.68,0.206,0.3
106,1.6,1.78229712581831,1.103,0.993,3.06,1.329,3.04,0.63,4.002,0.274,1.5
116,2,2.02312074624154,0.33,0.329,1.05,2.047,1.18,0.89,4.62,0.42,1.9
126,1.4,1.49751424502811,0.753,0.916,2.31,1.759,2.36,0.82,5.146,0.32,0.1
136,1.1,1.03759860990446,0.303,0.324,0.18,0.626,0.22,0.71,4.566,0.293,0.3
146,1,0.836830521131835,0.535,0.47,1.8,0.563,2.02,0.67,4.229,0.305,0.3
6,4,3.92358481507293,0.32,0.283,4.05,0.437,3.93,0.39,2.133,0.141,0.5
16,9.5,9.53566150177978,0.222,0.224,8.95,1.107,8.99,0.43,2.422,0.209,1.1
26,8.4,8.71062193621279,1.114,1.155,9.69,1.746,9.75,0.74,3.257,0.325,1.7
36,6.5,6.5908428406879,0.725,0.852,5.12,1.021,5,0.59,3.506,0.239,0.3
46,4.6,4.67066283379982,0.877,0.787,4.66,1.897,4.7,0.62,3.774,0.351,1.9
56,3.5,3.5228596621052,1.633,1.939,3.52,1.245,3.67,0.84,4.302,0.312,1.3
66,4.3,4.35417297155602,0.274,0.273,4.03,1.405,4.06,0.98,4.929,0.334,1.5
76,3,2.95724681440411,0.164,0.152,3.57,2.827,3.39,0.76,4.156,0.481,0.1
86,2,2.1389671555529,0.85,0.639,0.99,2.165,1.1,0.64,3.686,0.381,2.1
96,1.8,1.76275969051565,0.327,0.353,2.12,1.341,2.1,0.86,4.636,0.268,1.3
106,1.6,1.73572397321883,1.103,1.095,1.74,1.579,1.91,0.83,4.866,0.308,1.3
116,2,2.00654812565579,0.33,0.297,3.56,2.252,3.67,0.85,4.652,0.519,0.7
126,1.4,1.41697139785705,0.753,0.762,0.5,1.445,0.35,0.81,4.406,0.289,1.1
136,1.1,1.02037621780518,0.303,0.283,0.88,2.398,1.02,0.65,3.83,0.38,0.3
146,1,0.97916079872905,0.535,0.562,1.22,2.075,1.14,0.85,3.703,0.441,2.1
6,4,4.07917481703177,0.32,0.335,3.9,0.651,3.87,0.53,2.613,0.185,0.3
16,9.5,9.45055306507473,0.222,0.259,8.82,0.508,8.92,0.61,2.498,0.154,0.5
26,8.4,8.37023601485878,1.114,1.1,9.07,0.587,9.09,0.46,2.595,0.199,0.3
36,6.5,6.39263907964809,0.725,0.725,7.18,0.568,7.26,0.3,2.532,0.13,0.3
46,4.6,4.64412918555014,0.877,0.827,3.95,2.101,3.86,0.64,3.279,0.282,2.1
