"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,3.86344044081796,0.724,0.823,4.23,1.277,4.19,0.45,2.642,0.257,0.1
16,9.5,9.88796443568222,1.439,1.491,8.41,1.829,8.27,0.42,2.821,0.322,1.9
26,8.4,7.52439743787235,1.733,1.526,8.94,1.411,9.01,0.75,3.723,0.328,1.3
36,6.5,6.4487653950515,0.203,0.209,6.44,2.092,6.54,0.73,4.399,0.377,1.9
46,4.6,5.11963907726051,3.364,3.809,5.08,1.476,5.3,0.98,5.211,0.311,1.7
56,3.5,3.41003305916895,0.907,0.853,3.14,1.905,2.87,1.27,5.702,0.462,1.9
66,4.3,4.15463610167709,0.391,0.373,3.89,1.834,3.55,0.95,6.208,0.325,2.1
76,3,2.90842075747645,1.263,1.036,4.05,0.861,4.08,1,6.361,0.423,0.1
86,2,2.09485422923662,0.226,0.216,0.76,2.409,0.68,1.06,6.034,0.472,0.3
96,1.8,2.01937399133459,1.566,1.526,2.86,2.242,2.7,0.95,6.133,0.456,2.3
106,1.6,1.59184598589789,0.231,0.205,3.05,2.148,3.33,1.15,6.008,0.454,0.5
116,2,1.97632120893313,0.116,0.102,-0.9,1.074,-0.83,0.9,5.572,0.409,0.7
126,1.4,1.29964769480766,0.688,0.752,2.97,2.071,2.89,0.99,5.87,0.424,1.7
136,1.1,1.25985350834454,0.852,0.66,0.18,2.304,-0.08,0.93,5.996,0.44,0.3
146,1,0.556150299468212,1.181,1.152,0.52,4.059,0.34,1,6.766,0.612,4.3
6,4,3.88513536238963,0.724,0.71,3.82,0.596,3.84,0.42,2.568,0.185,0.1
16,9.5,8.95271374305586,1.439,1.47,9.23,1.348,9.25,0.59,2.706,0.24,1.3
26,8.4,8.16985577713873,1.733,1.437,8.19,3.514,8.42,0.85,4.613,0.512,3.7
36,6.5,6.45713311125885,0.203,0.181,6.78,3.141,6.47,0.84,4.831,0.557,0.1
46,4.6,5.39566895172028,3.364,3.211,5.2,3.859,5.04,0.88,5.37,0.621,3.9
56,3.5,3.34141494329296,0.907,1.055,2.33,2.135,2.27,1.53,6.932,0.471,1.9
66,4.3,4.30429275697288,0.391,0.496,4.98,2.732,4.66,1.12,6.975,0.583,0.7
76,3,2.67133822468225,1.263,1.348,4.1,1.686,4.39,0.87,5.708,0.421,0.1
86,2,2.04149665628217,0.226,0.207,1.19,1.558,1.5,0.99,5.608,0.409,1.9
96,1.8,1.42888834824438,1.566,1.73,0.29,3.039,0.64,1.27,6.988,0.52,3.1
106,1.6,1.58594196379081,0.231,0.241,3.21,2.047,3.15,1.24,7.045,0.522,0.3
116,2,1.9722878443679,0.116,0.102,1.9,1.455,1.21,1.36,7.152,0.436,1.5
126,1.4,1.34585924761176,0.688,0.735,0.41,2.707,0.68,1.29,6.817,0.445,0.7
136,1.1,1.50821486416613,0.852,0.554,2.43,2.374,2.27,1.37,6.5,0.383,2.5
146,1,0.512545334877738,1.181,1.279,1.37,1.785,1.05,0.99,6.73,0.406,0.5
6,4,4.13777258173848,0.724,0.774,4.64,0.662,4.79,0.53,2.515,0.175,0.5
16,9.5,9.1718278258074,1.439,1.274,9.51,1.001,9.44,0.45,2.506,0.181,0.1
26,8.4,8.96408452337869,1.733,1.66,8.89,2.746,8.88,0.61,3.435,0.518,2.9
36,6.5,6.46958651248049,0.203,0.175,5.61,1.455,5.77,0.78,4.024,0.267,0.3
46,4.6,5.23913778412644,3.364,3.008,3.78,4.001,3.81,1.16,5.693,0.733,3.9
56,3.5,3.48505656067336,0.907,1.021,2.93,2.837,3.1,1.03,6.105,0.609,0.3
66,4.3,4.14013421736361,0.391,0.438,4.64,2.295,4.8,0.98,6.059,0.423,2.3
76,3,2.68341771041331,1.263,1.479,3.38,2.46,3.32,1.27,6.614,0.433,2.3
86,2,1.96576027594526,0.226,0.235,3.08,2.392,3.07,1.16,6.847,0.409,0.1
96,1.8,2.15010689582579,1.566,1.705,2.34,2.355,2.5,1.07,6.002,0.561,0.1
106,1.6,1.62805240710474,0.231,0.24,2,3.234,2.25,0.87,6.569,0.582,2.9
116,2,1.96864269458873,0.116,0.107,0.86,1.572,1.22,1.33,6.788,0.52,1.1
126,1.4,1.46929070682387,0.688,0.636,0.81,1.763,0.99,1.03,6.915,0.573,0.1
136,1.1,1.45144262936487,0.852,0.857,2.75,2.916,3.15,1.28,6.881,0.631,2.7
146,1,0.949658153190344,1.181,0.894,-0.19,0.949,-0.03,1.19,7.379,0.484,0.7
6,4,3.95385908092241,0.724,0.749,3.61,0.74,3.52,0.47,2.323,0.171,0.7
16,9.5,9.66209980173094,1.439,1.067,9.39,1.606,9.37,0.55,2.923,0.299,1.7
26,8.4,7.92178662176335,1.733,1.853,9.2,0.816,9.26,0.65,3.473,0.2,0.9
36,6.5,6.51647289780989,0.203,0.226,5.87,1.678,6.09,0.71,3.835,0.347,1.7
46,4.6,4.96844478518753,3.364,4.039,4.6,1.109,4.65,0.89,4.433,0.368,1.3
56,3.5,3.32870896881187,0.907,0.986,3.95,3.984,4.07,0.85,5.665,0.735,4.1
66,4.3,4.34537974985563,0.391,0.331,3.74,1.896,4.1,0.93,6.808,0.491,0.7
76,3,3.37972654290699,1.263,1.038,2.94,1.779,2.72,1.24,6.591,0.561,0.1
86,2,2.05571185299313,0.226,0.235,1.7,0.834,1.65,1.03,6.384,0.353,0.9
96,1.8,1.86032810278021,1.566,1.695,2.1,0.88,2.43,1.21,6.186,0.49,0.7
106,1.6,1.60561253575732,0.231,0.231,2.06,0.853,1.89,1.25,6.237,0.427,0.5
116,2,1.98893117387092,0.116,0.112,3.16,1.172,3.26,1.07,6.498,0.349,0.9
126,1.4,1.33802226608881,0.688,0.539,-0.05,1.56,0.09,1.02,6.426,0.441,0.1
136,1.1,0.992101106114722,0.852,0.895,2.61,1.205,2.18,1.31,5.755,0.359,0.5
146,1,1.0478434591223,1.181,0.999,-1.03,3.441,-1.31,1.09,6.789,0.691,3.3
6,4,3.93215212441829,0.724,0.701,3.99,1.493,4.04,0.47,2.536,0.218,1.5
16,9.5,8.91085562353474,1.439,1.658,9.33,1.12,9.29,0.61,3.206,0.173,0.9
26,8.4,8.47259107093323,1.733,1.787,8.66,2.396,8.76,0.63,4.158,0.449,2.3
36,6.5,6.41469767794744,0.203,0.197,5.9,1.97,5.95,0.52,4.341,0.3,0.1
46,4.6,4.79015908779003,3.364,2.856,5.53,1.846,5.88,0.79,4.189,0.314,2.1
56,3.5,3.47977004041678,0.907,0.826,4.25,2.369,4.14,1.12,5.189,0.421,2.3
66,4.3,4.12457420481682,0.391,0.385,4.63,1.997,4.64,0.84,5.548,0.328,0.1
76,3,2.82483534155361,1.263,1.321,1.46,0.843,1.27,0.85,5.16,0.333,0.9
86,2,2.06871011146407,0.226,0.201,1.87,3.045,1.83,1.02,5.915,0.552,2.9
96,1.8,2.28337837909557,1.566,1.613,2.49,1.953,2.82,1.2,6.358,0.454,0.1
106,1.6,1.60023968896058,0.231,0.292,0.43,2.114,0.23,1.14,6.548,0.482,2.1
116,2,2.04543918731942,0.116,0.118,2.26,2.206,2.25,1.05,6.246,0.441,0.3
126,1.4,1.47701678660283,0.688,0.59,1.78,2.496,1.69,1.13,6.538,0.502,2.5
136,1.1,1.26288885556464,0.852,0.931,-0.06,1.164,-0.35,1.12,7.099,0.394,0.3
146,1,1.11552560489116,1.181,1.281,1.82,3.118,2.04,1.37,7.768,0.576,2.7
6,4,3.98670948021104,0.724,0.794,4.76,1.217,4.74,0.27,2.088,0.222,1.3
