"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,4.01358793404968,0.099,0.089,3.65,0.737,3.71,0.47,2.14,0.164,0.1
16,9.5,9.45952954647553,1.001,1.161,9.8,0.807,9.88,0.33,2.298,0.151,0.7
26,8.4,8.41929768693392,0.403,0.403,8.06,0.892,7.93,0.42,2.623,0.134,0.9
36,6.5,6.53670361116006,3.358,2.798,7.48,3.13,7.55,0.65,4.116,0.588,3.1
46,4.6,4.38298160942424,1.406,1.371,3.17,3.122,3.05,1.22,6.053,0.584,3.1
56,3.5,3.23831928974779,1.225,1.032,3.19,1.561,3.6,1.05,6.363,0.467,0.1
66,4.3,4.27873635805881,0.215,0.253,5.46,0.21,6.09,1.25,6.545,0.354,0.7
76,3,2.97849660174414,0.213,0.244,3.39,2.903,2.94,1.15,6.829,0.617,2.9
86,2,2.12354931837004,0.789,0.875,1.49,3.877,1.34,1.09,6.261,0.623,0.3
96,1.8,1.7875703951817,0.27,0.309,1.24,1.919,1.23,0.74,4.976,0.406,0.5
106,1.6,1.62907207246423,1.443,1.478,1.71,3.913,1.58,1.12,5.88,0.783,4.1
116,2,1.9978037322557,0.521,0.443,1.41,2.547,1.08,1.19,6.741,0.536,0.1
126,1.4,1.5066783200765,0.478,0.368,1.58,1.783,1.58,0.87,5.998,0.41,0.1
136,1.1,1.06829627825008,0.289,0.308,0.28,2.446,0.24,1.38,6.019,0.518,2.5
146,1,0.776183910530699,2.1,2.651,1.4,0.924,1.26,1.38,6.877,0.305,0.3
6,4,3.9913363001422,0.099,0.1,4,0.331,4.06,0.4,2.427,0.158,0.5
16,9.5,9.24794927470639,1.001,1.113,10.04,1.605,10.05,0.62,2.968,0.305,1.7
26,8.4,8.43204448510177,0.403,0.365,7.93,1.117,7.79,0.51,3.024,0.232,0.1
36,6.5,6.93377347032614,3.358,3.047,4.52,2.745,4.72,0.64,3.899,0.454,2.7
46,4.6,4.39736515453336,1.406,1.635,6.34,1.779,6.53,1.05,5.176,0.35,1.9
56,3.5,3.52833827731034,1.225,1.126,4.07,2.243,3.86,1.44,5.909,0.456,2.3
66,4.3,4.27236766240698,0.215,0.205,3.33,1.367,3.24,0.93,6.288,0.361,0.5
76,3,3.07411164555936,0.213,0.159,3.41,2.179,3.41,1.09,5.798,0.347,0.3
86,2,2.02313676548893,0.789,0.843,1.64,1.575,1.68,0.86,5.812,0.377,0.5
96,1.8,1.77419060928825,0.27,0.244,1.85,1.556,2.12,0.69,5.112,0.389,0.7
106,1.6,1.58644353983953,1.443,1.158,2.08,1.727,1.85,0.74,5.219,0.429,1.9
116,2,2.0370821656767,0.521,0.535,0.48,2.426,0.17,1.09,5.874,0.507,2.3
126,1.4,1.37444662306952,0.478,0.447,1.85,0.921,2.39,1.37,6.451,0.484,0.5
136,1.1,1.14195836827742,0.289,0.294,2.85,2.331,2.64,0.99,5.947,0.516,0.5
146,1,1.43791675422299,2.1,1.885,-0.09,1.259,-0.02,0.94,5.443,0.328,1.1
6,4,4.03497298492077,0.099,0.1,4.31,0.77,4.28,0.42,2.25,0.218,0.1
16,9.5,9.44752955327078,1.001,1.047,8.53,0.302,8.61,0.36,2.22,0.145,0.1
26,8.4,8.45693352913471,0.403,0.381,9.5,1.757,9.55,0.62,2.81,0.31,1.7
36,6.5,6.36960741930287,3.358,3.509,6.6,2.643,6.59,0.82,4.106,0.453,2.5
46,4.6,4.58290377009948,1.406,1.173,4.21,2.049,4.45,0.96,5.574,0.396,2.1
56,3.5,3.70360740233349,1.225,1.243,2.6,2.183,2.33,0.94,5.078,0.399,0.3
66,4.3,4.26168890810357,0.215,0.223,3.53,0.169,3.51,0.8,4.675,0.284,0.3
76,3,2.94921532035353,0.213,0.176,3.64,3.364,3.69,1.05,5.713,0.532,3.5
86,2,2.04888272223836,0.789,0.766,2.32,3.005,2.21,0.98,6.023,0.434,0.1
96,1.8,1.78727837097633,0.27,0.215,2.98,3.068,3.08,1.08,5.873,0.48,3.1
