"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,4.24233178902529,1.16,1.308,3.69,0.18,3.62,0.61,2.711,0.189,0.3
16,9.5,9.26215348209485,3.95,3.139,10.19,3.98,10.29,0.91,4.804,0.64,3.9
26,8.4,8.34802988828099,1.821,1.518,7.31,2.974,7.41,0.94,5.465,0.504,0.1
36,6.5,6.34871214959881,1.14,0.966,6.83,2.518,6.97,1.07,5.245,0.517,2.5
46,4.6,4.55803508513511,0.208,0.19,3.89,3.947,4.29,0.9,6.733,0.852,3.9
56,3.5,4.63729934797119,6.397,8.207,2.68,9.072,3.14,2.39,11.971,1.682,4.9
66,4.3,4.27593280626892,0.84,0.968,7.2,5.003,7.37,2.98,14.618,1.336,0.3
76,3,2.98518582698282,0.222,0.271,2.97,5.609,2.94,2.03,11.909,1.154,0.1
86,2,2.14261080068738,0.669,0.676,1.58,3.844,1.93,1.93,12.211,0.636,4.3
96,1.8,1.98879146975796,0.557,0.506,0.02,3.048,-0.42,2.39,12.331,1.173,3.1
106,1.6,1.57520384745775,0.273,0.32,5.14,5.622,4.7,2.15,11.605,1.259,0.7
116,2,1.98093796297882,0.335,0.262,-0.02,5.368,0.36,2.02,11.606,0.859,4.9
126,1.4,1.40388522370814,0.116,0.148,0.72,3.211,0.71,2.48,11.821,0.832,0.1
136,1.1,1.17363774211525,1.209,1.283,2.3,6.365,2.6,1.8,9.531,1.174,0.3
146,1,0.996668051162881,0.088,0.081,3.15,5.003,3.17,1.5,8.685,0.908,4.7
6,4,4.04320299543793,1.16,0.99,3.18,0.943,3.1,0.56,2.788,0.193,0.7
16,9.5,10.8247245797345,3.95,4.21,10.18,3.949,10.18,0.94,4.893,0.708,4.1
26,8.4,7.76421473356136,1.821,2.045,5.28,1.805,5.38,1.04,5.928,0.326,0.3
36,6.5,6.60679353772776,1.14,1.257,8.33,1.155,8.34,1.1,6.072,0.373,1.1
46,4.6,4.68892472427152,0.208,0.219,6.31,3.732,6.18,1.39,6.911,0.776,3.7
