"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,4.88290678717875,2.595,2.442,4.49,2.598,4.49,0.74,3.943,0.513,2.5
16,9.5,9.84656495300355,1.773,2.241,8.36,1.514,8.2,0.8,4.571,0.345,0.1
26,8.4,9.66259829947283,3.164,3.799,8.6,5.142,8.67,1.24,6.618,0.895,4.7
36,6.5,6.51202671357304,1.205,1.064,5.48,4.138,5.6,1.31,7.329,0.759,0.5
46,4.6,4.6782056816532,0.739,0.639,5.75,1.777,5.69,0.97,6.293,0.423,1.7
56,3.5,3.24207154015977,2.583,2.007,4.09,1.993,4.47,0.82,6.101,0.322,0.3
66,4.3,4.3137539935142,0.152,0.145,4.27,2.494,4.26,1.13,6.25,0.529,2.5
76,3,3.05612705125908,0.419,0.418,2.17,2.706,2.01,1.71,7.041,0.483,2.7
86,2,1.84906924652679,0.778,0.896,3.19,2.5,3.05,1.21,7.959,0.628,2.7
96,1.8,1.80284012182293,0.284,0.279,1.13,1.675,0.74,1.56,8.626,0.451,2.1
106,1.6,1.56346754638695,0.543,0.553,-0.96,3.014,-1.37,1.48,8.534,0.671,0.7
116,2,1.96140990322691,0.088,0.093,4.7,2.525,4.53,1.3,7.252,0.438,0.5
126,1.4,1.42311061432555,1.371,1.413,0.03,7.143,-0.24,1.73,9.755,1.312,4.9
136,1.1,1.09217482401575,0.409,0.302,2.97,6.478,3.42,1.91,10.455,1.166,0.9
146,1,0.589824374969071,1.317,1.195,0.16,3.538,-0.18,1.31,8.735,0.456,3.5
6,4,3.5336319248804,2.595,2.3,4.82,2.884,4.84,0.79,4.127,0.477,2.9
16,9.5,9.70937184288548,1.773,1.607,9.51,2.173,9.35,0.72,4.801,0.569,0.1
26,8.4,8.54250318979774,3.164,3.144,8.73,4.021,8.77,0.92,5.709,0.76,4.1
36,6.5,6.40820803336431,1.205,1.378,6.68,0.966,7,1.18,7.129,0.589,0.1
46,4.6,4.63293655417043,0.739,0.768,3.88,2.306,4.07,1.73,7.258,0.814,2.5
56,3.5,3.41054683343663,2.583,2.535,1.93,0.504,1.51,1.23,7.327,0.46,0.1
66,4.3,4.34123626324251,0.152,0.146,5.01,1.318,5.56,1.26,7.191,0.531,0.9
76,3,2.99856456788795,0.419,0.38,3.67,1.07,3.45,1.22,7.537,0.45,0.1
86,2,1.94408472231098,0.778,0.667,2.25,2.313,2.41,1.11,7.219,0.396,0.3
96,1.8,1.7426303380626,0.284,0.294,1.42,0.473,1.22,1.15,6.876,0.392,0.7
106,1.6,1.47302420795417,0.543,0.511,0.94,1.274,1.01,1.35,6.709,0.429,0.1
116,2,2.02223871121235,0.088,0.083,1.03,3.357,1.39,1.41,7.655,0.786,3.3
126,1.4,1.47321892267003,1.371,1.576,4.04,1.464,4.45,1.29,8.211,0.391,1.1
136,1.1,1.02559248063079,0.409,0.389,-1.54,2.739,-1.47,1.16,7.89,0.668,0.5
146,1,0.931753268693364,1.317,1.284,1.98,1.869,2.08,1.29,7.308,0.428,0.3
6,4,4.52209738414756,2.595,2.322,5.11,3.113,5.33,0.84,4.098,0.455,3.1
16,9.5,9.0082201007064,1.773,1.407,11.05,1.652,11.18,1.17,5.052,0.413,1.7
26,8.4,7.49281239909535,3.164,3.625,4.18,0.672,3.69,1.05,5.473,0.339,0.9
36,6.5,6.21326423171846,1.205,1.242,6.62,5.956,6.83,1.39,7.753,1.149,4.9
46,4.6,4.67182453059135,0.739,0.75,6.47,5.272,6.4,1.81,8.377,0.93,0.3
56,3.5,3.71052947079983,2.583,2.823,2.56,1.473,2.45,1.39,6.543,0.507,0.1
66,4.3,4.29363608975921,0.152,0.14,5.89,1.253,5.95,1.36,6.463,0.411,0.3
76,3,2.87729301220616,0.419,0.368,1.88,2.669,1.59,1.21,6.537,0.621,2.3
86,2,2.15967379339006,0.778,0.893,2.17,1.032,1.94,1.57,7.49,0.563,0.7
96,1.8,1.71972292924907,0.284,0.374,1.91,2.698,1.94,1.3,7.702,0.582,2.7
106,1.6,1.58619442018089,0.543,0.604,2.53,5.031,2.85,1.76,9.353,1.179,4.7
116,2,1.97389659082751,0.088,0.085,0.16,4.808,0.06,1.77,9.751,0.924,0.9
126,1.4,1.57866807495122,1.371,1.226,2.7,2.784,2.88,1.37,7.68,0.622,0.3
136,1.1,1.00758389751739,0.409,0.404,1,2.689,0.64,1.43,6.792,0.494,0.1
146,1,0.835497717874072,1.317,1.194,-0.34,1.853,-0.94,1.26,6.645,0.466,2.1
6,4,3.72673160925323,2.595,2.366,3.85,1.888,3.8,0.73,3.426,0.408,1.9
16,9.5,9.571555196955,1.773,1.528,9.6,3.16,9.7,1.05,5.166,0.568,3.1
26,8.4,8.16148973710041,3.164,3.795,9.12,1.715,8.85,1,6.145,0.476,1.7
36,6.5,6.58789836225228,1.205,1.64,5.87,3.675,5.63,1.51,7.192,0.771,4.1
46,4.6,4.58806204035186,0.739,0.825,4.72,4.429,4.57,1.33,6.888,0.842,0.1
56,3.5,3.78968121876342,2.583,2.322,2.61,3.954,2.64,1.35,6.475,0.677,4.1
66,4.3,4.28239536308282,0.152,0.142,4.78,3.779,4.82,1.46,8.75,0.82,3.7
76,3,3.06555255415293,0.419,0.373,3.98,3.438,4.46,1.42,8.517,0.636,0.3
86,2,1.98811961645808,0.778,0.634,0.84,3.62,0.47,1.33,9.276,0.689,3.3
96,1.8,1.7101688217444,0.284,0.261,2.36,2.048,2.15,1.47,9.309,0.573,0.1
106,1.6,1.56727961570722,0.543,0.578,2.43,4.517,2.44,1.73,7.753,0.826,0.7
116,2,2.0411515168252,0.088,0.103,0.48,3.452,0.65,1.69,7.563,0.588,3.5
126,1.4,1.54115192226523,1.371,1.761,0.72,1.704,0.38,1.47,8.113,0.67,0.7
136,1.1,1.10627905889045,0.409,0.411,3.94,2.745,4.28,1.49,8.104,0.413,3.1
146,1,1.58512755911581,1.317,1.109,1.15,3.161,1.11,1.42,8.003,0.568,0.1
6,4,4.86352138598267,2.595,2.891,4.14,2.203,4.12,0.72,3.674,0.336,2.3
