"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,4.01815275448154,0.571,0.599,4.37,1.093,4.36,0.48,2.812,0.175,1.1
16,9.5,9.64176433730204,2.169,2.254,9.8,1.871,9.6,0.6,3.519,0.362,1.7
26,8.4,8.57365156444217,2.48,2.412,8.15,1.378,8.07,0.7,4.404,0.353,1.3
36,6.5,6.56051255998697,4.829,4.267,7.06,5.564,7.36,1.42,7.286,0.663,4.9
46,4.6,4.58672096382278,1.795,1.739,4.53,2.355,4.45,1.4,8.614,0.475,0.5
56,3.5,4.03617260352051,2.541,2.815,3.29,2.695,3.19,1.52,7.845,0.516,0.5
66,4.3,4.27243665273548,0.536,0.564,4.74,2.948,4.46,1.55,7.96,0.415,3.3
76,3,3.09879431911102,0.79,0.851,2.11,8.041,1.85,2.21,11.794,1.316,4.5
86,2,1.9364607632074,0.541,0.53,4.03,8.029,3.74,2.11,11.759,1.209,0.3
96,1.8,2.02020692914019,0.857,0.864,2.91,1.248,2.8,1.62,8.589,0.607,0.7
106,1.6,1.57840673198322,0.485,0.531,-0.33,1.783,-0.37,1.26,8.661,0.496,1.5
116,2,1.875131846879,0.313,0.34,1.58,2.94,1.63,1.8,8.021,0.531,0.1
126,1.4,1.42089362320356,0.66,0.692,1.39,3.081,1.79,1.27,8.215,0.773,2.5
136,1.1,1.1271107647082,0.138,0.113,1.13,2.984,1.31,1.84,8.195,0.609,0.9
146,1,1.13137212004777,0.656,0.674,0.69,4.972,0.56,2.05,9.435,0.721,4.5
6,4,4.07220096367638,0.571,0.464,4.12,0.276,3.99,0.56,2.59,0.167,0.5
16,9.5,9.67919138161886,2.169,1.622,9.15,2.928,9.14,0.75,3.794,0.446,2.9
26,8.4,7.93073950255546,2.48,2.023,7.39,2.435,7.61,1,5.42,0.462,2.5
36,6.5,7.0180577062266,4.829,4.289,11.15,1.6,10.85,1.09,6.088,0.406,1.9
46,4.6,4.61744129069899,1.795,1.61,2.42,6.069,2.88,1.59,8.617,0.995,4.7
56,3.5,3.67100002976921,2.541,2.929,2.2,5.558,2.07,1.33,8.967,0.814,0.1
66,4.3,4.15766688937835,0.536,0.583,5.1,3.339,4.83,1.31,7.532,0.654,3.9
76,3,3.01134788618693,0.79,0.611,3.08,3.606,3.53,1.26,9.352,0.657,4.1
86,2,2.06473620798354,0.541,0.546,1.1,4.573,1.69,1.23,8.69,0.773,0.3
96,1.8,2.02280355405031,0.857,0.909,2.17,1.949,2.39,1.45,7.93,0.556,0.9
106,1.6,1.58232462011038,0.485,0.573,1.3,2.728,1.09,1.02,8.827,0.631,2.7
116,2,1.96887061682419,0.313,0.259,2.94,1.664,3.3,1.54,9.069,0.597,0.9
126,1.4,1.50471903783748,0.66,0.752,2.98,4.418,3.22,1.71,9.98,0.828,4.7
136,1.1,1.06352484744992,0.138,0.125,-0.55,2.865,-1.56,1.56,9.942,0.548,0.9
146,1,0.922231493481173,0.656,0.772,1.11,3.62,1.37,1.84,9.445,0.59,0.1
6,4,4.03462787313548,0.571,0.396,3.79,0.98,3.89,0.57,2.357,0.164,0.1
16,9.5,9.02355113031847,2.169,2.198,10.07,2.13,10.09,0.62,3.119,0.359,2.1
26,8.4,8.11395312799488,2.48,2.261,8.75,2.802,8.86,0.73,4.5,0.506,2.7
36,6.5,5.19412565305068,4.829,4.206,5.28,3.938,5.35,1.24,6.507,0.578,3.7
46,4.6,4.84304893623569,1.795,2.067,5.91,2.06,5.95,1.5,8.181,0.48,2.1
56,3.5,3.65727142248923,2.541,3.402,1.2,3.562,0.93,1.88,8.924,0.724,3.7
66,4.3,4.39419851701406,0.536,0.46,4.92,4.714,5.57,1.97,11.146,1.103,3.9
76,3,2.6982998251765,0.79,0.624,5.9,4.676,5.93,2.42,10.608,1.145,1.1
86,2,1.98291350347567,0.541,0.52,-0.69,4.22,-0.72,1.47,8.418,0.783,0.7
96,1.8,1.82469154457469,0.857,0.803,3.21,4.091,3.28,1.62,8.732,0.745,4.1
106,1.6,1.63523757115282,0.485,0.462,-0.15,1.745,-0.01,1.91,9.369,0.583,2.1
116,2,1.93576247801123,0.313,0.363,4.08,4.039,3.43,1.42,9.168,0.861,1.5
