"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,3.72180758064789,1.102,1.199,3.32,1.513,3.25,0.5,2.988,0.325,1.5
16,9.5,9.44749031962015,0.482,0.401,10.4,1.333,10.32,0.54,3.154,0.275,0.1
26,8.4,8.45210478028257,2.514,2.182,7.19,1.383,7.07,0.47,3.191,0.261,1.3
36,6.5,6.70132183376766,1.278,1.549,6.58,2.74,6.6,0.72,4.336,0.519,2.7
46,4.6,4.59851953001036,1.225,1.112,5.61,1.496,5.7,1.01,4.985,0.31,0.1
56,3.5,3.61360208488093,2.225,2.234,3.15,0.298,3.36,0.93,4.722,0.346,0.5
66,4.3,4.30770810874081,0.652,0.59,5.04,3.584,4.95,1.25,5.945,0.654,3.5
76,3,3.00524897598837,0.259,0.206,1.57,0.69,1.63,1.47,7.231,0.499,1.1
86,2,2.00660601361595,0.213,0.226,4.62,2.966,4.71,0.91,6.132,0.545,0.1
96,1.8,1.71595091480401,3.419,2.414,-0.23,6.126,-0.26,1.52,8.353,0.927,4.7
106,1.6,1.62790680241599,1.204,1.172,2.42,4.343,2.54,1.75,9.014,0.756,0.9
116,2,2.04579170132881,0.273,0.292,0.01,3.401,-0.29,1.22,7.47,0.66,0.9
126,1.4,1.42140420525204,0.297,0.34,4.38,2.452,4.27,1.09,7.134,0.639,2.3
136,1.1,1.13225265231245,0.211,0.246,-0.94,4.833,-0.99,1.73,8.383,0.503,4.9
146,1,0.0232872380416194,2.014,2.104,2.41,1.749,2.53,1.72,9.939,0.617,0.1
6,4,3.92218077278463,1.102,1.058,3.53,1.933,3.32,0.53,2.857,0.353,1.9
16,9.5,9.53542419740144,0.482,0.423,9.76,1.813,9.59,0.48,3.008,0.306,0.1
26,8.4,8.54327566748344,2.514,2.641,8.65,2.47,8.74,0.53,3.31,0.379,2.5
36,6.5,6.74487094530587,1.278,1.069,6.58,2.005,6.67,0.94,4.646,0.268,2.1
46,4.6,4.63432495820014,1.225,1.099,3.53,1.89,3.51,0.68,4.645,0.411,0.1
56,3.5,2.60935159617707,2.225,2.3,4.03,2.75,4.02,0.88,5.122,0.5,2.7
66,4.3,4.37183963727647,0.652,0.669,4.07,2.626,4.14,0.94,5.214,0.546,0.3
76,3,2.92776216686601,0.259,0.237,2.8,4.325,2.78,1.06,6.456,0.694,4.3
86,2,2.0355518534007,0.213,0.215,2.95,2.76,2.83,1.13,7.995,0.553,3.1
96,1.8,1.99241102123369,3.419,3.437,0.68,3.072,0.92,1.14,8.025,0.715,0.3
106,1.6,1.77244836134128,1.204,1.523,1.82,2.343,2.33,1.6,7.557,0.58,1.5
116,2,2.09038840002475,0.273,0.26,1.89,2.788,2.18,1.61,7.597,0.548,0.5
126,1.4,1.42423440889131,0.297,0.338,2.63,2.363,2.36,1.34,6.354,0.593,0.7
136,1.1,1.14031929302461,0.211,0.238,-0.99,4.978,-1.27,1.32,8.087,1.02,4.7
146,1,1.10271843019174,2.014,2.035,2.61,4.44,3.16,1.46,7.751,0.785,1.5
6,4,3.78746787617357,1.102,0.876,3.5,1.749,3.46,0.68,3.108,0.329,1.9
16,9.5,9.46837604863195,0.482,0.466,9.38,1.036,9.68,0.79,3.461,0.255,0.5
26,8.4,8.26529437707325,2.514,2.637,7.63,1.39,7.68,0.78,3.683,0.247,1.5
36,6.5,6.45487312163706,1.278,1.38,8.54,0.962,8.52,0.73,4.208,0.38,0.9
46,4.6,4.94469888130604,1.225,1.557,3.6,3.415,3.61,0.96,5.356,0.604,3.3
56,3.5,3.0236865025032,2.225,2.107,3.21,3.573,2.94,1.55,7.029,0.696,3.5
66,4.3,4.3230667697223,0.652,0.616,3.55,3.258,3.52,1.02,7.326,0.615,0.3
76,3,2.97458938515976,0.259,0.285,4.58,1.871,4.56,1.31,6.477,0.483,0.1
86,2,1.97581270971298,0.213,0.224,1.07,2.75,1.08,1.01,5.448,0.431,0.7
96,1.8,2.11661904051258,3.419,3.825,3.88,4.862,4.23,1.46,6.6,0.711,4.9
106,1.6,1.06277454982093,1.204,1.1,-0.05,3.021,0.33,1.36,7.575,0.6,0.5
116,2,1.99411341427671,0.273,0.275,1.79,2.77,1.53,1.55,7.642,0.463,2.5
126,1.4,1.38365524342513,0.297,0.345,0.91,2.946,1.34,1.65,8.656,0.681,2.5
136,1.1,1.11517767815348,0.211,0.208,0.87,5.002,0.88,1.16,7.552,0.802,0.7
146,1,0.540501767211243,2.014,2.004,3.12,5.909,3.05,1.7,8.502,1.085,4.9
6,4,3.98104749705611,1.102,1.147,3.25,0.686,3.4,0.41,2.831,0.267,0.5
16,9.5,9.67504007841108,0.482,0.512,9.86,0.567,9.94,0.43,2.749,0.201,0.1
26,8.4,8.53492887933406,2.514,2.75,8.01,2.674,7.91,0.57,3.761,0.428,2.7
36,6.5,6.5629149024828,1.278,1.583,6.9,1.158,6.83,0.78,4.422,0.268,0.1
46,4.6,4.44560529442004,1.225,1.324,4.68,1.809,4.83,0.83,4.605,0.35,1.7
56,3.5,3.6387442540964,2.225,2.045,3.01,3.067,3.25,1.05,5.781,0.532,3.3
66,4.3,4.33789693947987,0.652,0.552,4.89,2.734,5.08,1.23,6.065,0.568,0.1
