"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,5.5512152786431,6.313,7.261,5.17,5.343,5.38,1.09,5.617,0.614,4.9
16,9.5,9.01753776690714,2.283,2.352,8.9,4.838,8.34,2.2,9.09,0.929,4.9
26,8.4,8.11868538062569,1.591,1.701,6.21,3.901,5.89,2.33,11.305,0.661,4.1
36,6.5,6.64071574346296,0.487,0.597,7.91,5.736,7.9,1.74,10.357,0.946,0.1
46,4.6,4.6934826685077,0.92,0.992,4.27,1.585,4.29,1.09,8.478,0.624,0.1
56,3.5,3.59493443514074,0.933,0.837,6.03,0.547,6.24,1.44,8.02,0.449,1.1
66,4.3,4.29156516808886,0.184,0.2,1.18,7.894,0.78,2.39,10.941,1.374,4.9
76,3,2.72634291208694,0.719,0.825,4.95,4.459,4.56,2.63,13.502,0.933,0.1
86,2,1.99519949737506,0.87,0.755,3.16,4.356,2.89,1.82,11.832,0.739,1.1
96,1.8,1.82056645826289,0.545,0.398,-1.39,5.415,-1.25,1.56,9.362,0.811,1.7
106,1.6,1.61651521127409,0.175,0.185,3.7,3.645,3.47,2.14,8.672,0.867,3.1
116,2,1.94291480722432,0.8,0.933,2.17,5.272,2.38,1.97,10.702,0.907,4.9
126,1.4,1.54221507317648,0.937,0.623,0.93,1.631,0.96,2.34,11.509,0.758,1.7
136,1.1,1.11216698624613,0.199,0.165,-0.95,5.099,-1.43,1.71,10.855,0.879,0.1
146,1,1.04078901576951,1.032,1.073,4.15,1.935,4.16,1.73,9.159,0.48,0.1
6,4,1.9686026082022,6.313,5.907,5.04,4.141,4.93,0.97,4.815,0.795,4.3
16,9.5,9.39699386792434,2.283,2.601,9.43,3.35,9.29,1.46,7.079,0.462,3.3
26,8.4,8.10851694021379,1.591,1.338,7.21,6.322,7.07,1.74,10.011,1.114,4.7
