"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,3.82840515581301,0.563,0.5,3.81,1.103,3.82,0.44,2.654,0.236,1.1
16,9.5,9.76433965087869,1.279,1.298,9.63,1.374,9.74,0.57,3.082,0.322,1.5
26,8.4,8.10446123873781,1.271,1.235,8.94,1.928,8.9,0.61,3.986,0.376,1.9
36,6.5,6.48088570221433,0.521,0.424,5.25,1.058,5.36,0.63,4.361,0.266,0.1
46,4.6,4.27511445544748,1.304,1.087,5.55,1.008,5.66,0.74,4.041,0.263,0.1
56,3.5,4.44680234890733,2.949,2.644,2.97,3.474,3.14,0.97,5.223,0.614,3.5
66,4.3,4.34720512442918,0.291,0.263,4.04,0.898,3.71,1.08,6.123,0.472,0.1
76,3,3.01251313160289,0.283,0.242,3.2,2.123,3.39,1.1,5.812,0.472,0.3
86,2,2.04982205707018,0.614,0.554,1.56,1.793,1.79,0.9,5.569,0.422,1.9
96,1.8,1.78610475124583,0.099,0.094,3.25,1.997,3.36,1.09,6.223,0.579,2.3
106,1.6,1.46556338846502,1.232,1.372,1.1,2.973,0.89,0.77,5.841,0.531,0.5
116,2,2.03535218670702,0.2,0.207,1.57,1.341,1.43,0.89,5.138,0.316,0.9
126,1.4,1.6737300071374,0.721,0.814,2.65,1.966,2.5,0.95,5.711,0.47,2.3
136,1.1,1.13228299957771,0.504,0.518,0.17,2.953,0.05,1.09,6.665,0.575,3.1
146,1,1.06823190537439,0.351,0.332,0.65,1.899,0.42,1.64,7.393,0.5,1.7
6,4,4.1073440916025,0.563,0.429,3.89,0.397,3.88,0.46,2.707,0.118,0.1
16,9.5,9.20617715673532,1.279,1.368,9.71,0.707,9.74,0.51,2.671,0.179,0.7
26,8.4,8.5267158185411,1.271,1.187,8.03,2.131,8.04,0.68,3.397,0.399,2.1
36,6.5,6.49670766195202,0.521,0.554,6.47,1.957,6.61,0.61,3.701,0.422,0.3
46,4.6,4.93822281376811,1.304,1.188,4.41,2.7,4.34,0.69,4.266,0.518,2.7
56,3.5,3.98314950422469,2.949,3.11,3.84,1.594,3.66,0.97,5.029,0.353,1.7
66,4.3,4.31142445057792,0.291,0.262,4.19,2.511,4.11,0.98,5.942,0.581,2.7
76,3,2.95757490883741,0.283,0.322,4.32,2.277,4.61,1.15,5.993,0.499,0.5
86,2,1.92437187682453,0.614,0.559,1.19,1.39,1.31,0.92,5.47,0.344,0.1
96,1.8,1.78984937696969,0.099,0.08,1.01,2.198,1.03,0.93,4.779,0.347,0.1
106,1.6,1.81517512068472,1.232,1.156,1.04,2.456,1.16,0.66,4.998,0.434,2.3
116,2,2.00613496063127,0.2,0.202,4.36,1.065,4.33,0.92,5.27,0.427,0.3
126,1.4,1.45090477989249,0.721,0.702,-0.25,2.557,-0.19,1.01,5.779,0.432,2.3
136,1.1,1.03170357368975,0.504,0.488,2.63,0.939,2.91,1.34,6.557,0.383,0.1
146,1,0.968644092221755,0.351,0.286,-0.9,0.932,-0.75,1.21,6.639,0.407,0.3
6,4,4.04709781266489,0.563,0.478,4.61,0.645,4.63,0.42,2.432,0.176,0.5
16,9.5,9.3492061520654,1.279,1.094,9.01,0.7,8.99,0.51,2.626,0.204,0.7
26,8.4,8.32302747860023,1.271,1.266,8.67,1.794,8.59,0.56,3.301,0.286,1.7
36,6.5,6.55400292778706,0.521,0.537,6.71,1.953,6.64,0.64,4.212,0.422,1.9
46,4.6,4.56656221807918,1.304,1.412,3.76,1.923,3.9,0.87,4.118,0.423,0.1
56,3.5,3.58630227620692,2.949,2.933,3.85,1.443,4.08,0.71,3.799,0.28,1.3
66,4.3,4.25992411246538,0.291,0.218,5.63,1.059,5.74,0.76,4.393,0.295,0.9
76,3,2.95842197698679,0.283,0.242,0.6,1.792,0.78,1,4.838,0.363,1.7
86,2,1.98810512439645,0.614,0.395,4.01,1.134,3.7,1.11,5.239,0.324,1.1
96,1.8,1.80351778938711,0.099,0.084,-0.84,3.608,-1.06,1.14,6.186,0.747,3.7
106,1.6,1.78679743743299,1.232,1.196,2.65,2.898,2.83,1.12,6.847,0.551,0.5
116,2,2.08786875697436,0.2,0.177,2.92,3.045,2.96,1.03,5.249,0.456,0.5
126,1.4,1.38304315513325,0.721,0.524,1.69,3.717,1.89,1.04,5.738,0.712,3.7
136,1.1,1.0054059683527,0.504,0.499,-0.71,0.73,-0.41,1.22,6.804,0.49,1.3
146,1,1.02544713610798,0.351,0.257,2.48,2.506,2.71,1.19,6.301,0.52,0.9
6,4,3.96507531209528,0.563,0.451,3.7,1.588,3.64,0.56,2.782,0.334,1.5
16,9.5,9.61017053352167,1.279,1.199,9.6,0.857,9.72,0.54,2.904,0.179,0.1
26,8.4,8.20357943466925,1.271,1.298,7.81,2.149,7.93,0.68,3.438,0.392,2.1
36,6.5,6.49121967328554,0.521,0.562,7.61,1.789,7.58,0.75,3.655,0.452,0.1
46,4.6,4.68979918226518,1.304,1.687,3.44,1.804,3.57,0.57,3.863,0.325,1.7
