"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,3.97444029871678,0.502,0.591,3.5,1.436,3.43,0.59,2.976,0.195,1.5
16,9.5,9.48121254347501,0.096,0.093,9.82,1.598,9.61,0.56,3.08,0.26,0.1
26,8.4,8.51843313354674,3.502,3.466,7.97,3.562,7.88,0.9,4.257,0.587,3.5
36,6.5,6.64435870136323,2.231,1.571,8.55,3.009,8.29,1.33,6.283,0.515,2.7
46,4.6,4.66538110316107,0.484,0.487,2.55,1.524,2.66,1.41,6.631,0.35,0.5
56,3.5,3.66832538598279,0.992,0.828,4.74,2.718,4.51,1.1,6.439,0.533,0.1
66,4.3,4.29770018171053,0.668,0.614,4.18,3.318,4.4,0.99,6.584,0.556,3.5
76,3,2.95444867943599,0.748,0.722,2.31,1.884,2.07,1.19,7.137,0.531,0.7
86,2,2.28001566477948,0.803,0.718,0.84,1.163,0.68,1.22,6.656,0.361,1.1
96,1.8,2.08057113452507,3.419,3.054,4.34,2.326,4.37,1.29,6.83,0.549,2.7
106,1.6,1.70018868893491,0.52,0.574,1.32,2.526,1.5,1.51,7.02,0.48,0.1
116,2,2.00757213141925,0.16,0.165,1.78,5.71,2.09,1.5,8.302,0.893,4.7
126,1.4,1.60804779576868,0.8,0.769,3.57,5.49,3.39,1.5,8.712,1.069,1.7
136,1.1,1.20153387056488,0.539,0.546,-1.16,4.474,-0.92,1.24,7.84,0.848,4.1
146,1,0.923902400814169,0.789,0.901,-0.56,4.303,-0.5,1.7,8.214,0.739,1.3
6,4,4.12049172106314,0.502,0.525,3.85,0.214,3.82,0.56,2.625,0.159,0.3
16,9.5,9.50072725762619,0.096,0.076,9.62,0.567,9.66,0.46,2.497,0.152,0.1
26,8.4,8.1586057305034,3.502,3.455,7.05,3.496,7.12,0.84,4.19,0.523,3.5
36,6.5,6.23693848085842,2.231,1.695,6.81,0.999,6.91,0.79,5.259,0.305,0.1
46,4.6,4.62585963780443,0.484,0.434,5.51,1.383,5.54,0.92,5.629,0.278,1.5
56,3.5,3.31858083377143,0.992,0.695,2.97,1.85,2.6,1.23,5.773,0.424,1.3
66,4.3,4.26736766827178,0.668,0.562,5.24,0.886,5.31,0.89,6.238,0.383,0.7
76,3,2.90894132836574,0.748,0.721,3.63,0.236,3.83,1.1,6.449,0.441,0.5
