"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,4.1618146030145,0.909,0.91,3.83,0.301,3.72,0.41,2.446,0.133,0.1
16,9.5,9.52015756761526,0.378,0.371,9.98,1.712,10.27,0.56,2.938,0.242,1.7
26,8.4,10.4903461306343,6.924,6.78,8.7,9.064,8.83,1.94,9.638,1.332,4.7
36,6.5,5.88742585317587,3.364,4.13,8.29,6.844,8.38,1.53,10.715,1.353,1.1
46,4.6,5.01165285873403,1.241,1.268,2.75,4.519,2.51,1.7,9.91,0.88,4.9
56,3.5,3.45281760329172,1.165,1.148,2.13,3.154,1.84,1.81,10.498,0.755,1.3
66,4.3,4.26610603521063,0.578,0.647,5.29,4.456,5.08,1.84,10.934,0.956,4.7
76,3,3.04235777190803,0.97,0.998,1.3,1.236,1.42,2.48,12.209,0.687,0.9
86,2,1.83121696482483,0.497,0.455,5.25,6.002,5.31,1.56,9.787,1.119,0.3
96,1.8,2.5708093445197,2.701,2.603,1.33,5.718,1.3,1.85,10.138,1.003,4.9
106,1.6,1.64338892474523,0.476,0.472,2.65,3.016,2.4,2.1,12.207,0.827,1.9
116,2,2.26216175322589,1.005,1.061,0.14,5.538,0.16,2.51,10.677,1.01,0.3
126,1.4,1.47773778661394,0.622,0.687,1.7,1.872,1.62,1.85,9.191,0.697,0.7
136,1.1,1.11288190133757,0.529,0.495,3.17,5.855,3.05,2.04,10.87,1.135,4.9
146,1,0.806656597315785,0.852,0.766,-2.42,3.837,-2,1.84,11.724,0.769,0.1
6,4,4.05165404034548,0.909,1.017,4.51,0.653,4.43,0.6,2.617,0.202,0.1
16,9.5,9.46246531161878,0.378,0.414,9.71,0.342,9.73,0.42,2.505,0.12,0.3
26,8.4,9.50765594485137,6.924,5.769,10.11,6.801,10.17,1.05,6.803,0.641,4.9
36,6.5,5.96472585613771,3.364,3.802,5.55,6.132,4.92,1.85,11.955,1.097,4.5
46,4.6,4.80672677650273,1.241,1.312,3.81,7.475,4.17,1.99,10.787,1.133,1.3
56,3.5,3.50112601842221,1.165,1.381,5.07,6.035,5.1,1.72,9.705,0.709,4.9
66,4.3,4.30840385176123,0.578,0.52,3.95,1.952,4.75,2.17,12.031,0.871,1.1
76,3,2.96994898709298,0.97,0.813,-0.38,5.6,-0.34,1.69,9.793,0.752,0.1
86,2,1.93821385895059,0.497,0.41,3.29,5.914,3.09,1.87,9.816,0.98,4.9
96,1.8,1.61144055710585,2.701,2.753,1.69,4.991,1.21,2.3,10.257,0.577,0.1
106,1.6,1.59033979107639,0.476,0.521,2.34,7.805,1.75,2.4,11.748,1.233,4.9
116,2,1.8864524906551,1.005,0.759,2.19,8.108,2.04,2.32,11.631,1.423,1.7
126,1.4,1.2831925917525,0.622,0.614,4.36,2.892,4.63,1.53,9.097,0.535,3.1
136,1.1,1.05284216744049,0.529,0.538,-0.91,2.303,-1.07,1.66,9.832,0.619,2.1
146,1,1.0868477466432,0.852,0.811,-0.24,5.733,-0.04,1.87,11.434,1.222,4.9
6,4,3.83432860069091,0.909,1.048,3.65,1.284,3.76,0.55,3.227,0.189,1.3
16,9.5,9.52919191678979,0.378,0.355,9.8,1.499,9.88,0.62,3.096,0.31,0.1
26,8.4,8.62864202877957,6.924,7.286,9.12,6.003,9.06,0.99,6.444,0.806,4.9
36,6.5,6.42665494651668,3.364,3.057,2.92,4.869,2.51,1.73,9.896,0.784,4.9
46,4.6,4.53422429946257,1.241,1.23,9.44,4.111,10.07,1.87,10.306,0.913,0.1
56,3.5,3.49869579078733,1.165,1.372,3.48,1.561,2.89,1.78,9.653,0.48,0.5
66,4.3,4.27929085654119,0.578,0.496,3.71,3.427,3.89,1.65,9.683,0.866,3.3
76,3,3.31191112010235,0.97,0.776,3.05,3.97,2.88,1.76,9.476,0.83,0.1
86,2,1.96365450949315,0.497,0.445,0.53,2.362,-0.07,1.55,9.182,0.529,2.7
96,1.8,2.06296958053868,2.701,2.212,3.35,5.904,3.36,1.64,11.654,0.98,4.7
106,1.6,1.52758814041759,0.476,0.482,-0.28,0.586,-1.16,2.23,12.682,0.739,2.3
116,2,1.81033467458413,1.005,0.855,2.03,2.735,1.66,2.17,12.341,0.938,3.1
126,1.4,1.37408773652206,0.622,0.779,3.34,5.414,2.43,2.43,12.009,1.296,0.5
136,1.1,0.943748574451161,0.529,0.541,-1.02,5.041,-1.3,1.62,9.815,0.786,0.3
146,1,1.06370383385272,0.852,0.951,4.19,6.219,3.73,1.89,10.095,1.127,4.9
6,4,3.93347763185541,0.909,0.76,3.84,0.393,3.96,0.45,2.957,0.219,0.3
16,9.5,9.4910156457904,0.378,0.424,9.49,1.089,9.45,0.55,3.214,0.239,1.3
26,8.4,8.87052038659698,6.924,6.695,9.43,6.398,9.16,1.36,6.876,0.941,4.9
36,6.5,5.84359329232606,3.364,3.959,5.27,3.804,4.86,1.54,8.908,0.711,0.7
46,4.6,4.30482834562103,1.241,1.042,4.02,4.119,4.18,1.64,8.578,0.866,3.9
56,3.5,3.44775873852572,1.165,1.377,4.33,2.312,4.21,1.98,9.833,0.641,2.5
66,4.3,4.29090162066516,0.578,0.635,4.82,3.892,4.41,2.17,9.245,0.798,0.7
76,3,3.0757434988148,0.97,1.124,3.44,3.635,3.25,1.72,9.135,0.814,3.5
86,2,2.00905219783933,0.497,0.417,-1.08,2.369,-1.05,2.11,9.824,0.628,0.7
96,1.8,1.72885231866121,2.701,3.409,4.33,3.43,3.87,1.42,8.981,0.674,0.9
106,1.6,1.62190356482569,0.476,0.45,0.23,3.958,0.88,1.8,9.197,0.752,4.5
116,2,1.86481671983016,1.005,0.931,3.61,6.778,3.99,1.68,12.122,1.271,4.9
126,1.4,1.51092819344501,0.622,0.712,0.77,3.218,0.5,2.54,13.48,0.761,0.7
136,1.1,1.05177215489818,0.529,0.632,3.96,5.942,3.95,1.73,11.561,0.87,0.7
146,1,0.998617997566215,0.852,0.813,-4.29,1.233,-4.1,1.84,10.055,0.684,0.7
6,4,3.92070295479628,0.909,0.983,3.66,0.779,3.49,0.47,2.697,0.168,0.3
16,9.5,9.48076023562084,0.378,0.433,9.08,0.83,9.1,0.5,2.901,0.213,0.7
26,8.4,8.1147215932301,6.924,6.834,9.86,6.393,9.48,1.32,7.111,0.918,4.9
36,6.5,6.63893210677042,3.364,3.232,6.4,3.046,6.24,1.78,10.21,0.788,3.1
46,4.6,4.79187493573243,1.241,1.572,3.44,3.992,3.51,1.99,11.295,0.643,3.9
56,3.5,3.77804441247488,1.165,1.245,4.76,4.088,4.26,2.35,10.984,0.704,0.9
66,4.3,4.38248272155086,0.578,0.659,3.64,1.183,3.8,2.24,10.301,0.767,0.7
76,3,3.27416009110906,0.97,1.021,3.47,3.732,3.76,1.84,9.544,0.783,0.3
86,2,2.0452786325066,0.497,0.385,-0.05,2.913,0.2,1.3,9.316,0.671,2.3
96,1.8,1.20813746188276,2.701,2.67,2.62,6.014,2.72,2.2,11.792,1.04,4.9
106,1.6,1.499269012184,0.476,0.505,-0.37,7.364,-0.49,2.28,10.711,1.194,1.7
116,2,2.12388618701665,1.005,0.967,5.69,6.323,5.75,1.38,10.109,0.984,4.9
126,1.4,1.40758804997931,0.622,0.581,-0.28,3.869,-0.43,2.32,11.132,0.873,0.7
136,1.1,0.945284524379852,0.529,0.604,-0.25,4.599,-0.74,1.87,11.516,0.74,4.5
146,1,1.02734107034338,0.852,0.867,5,3.848,4.79,1.62,13.142,0.948,3.5
6,4,4.14855520732331,0.909,0.844,4.7,1.653,4.65,0.52,2.574,0.265,1.7
16,9.5,9.52008082361858,0.378,0.425,8.47,1.348,8.43,0.57,2.767,0.235,0.1
