"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,3.99674480149474,1.236,1.236,4.95,1.764,4.95,0.36,2.68,0.335,1.7
16,9.5,9.49936672047233,0.541,0.643,9.34,0.843,9.28,0.67,2.99,0.214,0.3
26,8.4,8.16598646400018,1.817,1.919,7.65,0.432,7.67,0.54,2.974,0.203,0.1
36,6.5,6.79658002384801,3.174,3.127,7.38,3.201,7.4,0.63,4.323,0.481,3.1
46,4.6,3.6419940283899,2.669,2.106,4.05,3.172,4.08,1.27,6.287,0.544,2.9
56,3.5,3.67589653928133,2.655,2.335,3.79,3.065,3.93,1.06,7.756,0.69,2.9
66,4.3,4.29672845681864,0.539,0.607,4.21,2.833,4.16,1.58,7.801,0.627,0.5
76,3,2.98545123583913,0.174,0.156,4.25,4.06,4.78,1.27,8.179,0.819,4.1
86,2,1.85171357870232,0.678,0.81,0.29,1.656,0.18,1.43,9.074,0.526,2.1
96,1.8,2.01782300350411,1.243,1.169,2.92,3.386,2.37,2.21,8.552,0.642,0.7
106,1.6,1.62431049381199,0.63,0.57,2.65,0.75,2.82,1.7,7.971,0.488,0.5
116,2,1.97769937143547,1.877,1.955,0.99,4.447,0.97,1.6,9.831,0.779,4.9
126,1.4,1.51378393812507,0.421,0.558,1.22,3.671,1.42,1.89,10.06,0.779,0.7
136,1.1,0.99639086810128,0.819,0.809,1.28,1.632,0.88,1.48,8.651,0.638,0.3
146,1,1.1350638868738,0.669,0.751,1.23,2.474,1.05,1.86,8.052,0.609,1.1
6,4,4.31934745017554,1.236,1.116,3.64,1.623,3.52,0.58,3.154,0.338,1.7
16,9.5,9.61337753136571,0.541,0.65,9.49,0.681,9.5,0.7,3.537,0.264,0.1
26,8.4,8.21334992203602,1.817,2.076,8.76,1.6,8.9,0.67,3.766,0.359,1.9
36,6.5,6.83483188867296,3.174,3.115,7.64,3.546,7.76,0.85,5.399,0.496,3.5
46,4.6,4.8935421983728,2.669,2.993,4.47,1.25,4.81,1.5,6.818,0.459,0.9
56,3.5,3.59101623126483,2.655,2.94,0.91,4.481,0.84,1.77,7.866,0.793,4.7
66,4.3,4.28723985894891,0.539,0.625,6.16,3.194,6.31,1.56,8.491,0.58,0.1
76,3,3.01357140706977,0.174,0.182,3.83,3.758,3.63,1.33,7.371,0.75,0.9
86,2,2.04332306211919,0.678,0.647,0.8,3.092,0.74,1.29,6.858,0.654,2.7
96,1.8,1.72839958312406,1.243,1.057,0.62,1.707,0.53,1.16,7.372,0.466,0.1
106,1.6,1.33950151239521,0.63,0.682,1.17,4.869,1.47,1.44,8.898,1.025,4.7
116,2,1.39568672961957,1.877,1.785,2.22,3.555,2.35,1.24,9.426,0.736,0.1
126,1.4,1.46903591603739,0.421,0.413,3.47,1.178,3.39,1.44,8.567,0.483,1.5
136,1.1,0.987420851239062,0.819,0.825,-0.57,1.4,-0.17,1.54,7.955,0.527,0.5
146,1,1.06761218659914,0.669,0.741,3.7,2.791,3.19,1.42,7.548,0.434,0.9
6,4,3.98504595183494,1.236,1.004,3.84,1.836,3.74,0.46,2.867,0.343,1.9
16,9.5,9.44738121336821,0.541,0.522,9.84,1.53,9.84,0.58,2.899,0.257,0.1
26,8.4,8.26151920922758,1.817,2.136,8.15,2.147,7.83,0.68,3.255,0.354,2.3
36,6.5,6.31032549306017,3.174,2.555,6.59,4.083,6.74,0.74,5.553,0.749,4.3
46,4.6,4.59195604609749,2.669,2.498,4.68,3.225,4.74,1.11,6.019,0.609,0.3
56,3.5,3.62558107670246,2.655,1.886,5.32,3.725,4.98,1.12,6.332,0.508,4.1
66,4.3,4.30712549002162,0.539,0.525,0.8,2.23,0.63,1.51,7.704,0.646,2.7
76,3,3.01745497615878,0.174,0.178,7.77,2.62,7.41,1.47,7.711,0.693,1.1
86,2,1.95320667335717,0.678,0.68,-0.76,1.986,-0.87,1.47,7.631,0.521,1.5
96,1.8,1.63413752935819,1.243,1.447,0.36,2.43,0.39,1.11,7.374,0.447,0.3
106,1.6,1.50417148674285,0.63,0.565,0.91,6.74,0.68,1.71,9.561,0.987,4.9
116,2,1.9122245343455,1.877,1.969,3.03,6.517,2.63,1.58,9.863,1.171,1.5
126,1.4,1.30825361893444,0.421,0.339,1.78,0.874,1.68,1.09,7.481,0.368,0.1
136,1.1,1.12050909612766,0.819,0.835,2.57,2.867,2.29,1.33,7.515,0.699,3.3
146,1,1.00668926852816,0.669,0.58,0.28,3.37,0.46,1.88,7.566,0.59,0.3
6,4,3.87332021593076,1.236,1.321,4.34,0.384,4.5,0.51,2.656,0.17,0.5
16,9.5,9.49680743443628,0.541,0.571,8.35,0.809,8.41,0.52,2.698,0.199,0.3
26,8.4,8.13225804415657,1.817,1.807,9.32,2.49,9.37,0.49,3.59,0.434,2.5
36,6.5,5.8172472790353,3.174,3.086,5.42,3.429,5.31,0.92,5.512,0.691,3.5
46,4.6,4.31272216397383,2.669,3.282,6.55,1.766,6.48,1.1,6.783,0.376,1.9
56,3.5,4.00953130664386,2.655,2.373,2.42,1.654,2.16,1.45,6.746,0.487,0.1
66,4.3,4.2231425536082,0.539,0.477,4.88,3.781,5.09,1.44,7.838,0.632,3.7
76,3,3.02869118313354,0.174,0.192,2.61,3.788,2.17,1.39,7.263,0.568,0.9
86,2,1.96899539244026,0.678,0.551,0.17,4.389,0.28,1.38,7.787,0.539,4.5
96,1.8,1.37867918410412,1.243,1.322,2.64,4.147,3.05,1.53,7.922,0.839,0.5
106,1.6,1.5627869812224,0.63,0.706,4.66,2.526,4.52,1,6.317,0.419,0.3
116,2,1.66032325507579,1.877,1.931,-0.54,5.269,0.16,1.76,8.074,0.887,4.7
126,1.4,1.37866457876351,0.421,0.419,0.6,2.886,0.75,1.62,9.136,0.791,0.5
136,1.1,0.919769398682015,0.819,0.66,2.43,2.8,2.42,1.32,8.22,0.547,0.5
146,1,1.0731065410345,0.669,0.625,1.5,4.335,1.57,1.5,8.776,0.898,4.1
6,4,4.12010260051832,1.236,1.321,4.13,1.062,4.19,0.47,2.748,0.253,1.1
16,9.5,9.45022580177267,0.541,0.494,9.81,1.31,9.84,0.6,3.332,0.255,1.1
26,8.4,8.18244277505381,1.817,2.155,8.25,1.059,8.13,0.76,3.635,0.265,0.9
36,6.5,6.24656648000372,3.174,2.998,5.27,2.722,5.27,0.73,4.688,0.467,2.7
46,4.6,4.46366670442222,2.669,2.654,5.07,2.377,4.86,0.79,5.863,0.561,2.7
56,3.5,4.08943275961193,2.655,2.96,4.74,3.42,4.94,1.74,7.334,0.727,3.1
