"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,4.01515317650501,0.438,0.369,3.99,1.066,4.02,0.36,2.19,0.175,0.1
16,9.5,9.42735033543268,0.42,0.426,9.78,1.979,9.78,0.43,2.623,0.369,2.1
26,8.4,8.33639068114938,0.536,0.576,7.99,1.146,8.09,0.53,3.204,0.264,0.1
36,6.5,6.56024846786498,1.756,1.725,6.62,1.628,6.62,0.8,3.367,0.329,1.5
46,4.6,1.05641139181224,9.973,10.063,2.92,8.597,2.62,1.67,9.227,0.905,4.7
56,3.5,3.41045543071508,1.406,1.389,10.09,5.487,10.5,2.01,11.549,0.889,0.3
66,4.3,4.20294142154027,0.745,0.841,0.12,6.518,0.64,3.14,11.995,1.19,4.9
76,3,2.9876273951937,0.22,0.238,-0.48,0.844,-0.66,2.45,13.223,1.004,1.9
86,2,2.01021849389757,0.663,0.484,6.33,1.888,6.1,2.01,12.911,0.911,1.9
96,1.8,1.81211444748138,0.231,0.206,3.67,1.721,4.26,2.44,13.456,1.007,1.1
106,1.6,1.62314294210356,0.542,0.553,-0.86,5.267,-0.67,2.13,12.706,1.112,0.3
116,2,1.64400298204951,1.232,1.211,2.66,3.901,2.45,1.92,10.881,0.944,1.1
126,1.4,1.41185953110272,0.235,0.216,-1.05,4.033,-0.33,2.13,10.622,0.768,3.9
136,1.1,0.972093960797654,0.8,0.75,1.87,2.485,1.73,2.3,11.122,0.723,0.7
146,1,0.853058928840732,0.364,0.418,5.69,4.412,5.51,2.31,11.286,1.126,4.3
6,4,3.93288125582199,0.438,0.511,3.97,1.179,3.91,0.54,2.556,0.238,1.3
16,9.5,9.62825995153397,0.42,0.502,9.06,0.957,9.19,0.55,2.645,0.181,0.1
26,8.4,8.44001554767437,0.536,0.569,8.56,0.531,8.49,0.47,2.584,0.192,0.3
36,6.5,6.5527616761916,1.756,2.204,6.96,2.174,7.21,0.62,3.449,0.364,2.1
46,4.6,5.66268461516452,9.973,9.134,5.58,13.124,5.44,2.35,13.551,1.735,4.9
56,3.5,3.72541317097846,1.406,1.392,-0.01,9.075,0.75,2.33,17.225,1.751,1.3
66,4.3,4.27038613989167,0.745,0.975,8.78,5.734,9.33,1.85,12.627,1.114,1.1
76,3,2.9992395661248,0.22,0.209,2.54,3.227,2.81,1.76,11.536,0.762,3.3
86,2,2.06943965103665,0.663,0.659,4.37,6.403,4.66,1.49,10.536,1.15,0.3
96,1.8,1.83877283984663,0.231,0.218,-0.71,9.149,-1.26,2.05,12.374,1.401,4.9
106,1.6,1.36763923899702,0.542,0.569,0.21,8.436,0.09,2.45,12.155,1.197,0.1
116,2,2.28844672273857,1.232,1.19,3.86,8.253,4.58,2.45,12.882,1.223,4.9
126,1.4,1.40149984806685,0.235,0.181,-2.81,6.484,-2.69,2.59,13.865,1.322,0.3
136,1.1,0.886495899056428,0.8,0.979,7.89,1.837,7.61,1.74,11.931,0.64,0.7
146,1,0.939756023699786,0.364,0.485,-2.48,5.582,-2.41,2,10.459,1.167,0.5
6,4,4.0024508375009,0.438,0.471,4.37,0.909,4.34,0.47,2.575,0.186,0.1
16,9.5,9.50131510451192,0.42,0.382,9.66,0.593,9.66,0.5,2.47,0.155,0.7
26,8.4,8.25223224781394,0.536,0.431,8.21,0.808,8.08,0.39,2.423,0.209,0.3
36,6.5,6.41110105486706,1.756,1.457,6.37,2.618,6.25,0.59,3.378,0.426,2.5
46,4.6,5.53887281014001,9.973,9.464,6.65,10.277,6.42,1.98,10.705,1.398,4.7
56,3.5,3.55786927999773,1.406,1.209,2.33,6.785,2.16,2.57,13.126,1.278,0.5
66,4.3,4.09530542263161,0.745,0.878,7.36,6.71,7.73,3.02,13.239,1.144,4.9
76,3,3.01150109835055,0.22,0.175,-0.26,6.62,0.47,2.57,13.652,1.315,0.9
86,2,2.18327466385897,0.663,0.711,1.6,1.884,1.15,2.05,11.671,0.799,0.5
96,1.8,1.76627023406689,0.231,0.204,3.79,3.146,3.46,2.06,12.39,0.866,4.1
106,1.6,1.38161742672699,0.542,0.454,-1.19,10.895,-1.55,3.17,16.04,2.15,4.5
116,2,2.59160021727788,1.232,1.147,4.02,10.458,4.08,3.01,17.327,1.625,1.7
126,1.4,1.42876357750272,0.235,0.191,2.95,5.392,3.18,2.16,11.342,0.94,0.1
136,1.1,1.03351157178871,0.8,0.854,0.36,4.125,0.5,1.89,11.022,0.683,4.7
146,1,0.918165413709907,0.364,0.417,0.16,3.756,-0.11,2.55,11.18,0.745,0.5
6,4,3.97695069577583,0.438,0.404,3.8,1.065,3.65,0.41,2.572,0.175,1.1
16,9.5,9.56354148023527,0.42,0.414,10.4,0.895,10.42,0.37,2.702,0.291,0.3
26,8.4,8.29223513939338,0.536,0.403,7.52,0.617,7.55,0.38,2.535,0.137,0.7
36,6.5,6.51422192305773,1.756,1.734,6.03,2.388,6.09,0.57,3.291,0.431,2.3
46,4.6,5.06670652226614,9.973,8.209,7.1,7.947,7.07,1.5,8.724,1.324,4.9
56,3.5,3.42093547207826,1.406,1.211,5.25,1.282,5.09,2.68,11.706,0.923,0.5
66,4.3,4.63230472729648,0.745,0.725,4.01,3.695,4.18,1.83,11.466,0.969,0.7
76,3,3.0195187377134,0.22,0.184,-0.91,2.663,-0.73,1.99,10.626,0.53,0.5
86,2,1.95231200985527,0.663,0.584,0.36,4.003,0.84,2.03,10.826,0.67,4.1
96,1.8,1.79615365947602,0.231,0.214,3,5.332,2.58,2.37,12.699,0.805,4.5
106,1.6,1.42362678771073,0.542,0.547,6.22,1.406,6.29,2.14,14.025,0.933,1.5
116,2,2.22738352928895,1.232,1.21,-0.3,5.969,0.33,2.74,15.155,0.993,4.3
126,1.4,1.38752311516498,0.235,0.26,0.05,8.398,0.41,2.58,13.797,1.467,0.1
136,1.1,1.14313082523293,0.8,0.893,3.09,2.439,3.39,2.07,11.779,0.882,2.7
146,1,1.05405477490591,0.364,0.382,1.49,9.846,2.06,2.67,15.464,1.827,4.9
6,4,4.02395097231301,0.438,0.452,4.1,0.967,4.03,0.36,2.311,0.179,0.1
16,9.5,9.45132832447952,0.42,0.449,9.69,0.581,9.6,0.4,2.091,0.129,0.5
26,8.4,8.22578179344997,0.536,0.577,8.84,0.523,8.87,0.48,2.261,0.147,0.3
36,6.5,6.14217144393718,1.756,2.061,6.5,1.256,6.39,0.45,2.684,0.197,1.1
46,4.6,6.68373815008614,9.973,10.506,4.97,6.024,5.04,1.42,6.47,0.863,4.9
56,3.5,2.9236361355192,1.406,1.1,6.72,7.381,6.34,2.49,11.928,1.582,4.9
66,4.3,4.26743787200513,0.745,0.891,0.79,4.454,1.07,2.21,12.892,0.937,0.3
76,3,2.96988056058938,0.22,0.215,0.89,7.236,0.83,2.39,14.128,1.466,4.7
86,2,1.79925251367012,0.663,0.553,3.8,7.472,3.47,2.58,13.615,1.483,0.7
96,1.8,1.79453169130088,0.231,0.226,3.15,0.299,2.91,1.79,12.094,0.894,0.3
106,1.6,1.65561225877474,0.542,0.485,2.4,7.205,2.57,2.35,14.059,1.141,4.7
116,2,1.94658253808687,1.232,1.117,-3.72,3.26,-3.97,3.41,14.797,0.857,0.1
126,1.4,1.3953075660059,0.235,0.211,4.56,6.001,5.44,2.85,15.85,1.772,4.5
136,1.1,1.20413976273363,0.8,0.989,1.47,8.707,2.25,2.63,15.058,1.692,0.1
146,1,1.08670629081494,0.364,0.281,0.01,2.999,-0.88,2.5,11.301,0.748,0.5
6,4,3.94531628799861,0.438,0.44,4.47,0.767,4.44,0.38,2.622,0.201,0.9
16,9.5,9.56124208115992,0.42,0.363,10.22,0.888,10.2,0.58,2.505,0.155,0.1
26,8.4,8.57431460392022,0.536,0.477,7.59,0.718,7.54,0.56,2.642,0.171,0.7
36,6.5,6.39548657398258,1.756,1.521,6.26,2.853,6.25,0.74,3.844,0.525,2.9
46,4.6,3.69373203451138,9.973,8.236,5.71,8.26,6.26,1.92,9.5,1.172,4.9
56,3.5,3.42570080009581,1.406,1.208,8.83,3.557,9.28,2.36,13.344,0.977,2.3
66,4.3,4.48261512394606,0.745,0.701,1.44,5.616,1.65,2.45,12.399,1.046,1.7
76,3,2.98613279622776,0.22,0.225,0.28,6.713,0.51,2.43,13.532,1.482,4.7
86,2,1.90100557063129,0.663,0.523,1.11,9.385,0.57,3.23,17.523,1.566,4.7
96,1.8,1.85067955565519,0.231,0.233,2.08,10.671,2.14,3.04,16.609,1.823,2.5
106,1.6,1.56015180036612,0.542,0.401,4.33,7.538,4.57,2.89,14.501,1.609,4.9
116,2,2.08204969282074,1.232,1.354,1.45,8.525,1.85,2.38,14.421,1.409,0.1
126,1.4,1.3201861514388,0.235,0.22,-0.3,1.849,-0.22,2.18,11.69,0.855,1.5
136,1.1,1.02409283184269,0.8,0.827,-1.78,4.078,-2.18,1.72,10.694,0.847,0.5
146,1,0.859005739860215,0.364,0.301,4.03,5.244,5.22,2.07,11.271,0.838,4.3
6,4,4.10692602289784,0.438,0.379,4.29,0.466,4.26,0.45,1.882,0.129,0.1
16,9.5,9.4438063225474,0.42,0.342,8.72,0.998,8.66,0.38,2.039,0.172,0.9
26,8.4,8.29455431789717,0.536,0.572,8.61,0.884,8.5,0.48,2.447,0.167,0.9
36,6.5,6.37901934481849,1.756,2.018,5.26,2.149,5.25,0.48,3.406,0.368,2.1
46,4.6,2.96978130475051,9.973,10.356,3.27,9.443,3.37,2.22,10.152,1.047,4.9
56,3.5,3.8372969557334,1.406,1.192,5.49,5.327,5.28,1.98,12.536,1.133,0.3
66,4.3,4.1860282612861,0.745,0.699,5.32,3.573,4.71,2.28,11.122,0.658,0.1
76,3,2.96850638801785,0.22,0.211,5.74,2.508,5.71,1.85,10.708,0.678,2.9
86,2,2.02621679773269,0.663,0.694,0.23,4.469,0.89,1.85,12.137,0.728,4.1
96,1.8,1.74570000629969,0.231,0.27,4.5,5.409,4.62,2.4,11.599,0.757,0.7
106,1.6,1.49249968648618,0.542,0.594,-1.69,7.184,-1.96,2.08,12.903,1.055,4.9
116,2,1.88362144645653,1.232,1.117,5.66,6.63,5.26,2.16,12.766,1.278,0.5
126,1.4,1.42657974670858,0.235,0.177,-4.25,0.365,-4.1,2.07,11.08,0.632,1.9
136,1.1,0.912150064041578,0.8,0.886,5.81,7.661,5.71,2.59,13.278,1.126,4.9
146,1,1.04409939642763,0.364,0.29,-2.13,4.114,-2.11,2.21,14.472,0.863,0.7
6,4,4.05282984645906,0.438,0.356,4.29,0.675,4.28,0.64,2.696,0.159,0.3
16,9.5,9.45763212028381,0.42,0.462,9.22,1.043,9.35,0.4,2.511,0.21,0.3
26,8.4,8.40811901286892,0.536,0.498,8.93,1.5,8.98,0.63,2.734,0.297,1.5
36,6.5,6.51481947191558,1.756,1.873,6.22,1.612,6.03,0.68,3.336,0.289,1.7
46,4.6,5.77179310083504,9.973,9.642,5.19,9.052,4.81,2.16,9.873,1.429,4.9
56,3.5,3.88771634025379,1.406,1.581,-0.35,4.911,-1.21,2.84,12.697,1.05,2.1
66,4.3,4.18493918026157,0.745,0.733,6.81,0.506,6.92,2.29,11.292,0.738,1.1
76,3,3.04738780131751,0.22,0.217,3.79,2.58,4.05,1.76,11.101,0.871,2.1
86,2,2.16392340007048,0.663,0.612,3.5,2.755,3.35,2.34,11.848,0.807,3.1
96,1.8,1.86436374393094,0.231,0.322,2.29,3.521,2.58,2.39,12.521,0.824,1.3
106,1.6,1.68123802762582,0.542,0.562,0.6,4.328,0.8,2.22,10.655,0.95,0.7
116,2,1.73121847609022,1.232,1.248,1.11,9.521,1.46,1.92,13.925,1.692,4.9
126,1.4,1.35466498857769,0.235,0.226,1.61,8.469,1.91,2.81,14.838,1.655,0.9
136,1.1,1.09814020144789,0.8,0.669,4.98,4.584,4.95,2.09,12.426,0.906,4.5
146,1,0.940996680393044,0.364,0.326,-2.81,1.897,-3.22,2.03,13.186,0.843,1.7
6,4,3.9920586182925,0.438,0.41,4.21,1.217,4.3,0.44,2.361,0.235,0.1
16,9.5,9.47963024171786,0.42,0.491,9.85,1.367,9.88,0.41,2.336,0.244,1.5
26,8.4,8.3098147629157,0.536,0.643,7.25,1.208,7.33,0.62,2.969,0.254,1.1
36,6.5,6.91530995715401,1.756,1.804,7.63,1.388,7.74,0.68,3.491,0.327,1.3
46,4.6,6.73332834445838,9.973,9.773,7.94,6.531,8.16,1.2,7.491,0.952,4.9
56,3.5,3.02663562027722,1.406,1.379,-0.07,1.88,0.16,1.82,9.683,0.597,0.5
66,4.3,4.34879145243062,0.745,0.705,5.86,5.752,5.7,2.29,11.382,0.882,4.7
76,3,3.03237752815439,0.22,0.262,5.24,4.748,5.01,2.21,11.562,1.191,0.7
86,2,2.07827343587523,0.663,0.649,-1.13,5.817,-1.26,2.15,12.079,0.991,4.7
96,1.8,1.80219323487229,0.231,0.203,-1.34,3.519,-2.41,2.36,12.533,0.981,0.5
106,1.6,1.63786877783059,0.542,0.572,4.69,8.277,4.15,2.92,14.659,1.826,4.9
116,2,1.95873678360134,1.232,1.109,2.2,8.563,2.32,2.13,14.231,1.595,0.7
126,1.4,1.37637462666701,0.235,0.186,1.7,7.308,0.83,2.15,13.835,1.345,4.9
136,1.1,1.08494225617672,0.8,0.77,-0.55,1.555,-1.09,2.99,15.346,0.991,0.3
146,1,0.997835431191288,0.364,0.353,1.36,7.698,2.07,2.74,14.329,1.507,1.1
6,4,4.11314441807919,0.438,0.421,4.21,0.955,4.24,0.54,2.526,0.2,0.1
16,9.5,9.5288482096543,0.42,0.451,9.65,0.871,9.61,0.43,2.533,0.217,0.9
26,8.4,8.36639588842204,0.536,0.613,8.51,0.937,8.5,0.5,2.806,0.211,0.9
36,6.5,6.33943334191372,1.756,1.684,5.87,0.299,5.84,0.5,2.957,0.169,0.1
46,4.6,6.44616856133257,9.973,9.911,6.44,8.313,6.49,1.54,8.661,0.99,4.9
56,3.5,3.86058806740277,1.406,0.93,4.88,2.221,4.4,2.24,12.006,0.719,2.9
66,4.3,4.14018961841474,0.745,0.619,3.14,6.883,3.2,2.88,14.058,1.302,4.7
76,3,2.94955202815283,0.22,0.178,1.6,7.508,1.56,3.16,13.528,1.604,0.1
86,2,1.82587758572412,0.663,0.493,2.38,5.04,2.56,1.77,10.812,0.907,0.1
96,1.8,1.76779228404009,0.231,0.284,7.65,0.827,7.16,1.55,9.471,0.592,1.9
106,1.6,1.57942399290974,0.542,0.659,-3.23,2.864,-3.38,1.93,9.822,0.839,3.7
116,2,2.47485248093632,1.232,1.135,3.97,0.639,3.58,1.63,9.913,0.669,2.3
126,1.4,1.36251334074308,0.235,0.205,1.69,7.186,1.51,2.14,12.74,1.143,4.9
136,1.1,1.20102977557899,0.8,0.85,-4.38,7.384,-4.09,3.04,16.517,1.782,4.5
146,1,1.01999536632867,0.364,0.349,4.21,9.536,3.47,2.72,14.088,1.334,0.7
6,4,3.97398650033763,0.438,0.427,3.85,0.698,4.02,0.38,2.235,0.147,0.5
16,9.5,9.57907111587692,0.42,0.469,9.35,0.674,9.33,0.44,2.376,0.144,0.1
26,8.4,8.34397930845064,0.536,0.608,9.56,1.413,9.62,0.61,2.584,0.296,1.5
36,6.5,6.03965637629885,1.756,1.81,5.25,1.803,5.31,0.75,3.413,0.313,1.7
46,4.6,6.45414285426785,9.973,8.213,4.5,5.535,4.17,1.16,6.843,1.011,4.9
56,3.5,3.48217470420751,1.406,1.319,5.68,6.628,5.51,1.84,10.631,1.226,4.9
66,4.3,4.41606892362268,0.745,0.703,1.99,5.74,2.22,2.49,11.089,1.171,1.7
76,3,2.98980757489595,0.22,0.241,6.45,2.531,7.04,1.7,9.969,0.613,0.3
86,2,2.00775958736849,0.663,0.53,2.24,3.316,2.05,1.68,9.178,0.646,3.1
96,1.8,1.75801729081778,0.231,0.242,2.84,3.768,3.26,1.75,10.67,0.903,3.9
106,1.6,1.44863457613999,0.542,0.513,-0.95,9.702,-1.05,3.26,15.588,1.529,4.7
116,2,2.20083212338641,1.232,1.021,1.8,6.135,1.44,2.85,17.639,1.145,4.7
126,1.4,1.39553197902111,0.235,0.193,-1.99,7.06,-3.08,2.97,18.079,1.423,0.7
136,1.1,1.06609776140563,0.8,0.931,3.59,7.302,3.45,2.62,15.138,1.376,0.5
146,1,0.957221630733067,0.364,0.399,-0.58,8.188,0.35,3.23,15.98,2.035,4.3
6,4,4.13572300109229,0.438,0.425,4.82,1.114,4.87,0.59,2.7,0.227,1.1
16,9.5,9.41432992635926,0.42,0.419,9.33,0.834,9.2,0.6,2.962,0.195,0.5
26,8.4,8.32605749414264,0.536,0.469,8.07,0.321,8.01,0.5,2.768,0.183,0.5
36,6.5,6.60221341828033,1.756,1.42,6.47,2.73,6.42,0.93,3.887,0.464,2.7
46,4.6,6.56084800105524,9.973,13.046,6.61,7.759,6.78,1.76,9.325,1.272,4.9
56,3.5,3.8736666048654,1.406,1.398,-2.05,4.112,-2.15,2.14,12.302,1.024,4.7
66,4.3,4.31066010456023,0.745,0.664,10.25,8.876,10.39,3.35,16.317,2.047,4.9
76,3,2.9448132157038,0.22,0.207,-1.04,8.211,-1.2,3.14,16.505,1.478,0.3
86,2,1.97672633779958,0.663,0.818,4.76,6.834,4.41,1.87,12.249,1.238,0.3
96,1.8,1.84640547742346,0.231,0.22,4.12,6.895,4.26,1.58,12.882,0.986,4.7
106,1.6,1.68441611028358,0.542,0.519,-0.49,7.006,-0.03,2.42,12.427,1.004,2.1
116,2,2.18359514966543,1.232,1.219,0.01,6.104,0.38,1.93,11.751,1.339,4.9
126,1.4,1.39231322103622,0.235,0.229,3.37,6.504,3.38,2.46,11.537,1.242,0.9
136,1.1,0.783339075214356,0.8,1.032,0.38,3.483,0.67,1.48,8.641,0.894,0.1
146,1,1.07385670952439,0.364,0.326,-0.48,8.256,-1.04,2.34,11.134,1.29,4.7
