"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,3.84834884681258,0.853,0.862,3.67,0.265,3.55,0.46,2.556,0.144,0.5
16,9.5,9.41991176113204,1.186,1.187,9.41,2.029,9.29,0.67,3.216,0.415,1.9
26,8.4,8.14657834245921,1.365,1.604,8.88,1.677,8.93,0.6,4.269,0.371,1.7
36,6.5,6.93455929940515,1.678,1.586,6.35,1.599,6.4,0.64,4.048,0.285,0.1
46,4.6,5.01960584223293,2.312,2.399,4.75,3.208,4.56,0.9,4.973,0.494,3.1
56,3.5,4.35404080960062,2.791,3.152,3.88,2.904,3.77,1.08,6.406,0.388,2.9
66,4.3,4.28710171198044,0.445,0.507,3.1,3.18,3.1,1.15,6.328,0.76,0.3
76,3,3.14919953467389,0.688,0.563,3.7,3.273,3.71,1.2,6.485,0.687,3.1
86,2,1.97062008391705,1.243,0.926,2.94,1.851,3.29,1.26,6.88,0.542,0.7
96,1.8,1.84863282602632,0.256,0.257,1.37,1.383,1.69,1.29,6.346,0.38,0.7
106,1.6,1.52741535775915,0.402,0.469,2.01,3.628,1.77,1.5,7.392,0.586,3.3
116,2,1.80626351967025,1.101,1.006,2.97,4.788,3.08,1.86,9.811,0.791,4.7
126,1.4,1.30634308390493,0.607,0.626,0.6,6.41,0.38,1.56,8.547,1.078,0.3
136,1.1,1.09307670778177,0.507,0.489,0.07,0.381,0.21,1.08,5.843,0.448,0.9
146,1,1.00642080872322,0.442,0.308,-0.63,2.648,-0.62,1.14,6.012,0.495,2.7
6,4,3.88728810300618,0.853,0.708,4.61,1.545,4.91,0.57,2.627,0.236,1.5
16,9.5,9.36650413585341,1.186,1.244,8.48,1.199,8.63,0.62,3.302,0.228,1.3
26,8.4,8.80825309607923,1.365,1.475,8.31,1.063,8.25,0.6,3.447,0.254,0.3
36,6.5,6.72399976868361,1.678,2.061,8.01,2.225,8.01,0.82,3.839,0.377,2.1
46,4.6,4.46108782891484,2.312,2.122,4.06,3.823,3.97,1.1,5.975,0.601,3.5
56,3.5,4.12447454400089,2.791,3.239,1.72,0.282,1.71,1.26,6.802,0.346,0.1
66,4.3,4.22751182128205,0.445,0.547,6.1,2.927,5.82,1.22,6.44,0.543,0.5
76,3,3.10144558449337,0.688,0.626,2.99,1.946,2.63,1.05,6.126,0.362,2.3
