"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,4.00280819021221,0.198,0.223,3.77,1.259,3.69,0.44,2.399,0.2,0.1
16,9.5,9.92170661658741,2.028,2.245,10.22,1.893,10.36,0.54,2.881,0.336,1.9
26,8.4,9.46996296399236,1.954,1.926,7.2,1.22,7.25,0.88,3.641,0.227,1.3
36,6.5,6.54406213497755,0.295,0.206,6.65,1.769,6.64,0.54,4.138,0.313,1.5
46,4.6,4.61745885881038,1.271,1.532,4.6,1.309,4.76,0.77,4.366,0.356,0.5
56,3.5,3.60088756714131,0.68,0.698,2.37,1.779,2.45,0.69,4.462,0.351,1.9
66,4.3,4.39366716785174,0.686,0.872,5.08,1.148,5.16,0.85,4.886,0.306,0.9
76,3,3.04843311881394,0.202,0.186,3.55,2.302,3.41,1.14,5.587,0.386,2.1
86,2,2.00449194816776,0.33,0.266,0.63,2.033,0.75,1.23,5.506,0.484,0.1
96,1.8,1.77850934977174,0.379,0.309,2.12,2.576,1.84,0.76,4.745,0.451,0.5
106,1.6,1.6034801147817,0.529,0.388,4.13,3.27,4.39,0.89,5.147,0.519,3.5
116,2,1.68527881327335,0.663,0.648,0.73,2.333,0.71,1.08,5.583,0.424,0.1
126,1.4,1.92054385467836,1.68,1.535,1.31,1.297,1.18,1.4,5.014,0.327,1.1
136,1.1,1.12312226898442,0.281,0.308,1.04,1.452,1.17,1.49,5.576,0.344,1.3
146,1,1.14227517487484,0.724,0.566,0.43,2.639,0.74,1.48,6.221,0.508,2.5
6,4,3.96430861938644,0.198,0.211,3.64,1.479,3.48,0.4,2.244,0.208,1.5
16,9.5,10.0109958314984,2.028,2.33,10.04,1.003,9.95,0.56,2.883,0.181,1.1
26,8.4,8.3090187388534,1.954,1.797,7.91,3.339,7.99,0.87,4.634,0.424,3.5
36,6.5,6.60081860387905,0.295,0.347,6.98,2.355,7.04,0.91,5.029,0.374,0.1
46,4.6,4.63293188816304,1.271,1.219,3.48,0.528,3.51,0.81,4.49,0.236,0.1
56,3.5,3.2820767314044,0.68,0.758,4.95,2.299,4.61,0.83,5.149,0.464,1.9
66,4.3,4.18248862695961,0.686,0.653,4.73,1.96,4.97,1.45,5.53,0.36,2.5
76,3,3.01515208272361,0.202,0.211,1.47,2.921,1.37,0.84,5.433,0.557,0.1
86,2,2.00862945566788,0.33,0.318,2.84,3.183,2.48,1.13,5.491,0.496,3.1
96,1.8,1.73774649046459,0.379,0.388,1.4,0.89,1.1,1.17,6.404,0.447,0.5
106,1.6,1.52930687926948,0.529,0.416,2.52,2.176,2.41,0.96,6.296,0.431,0.1
116,2,1.95975039586372,0.663,0.643,1.52,1.458,1.58,0.7,5.549,0.274,0.3
126,1.4,1.71566040792462,1.68,1.693,0.25,2.973,0.59,1.33,6.312,0.667,3.1
136,1.1,1.16402271920361,0.281,0.298,2.74,2.334,2.69,0.93,6.297,0.364,0.1
146,1,1.03019391451407,0.724,0.615,1.02,1.85,0.94,1.16,6.223,0.396,1.7
6,4,4.04300146632304,0.198,0.12,4.03,1.49,3.92,0.45,2.445,0.193,0.5
16,9.5,9.57436789891645,2.028,1.703,9.83,1.323,9.91,0.49,2.325,0.287,1.3
26,8.4,8.35817715178978,1.954,1.983,7.96,3.269,7.94,0.83,4.189,0.542,3.3
36,6.5,6.46616873431267,0.295,0.238,7.53,2.885,7.58,0.84,4.41,0.589,0.1
46,4.6,4.57689359343894,1.271,1.528,2.77,1.877,3.02,0.78,3.893,0.42,1.7
56,3.5,3.3326885531054,0.68,0.602,4.24,1.851,4.18,0.82,4.785,0.399,1.7
66,4.3,4.35641118909623,0.686,0.695,5.25,1.81,4.94,1.15,5.219,0.362,1.7
76,3,3.02606188555942,0.202,0.16,2.31,1.119,2.45,1.08,5.409,0.354,0.3
86,2,2.08914779748737,0.33,0.265,1.26,1.288,1,1.03,5.27,0.259,0.3
96,1.8,1.78593955730829,0.379,0.356,1.62,1.474,1.75,0.85,4.718,0.4,0.1
106,1.6,1.84447543044777,0.529,0.478,2.4,1.684,2.48,0.77,4.327,0.364,0.3
116,2,2.04124957462931,0.663,0.565,2.71,3.42,2.63,0.9,5.247,0.618,3.5
126,1.4,1.8065968505132,1.68,1.836,-0.3,3.361,0.07,1.17,6.985,0.478,3.5
136,1.1,1.08409223236712,0.281,0.246,2.58,4.191,2.77,1.13,6.708,0.799,0.3
146,1,0.773977118222261,0.724,0.884,1.37,3.173,1.46,1.05,5.908,0.581,3.1
6,4,4.00605603515075,0.198,0.206,2.56,0.959,2.59,0.61,3.044,0.207,0.1
16,9.5,9.39774334666436,2.028,2.507,10.77,2.047,10.95,0.54,3.509,0.304,1.9
26,8.4,7.81376904435037,1.954,1.471,6.59,3.16,6.71,1.01,4.979,0.625,3.3
36,6.5,6.49980511756769,0.295,0.252,7.54,2.82,7.38,1.09,5.312,0.428,0.3
46,4.6,4.32547927768344,1.271,1.083,4.13,1.403,4.32,0.96,4.425,0.257,0.5
56,3.5,3.37765423424932,0.68,0.716,3.51,1.036,3.64,0.77,3.922,0.223,0.3
66,4.3,4.14864173585005,0.686,0.728,4.9,1.835,4.92,0.79,4.297,0.422,1.7
76,3,2.96837590027724,0.202,0.178,2.63,1.47,2.63,0.99,4.797,0.285,1.7
86,2,1.94060202386471,0.33,0.287,2.87,0.611,2.96,0.95,4.792,0.406,0.5
96,1.8,1.83305142236725,0.379,0.356,2.61,1.663,2.66,0.92,4.624,0.293,0.1
106,1.6,1.6988374746633,0.529,0.425,0.04,1.583,-0.12,1.08,4.611,0.276,1.5
116,2,1.87194498102669,0.663,0.742,2.07,0.73,2,0.8,4.932,0.322,0.7
126,1.4,1.52721186817436,1.68,1.649,1.86,2.122,1.81,1.08,5.384,0.386,2.1
136,1.1,1.11419746016404,0.281,0.276,1.59,3.45,1.26,1.26,6.868,0.691,3.3
146,1,0.765974912335942,0.724,0.556,-0.37,3.834,-0.07,1.17,6.275,0.71,0.9
6,4,4.02845757045131,0.198,0.226,4.28,1.113,4.3,0.44,2.829,0.153,1.1
16,9.5,9.09494201702197,2.028,1.916,9.58,1.813,9.68,0.56,3.503,0.327,1.9
26,8.4,7.98863772927552,1.954,1.805,8.45,1.184,8.34,0.77,4.035,0.229,1.3
36,6.5,6.55893897626507,0.295,0.198,6.34,0.37,6.54,0.77,4.275,0.289,0.7
46,4.6,4.56520402221696,1.271,1.459,5.68,2.692,6.05,0.93,5.138,0.546,2.9
56,3.5,3.42113627000924,0.68,0.637,1.85,0.841,1.79,1.27,5.745,0.391,0.9
66,4.3,4.09944462642853,0.686,0.652,4.66,1.55,4.55,1.08,5.564,0.419,0.7
