"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,4.08742892070334,1.333,1.367,4.58,0.638,4.5,0.56,3.275,0.233,0.1
16,9.5,9.53696540893748,0.973,0.881,9.43,0.9,9.42,0.53,2.966,0.18,0.3
26,8.4,8.24663860394646,2.711,3.257,8.16,2.821,8.21,0.72,4.065,0.523,2.9
36,6.5,6.45026582283812,3.644,3.538,6.69,2.84,6.6,1.04,5.774,0.56,2.5
46,4.6,4.26214421899658,1.795,1.832,2.38,5.186,2.25,1.38,8.352,0.965,4.7
56,3.5,3.09616696655619,1.271,1.188,3.72,3.213,3.27,1.36,9.093,0.777,0.7
66,4.3,4.47592542887432,0.492,0.574,6.21,1.714,6.37,2.21,8.535,0.492,0.9
76,3,3.05140873941937,0.587,0.611,1.08,2.062,1.09,1.46,8.403,0.458,1.3
86,2,2.02957702357779,0.276,0.328,3.55,3,3.92,1.35,7.926,0.689,0.3
96,1.8,1.81078428436397,0.22,0.186,2.43,3.254,2.48,1.41,7.228,0.739,0.3
106,1.6,1.86544645911011,1.638,1.518,2.86,2.955,2.88,1.35,6.72,0.535,2.9
116,2,2.25399099271997,1.232,1.363,1.26,3.753,1.03,1.71,8.134,0.59,3.5
126,1.4,1.38541335092853,0.379,0.325,0.1,4.085,0.14,1.32,8.206,0.601,0.1
136,1.1,1.04226885111248,0.421,0.358,-0.21,2.147,-0.28,1.38,6.98,0.484,2.3
146,1,1.04177502785601,0.343,0.344,3.41,3.264,2.98,1.37,8.673,0.538,3.3
6,4,4.14253378260962,1.333,1.136,4.23,1.606,4.28,0.49,3.103,0.298,1.7
16,9.5,9.45589788614589,0.973,1.152,9.25,0.948,9.36,0.73,3.799,0.224,0.9
26,8.4,9.05914593090696,2.711,2.763,8,3.106,8.06,0.96,4.829,0.61,3.3
36,6.5,6.11836357442734,3.644,3.674,6.43,3.63,6.46,1.27,6.504,0.719,3.9
46,4.6,4.32807106876221,1.795,1.762,4.41,2.642,4.81,1.19,7.203,0.593,0.3
