"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,4.04462473163833,1.934,2.139,3.83,1.44,3.92,0.63,3.129,0.252,1.5
16,9.5,9.71395950689981,1.194,1.305,8.58,1.115,8.79,0.57,3.474,0.258,1.3
26,8.4,8.33774335835744,1.259,1.061,9.06,1.463,9.02,0.8,3.982,0.362,1.7
36,6.5,6.23713410924215,0.933,0.923,5.51,1.553,5.28,0.62,4.206,0.34,0.5
46,4.6,4.87104423920116,2.949,2.588,6,2.488,6.01,0.8,4.425,0.477,2.5
56,3.5,1.8514133678724,6.464,7.344,2.78,5.484,2.84,1.29,7.188,0.766,4.9
66,4.3,4.36941294254221,0.409,0.385,6.9,3.123,6.88,1.24,9.128,0.615,0.5
76,3,2.98856385413592,0.518,0.484,0.34,2.223,-0.21,1.45,8.877,0.507,1.7
86,2,2.05026144218311,0.599,0.686,4.5,3.899,4.39,1.63,9.675,0.894,3.7
96,1.8,1.76936493258788,0.34,0.429,-0.6,1.482,0.12,1.55,10.265,0.838,1.7
106,1.6,1.60243928164502,0.763,0.83,5.45,4.283,5.3,2.35,9.354,0.796,0.3
116,2,2.06800940025455,0.152,0.154,-0.64,4.399,-0.92,1.74,9.252,0.941,4.7
126,1.4,1.48019567527128,0.63,0.499,-0.23,3.87,0.08,1.92,9.169,0.642,0.3
136,1.1,1.11046926632819,0.18,0.126,2.6,3.983,2.52,1.68,7.353,0.633,0.5
146,1,1.07691617857258,0.847,0.843,-0.45,6.79,-0.38,2.04,9.568,1.364,4.9
6,4,4.4992702997432,1.934,1.665,4.27,1.188,4.28,0.65,4.101,0.266,1.3
16,9.5,9.14918778651459,1.194,1.321,9.36,1.266,9.47,0.9,4.4,0.227,0.9
26,8.4,8.3900942025105,1.259,1.204,7.92,0.755,7.84,0.83,4.63,0.308,0.9
36,6.5,6.4935798707655,0.933,0.723,6.47,1.719,6.27,0.77,5.115,0.315,1.5
46,4.6,4.20991321406912,2.949,2.603,6.7,1.786,6.61,0.9,5.565,0.368,1.9
56,3.5,3.43512780410119,6.464,5.975,1.96,4.717,1.31,1.28,7.628,0.854,4.3
66,4.3,4.28041939722959,0.409,0.43,4.59,3.886,4.21,1.87,9.914,0.652,4.1
76,3,3.01661073448212,0.518,0.478,2.05,3.582,1.95,2.32,10.941,0.758,3.3
86,2,2.02977960637882,0.599,0.527,2.02,3.11,2.76,2.28,11.437,0.75,0.3
96,1.8,1.81874372959702,0.34,0.336,3.76,0.831,3.44,1.96,11.055,0.797,0.3
106,1.6,1.43869457788578,0.763,0.783,-2.89,2.946,-3.07,1.86,11.258,0.875,2.9
116,2,1.97254038102243,0.152,0.19,6.04,1.539,5.43,2.12,11.46,0.724,0.3
126,1.4,1.32046366893265,0.63,0.483,3.29,1.66,3.58,1.55,11.476,0.709,2.1
