"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,3.4616611928873,2.148,1.932,4.97,2.472,5.1,0.67,3.405,0.352,2.5
16,9.5,8.95139847193784,3.66,3.595,8.81,3.671,9.04,1,5.48,0.721,3.9
26,8.4,8.45355305501404,1.217,0.947,8.28,2.768,8.14,1.02,6.159,0.458,0.7
36,6.5,6.31588666683626,2.012,1.54,5.87,2.049,5.78,0.9,5.969,0.353,1.7
46,4.6,3.98543299590035,2.363,2.261,5.85,4.206,6.01,1.45,7.67,0.754,4.3
56,3.5,3.31007729419412,0.942,1.243,2.48,2.601,2.8,0.98,8.037,0.478,0.5
66,4.3,4.3317446389943,0.33,0.357,5.18,2.031,5.72,1.26,7.299,0.44,1.1
76,3,2.9023977096051,0.573,0.579,0.53,1.91,0.4,1.19,7.465,0.496,1.5
86,2,2.08176343289456,0.409,0.292,5.18,3.442,4.86,1.55,6.526,0.585,0.5
96,1.8,1.98360903694274,0.557,0.589,-0.31,1.371,-0.44,1.06,5.515,0.367,0.1
106,1.6,1.56648026157649,0.517,0.487,3.22,6.19,3.51,1.56,8.585,1.01,4.9
116,2,1.95568393248486,0.585,0.469,2.49,2.155,2.37,1.7,10.199,0.701,0.7
126,1.4,1.51860412128183,1.209,1.212,-0.06,5.655,-0.17,1.32,8.039,0.937,1.5
136,1.1,1.08392355090434,0.258,0.214,2.51,3.872,2.53,1.41,6.759,0.603,4.1
146,1,0.986283522957457,0.612,0.676,-0.37,3.783,-1.07,1.98,8.749,0.787,3.7
6,4,4.12483218441107,2.148,2.32,3.71,3.34,3.82,0.76,4.028,0.458,3.3
16,9.5,9.04282904804068,3.66,4.16,10.86,0.767,10.66,1.05,5.323,0.362,0.7
26,8.4,8.59492061761804,1.217,1.563,6.01,4.96,6.03,1.23,7.051,0.723,4.9
36,6.5,6.73241105694478,2.012,2.141,7.12,3.697,7.3,1.32,7.747,0.713,0.3
46,4.6,5.02208632462608,2.363,2.231,5.81,1.306,6.1,1.49,7.033,0.393,0.7
56,3.5,3.61647262078584,0.942,0.944,4.73,2.291,4.6,1.3,7.257,0.423,2.7
66,4.3,4.28242742494763,0.33,0.393,4.62,1.841,4.57,1.28,7.6,0.582,0.1
76,3,3.12699221177393,0.573,0.522,0.47,5.34,0.96,1.72,8.713,0.983,4.7
86,2,1.9691022238583,0.409,0.365,3.19,2.384,3.35,1.79,9.874,0.693,0.1
96,1.8,1.85439019799604,0.557,0.683,0,1.493,0.63,1.94,10.361,0.605,1.7
106,1.6,1.94938243266954,0.517,0.394,3.56,5.677,3.67,1.42,8.407,1.08,0.1
116,2,1.95544024654023,0.585,0.827,0.27,6.966,0.26,1.63,9.329,1.164,4.9
126,1.4,1.4333898289148,1.209,1.248,2.54,6.218,2.71,1.93,9.385,1.157,0.7
136,1.1,1.03244666735755,0.258,0.349,-0.82,3.67,-1.51,1.5,8.153,0.796,3.5
146,1,0.980252156673036,0.612,0.534,3.84,1.374,3.81,1.8,8.764,0.526,0.1
6,4,3.77769082860956,2.148,2.086,4.07,2.511,3.89,0.84,3.729,0.397,2.5
16,9.5,8.62947838020976,3.66,3.668,9.05,3.4,8.83,1.11,5.309,0.632,3.5
26,8.4,8.41385773287755,1.217,1.032,9.86,3.509,10.07,1.32,7.261,0.661,3.9
36,6.5,6.73513315011661,2.012,2.235,5.66,3.693,5.71,1.47,7.171,0.7,0.1
46,4.6,4.66423045184403,2.363,2.206,3.8,6.165,3.98,1.92,8.728,1.193,4.9
56,3.5,3.43769368302973,0.942,0.829,3.47,1.505,3.59,2.02,10.885,0.697,0.7
66,4.3,4.27707376202983,0.33,0.281,4.57,5.47,4.76,1.49,8.936,0.876,0.7
76,3,3.04978590681767,0.573,0.632,3.65,1.09,4.07,1.19,7.071,0.421,1.1
86,2,2.03130737081387,0.409,0.418,1.45,0.317,1.31,1.45,7.415,0.419,0.7
96,1.8,1.68833099277691,0.557,0.504,2.83,1.175,2.45,1.33,7.385,0.392,1.5
106,1.6,1.72648739696514,0.517,0.546,0.49,3.269,0.75,1.34,7.791,0.647,2.7
116,2,2.02026759754432,0.585,0.656,1.33,2.778,1.35,1.6,7.903,0.515,0.3
126,1.4,1.35840570698623,1.209,1.009,1.87,1.623,1.81,1.78,7.548,0.527,1.5
136,1.1,1.09970209325389,0.258,0.214,0.28,3.427,0.42,1.66,8.625,0.545,3.7
146,1,0.89123881546131,0.612,0.722,0.06,4.383,0.36,2.15,9.861,0.824,4.3
6,4,3.86728591650021,2.148,2.174,3.39,2.346,3.34,0.72,3.243,0.369,2.5
16,9.5,9.95851927061561,3.66,3.42,10.2,3.636,10.32,1,5.661,0.666,3.5
26,8.4,8.66211998352829,1.217,1.261,8.09,0.815,8.11,1.26,6.579,0.426,0.7
36,6.5,6.91619781151097,2.012,1.944,7.36,4.52,7.72,1.53,8.107,0.915,4.3
46,4.6,4.01378446335119,2.363,2.552,5.48,3.791,5.13,1.52,8.266,0.609,1.1
56,3.5,3.44400676708339,0.942,1.03,1.43,5.081,1,1.82,9.112,0.863,4.9
66,4.3,4.20803682217846,0.33,0.272,4.92,4.289,4.99,1.56,9.177,0.578,0.3
76,3,3.02836763142251,0.573,0.721,2.65,2.82,2.6,1.53,7.926,0.604,0.5
86,2,1.96116951104537,0.409,0.449,2.04,3.318,1.91,1.48,7.992,0.58,3.5
96,1.8,1.73035707668899,0.557,0.53,1.25,3.084,1.28,1.13,8.076,0.593,0.1
106,1.6,1.50889583677769,0.517,0.559,2.98,2.461,2.7,1.09,7.458,0.418,0.1
116,2,2.1002388971274,0.585,0.616,2.68,4.121,2.88,1.19,7.839,0.668,4.3
126,1.4,1.55945656734651,1.209,0.747,1.35,1.795,1.32,1.61,8.49,0.486,0.5
136,1.1,1.03577196979724,0.258,0.264,0.64,1.31,0.8,1.52,8.697,0.579,0.3
146,1,0.931983617749592,0.612,0.588,0.03,2.832,0.23,1.37,9.172,0.587,2.5
6,4,3.9586935676317,2.148,1.956,4.04,3.166,3.94,0.67,4.233,0.524,3.1
16,9.5,9.76380869395625,3.66,4.134,9.97,2.076,10.39,1.11,5.551,0.246,2.3
26,8.4,8.13516010753684,1.217,1.269,7.68,3.277,7.74,1.4,6.813,0.52,3.3
36,6.5,6.88690155936985,2.012,2.149,6.36,3.396,6.5,1.12,8.373,0.73,3.1
46,4.6,4.54091887848836,2.363,2.421,5.59,3.646,5.3,1.32,8.268,0.655,0.9
56,3.5,3.7805248468724,0.942,0.875,2.92,5.895,3.43,1.61,9.28,0.736,4.9
66,4.3,4.28818717950294,0.33,0.287,4.36,6.72,4.12,1.74,8.257,0.899,2.9
76,3,2.9834608665905,0.573,0.564,1.73,2.829,1.89,1.16,6.139,0.41,3.1
86,2,1.96609002974806,0.409,0.35,2.55,2.925,2.52,1.27,7.94,0.56,2.9
96,1.8,1.80248532807503,0.557,0.603,2.01,1.811,1.72,1.26,7.691,0.424,0.5
106,1.6,1.53555274007924,0.517,0.524,1.28,2.051,1.51,1.32,7.453,0.441,0.7
116,2,1.92951626818205,0.585,0.646,2.91,3.09,2.76,1.42,7.918,0.672,3.3
126,1.4,1.59317494162927,1.209,1.345,2.04,3.006,2.93,1.4,8.403,0.626,4.1
136,1.1,1.03868351853985,0.258,0.263,-0.18,2.735,-0.67,1.35,9.036,0.543,0.9
146,1,0.982008703303519,0.612,0.574,1.09,3.581,1.11,1.48,7.535,0.629,0.5
6,4,3.4201237464761,2.148,1.942,4.68,2.243,4.59,0.76,3.726,0.396,2.3
16,9.5,9.572951591981,3.66,4.047,8.49,0.535,8.49,0.79,4.539,0.356,0.9
26,8.4,8.50415048285888,1.217,0.968,9.57,3.723,9.66,1.1,5.749,0.642,3.7
36,6.5,6.30218902065467,2.012,1.572,7.2,1.38,7.49,1.21,6.707,0.443,0.7
46,4.6,4.08927521052689,2.363,2.818,4.14,2.011,3.95,1.1,7.04,0.509,1.3
56,3.5,3.37292958843488,0.942,1.24,1.79,2.772,1.52,1.47,7.945,0.846,2.5
66,4.3,4.3320387577818,0.33,0.364,4.62,2.428,4.83,1.29,7.695,0.65,0.7
76,3,2.87432727181259,0.573,0.517,4.61,1.724,4.88,1.01,7.356,0.468,0.1
86,2,1.92677947310605,0.409,0.408,0.23,3.194,0.23,1.23,7.575,0.564,2.9
96,1.8,1.6887293070097,0.557,0.565,2.43,3.255,2.3,1.17,7.803,0.607,0.1
106,1.6,1.70422265372322,0.517,0.548,1.45,1.124,2.03,1.12,7.107,0.386,0.3
116,2,2.10287975817792,0.585,0.493,2.16,0.846,1.98,1.25,7.351,0.456,0.9
126,1.4,1.82000707709487,1.209,1.256,2.22,1.709,2.89,1.35,7.557,0.386,2.7
136,1.1,1.13796946691693,0.258,0.271,0.74,5.305,0.84,1.68,9.077,1.013,4.9
146,1,1.09378204045081,0.612,0.634,0.17,4.283,0.19,1.86,9.726,0.926,0.5
6,4,3.94578230833891,2.148,1.899,4.61,2.595,4.63,0.76,3.485,0.461,2.7
