"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,4.40723321764215,2.169,2.015,5.68,2.56,5.71,0.45,3.366,0.38,2.5
16,9.5,9.49689907335482,0.267,0.29,8.22,1.489,8.28,0.72,3.844,0.309,0.1
26,8.4,8.41679969440975,1.406,1.287,9.43,2.011,9.48,0.91,4.056,0.372,1.9
36,6.5,6.06434165187359,6.443,5.218,4.43,6.176,4.54,1.33,7.922,0.77,4.9
46,4.6,4.66082230398142,0.697,0.756,5.69,3.79,5.1,2.27,10.975,0.85,4.5
56,3.5,3.76961231405962,2.899,3.179,1.61,4.789,2.43,1.6,10.324,1.03,0.1
66,4.3,4.21021607462545,0.68,0.582,3.54,2.405,3.26,1.6,8.958,0.582,2.5
76,3,3.02574052644346,0.911,0.996,3.8,7.01,3.87,2.42,11.783,1.453,4.7
86,2,1.90424766560465,0.745,0.776,5.11,6.905,5.46,2.38,12.173,1.38,0.5
96,1.8,1.95723379842891,1.061,0.834,-0.78,4.118,-0.98,1.78,10.65,0.812,4.3
106,1.6,1.15425693947606,1.906,1.777,1.66,4.131,1.52,2.25,10.545,1.028,0.9
116,2,2.07088098154066,0.772,0.693,2.54,6.218,2.83,2.07,11.479,1.057,4.9
126,1.4,1.36069599856717,0.33,0.285,1.63,3.422,2.27,1.94,12.468,0.732,0.3
136,1.1,1.17595535390437,0.328,0.336,3.17,7.071,2.76,2,9.825,1.275,1.3
146,1,1.03992162042241,0.281,0.303,1.94,2.786,2.14,1.05,7.582,0.642,3.3
6,4,4.25480420281468,2.169,2.034,3.64,1.756,3.56,0.57,3.214,0.357,1.7
16,9.5,9.5640216549846,0.267,0.214,10.74,0.798,10.95,0.76,3.609,0.282,1.1
26,8.4,8.66446055446449,1.406,1.62,8.59,1.561,8.66,0.72,4.16,0.33,1.5
36,6.5,6.43182932086337,6.443,6.746,4.98,4.258,5.32,1.25,6.108,0.646,4.5
46,4.6,4.68506889947659,0.697,0.762,3.1,4.648,2.82,1.34,8.692,0.944,4.9
56,3.5,3.32514688435048,2.899,2.66,4.38,1.686,4.95,1.3,10.163,0.734,1.3
66,4.3,4.43215183988316,0.68,0.817,4.65,4.365,4.63,1.87,10.641,0.713,4.1
76,3,2.92168194857318,0.911,1.014,5.15,2.83,5.25,1.8,11.581,0.74,0.5
86,2,2.07226439712616,0.745,0.864,-0.81,5.257,-1.21,2.55,12.278,0.912,4.9
96,1.8,1.47305184820829,1.061,1.101,3.71,5.697,3.57,2.63,11.986,0.722,1.3
106,1.6,1.88279825959019,1.906,1.857,-0.24,2.569,0.07,2.31,10.973,0.614,3.1
116,2,2.29081713817135,0.772,0.768,4,0.953,3.94,2.17,11.351,0.826,0.5
126,1.4,1.3548603152899,0.33,0.315,-0.07,3.424,-0.42,1.92,10.83,0.951,0.3
136,1.1,1.15895887626358,0.328,0.251,2.81,1.248,3.21,1.64,10.06,0.69,0.9
146,1,1.02443810230887,0.281,0.347,1.1,2.948,1.21,1.75,9.968,0.647,1.1
6,4,4.32575824083441,2.169,2.048,4.63,1.955,4.43,0.62,3.312,0.348,1.9
16,9.5,9.51688059723154,0.267,0.241,8.19,2.05,8.11,0.76,4.536,0.375,2.1
26,8.4,8.3685097334955,1.406,1.452,8.97,1.997,9.11,0.85,4.529,0.421,0.3
36,6.5,8.33249700166048,6.443,6.114,6.97,6.005,6.98,1.27,6.994,0.701,4.9
46,4.6,4.61647826721114,0.697,0.672,4.09,4.358,3.49,1.33,10.231,0.89,4.5
56,3.5,2.66143936556463,2.899,2.675,4.1,5.544,4.14,1.54,10.135,0.949,0.3
66,4.3,4.13640274966998,0.68,0.668,5.38,3.219,5.24,1.68,8.664,0.608,3.5
76,3,3.08462884072266,0.911,0.924,3.56,3.016,3.38,1.54,8.837,0.773,0.3
86,2,2.29895042699803,0.745,0.757,-0.56,4.217,-0.78,1.87,8.965,0.748,4.1
96,1.8,1.57896736719797,1.061,1.169,2.7,2.68,3.03,1.5,9.996,0.91,2.5
106,1.6,1.75472900207294,1.906,1.87,0.15,4.327,0.18,2.01,11.681,0.827,4.7
116,2,2.18047437100855,0.772,0.742,2.42,5.942,1.83,2.12,10.88,1.102,1.5
126,1.4,1.43419234641249,0.33,0.35,0.12,4.755,0.38,1.8,10.371,1.056,4.7
136,1.1,1.08343240886773,0.328,0.374,6.42,5.429,6.38,1.85,9.816,0.989,0.3
146,1,0.94052897782892,0.281,0.322,-1.99,4.034,-1.38,2.41,9.499,0.833,4.1
6,4,4.87957191159151,2.169,2.223,3.9,2.042,3.87,0.56,3.138,0.353,1.9
16,9.5,9.60331760298009,0.267,0.241,9.94,1.498,9.77,0.68,4.072,0.244,1.5
26,8.4,8.9494853561321,1.406,1.245,8.57,1.429,8.67,0.8,4.047,0.296,0.1
36,6.5,7.07514712636824,6.443,6.961,6.19,5.936,6.15,1.4,6.774,0.735,4.9
46,4.6,4.75921152936712,0.697,0.565,4.14,1.351,3.91,1.52,9.311,0.756,1.1
56,3.5,2.37475017007756,2.899,2.97,4.42,1.726,3.93,1.32,8.288,0.615,0.3
