"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,4.01238422879528,0.226,0.202,4.44,0.896,4.55,0.51,2.739,0.173,0.1
16,9.5,9.55450617985854,0.325,0.382,9.62,1.001,9.51,0.47,2.518,0.173,0.3
26,8.4,8.09355414707128,1.332,1.305,8.14,1.318,8.18,0.51,2.617,0.263,1.1
36,6.5,6.27879070711641,1.709,1.793,6.85,0.712,7,0.49,3.003,0.172,0.7
46,4.6,3.68537991674295,3.294,2.73,4.2,4.253,4.26,1.03,5.103,0.741,4.3
56,3.5,2.98497712363692,5.254,5.876,3.08,5.403,2.96,1.53,8.621,0.866,4.9
66,4.3,4.3120427008665,0.329,0.335,4.08,2.965,4.37,1.58,9.632,0.951,0.5
76,3,2.85031079024964,0.328,0.331,4.35,2.239,4.9,2.19,8.942,0.626,1.1
86,2,2.13438838636655,0.669,0.674,2.28,4.789,2.25,2,9.89,0.837,4.5
96,1.8,1.84929255189364,0.196,0.176,3.33,4.429,3.81,1.81,10.109,0.767,0.1
106,1.6,1.69414961271616,0.664,0.552,-0.32,4.477,-0.68,1.69,10.168,0.73,4.7
116,2,2.06390923382624,0.412,0.497,1.36,4.332,1.11,2.08,10.143,0.671,0.7
126,1.4,1.42774946509032,0.705,0.67,3.38,0.54,3.28,1.46,9.423,0.54,0.7
136,1.1,1.05656742763088,0.259,0.254,-0.96,2.485,-1.46,1.69,9.409,0.876,2.5
146,1,0.983411617424083,0.872,1.082,1.35,4.391,1.59,1.41,8.734,0.733,0.5
6,4,4.02432852644893,0.226,0.216,4.5,0.544,4.6,0.48,2.45,0.178,0.1
16,9.5,9.50510689558996,0.325,0.343,9.38,0.915,9.52,0.5,2.832,0.183,0.9
26,8.4,8.7719281970476,1.332,1.186,9.19,1.326,9.25,0.73,3.132,0.241,1.3
36,6.5,6.80693780783849,1.709,1.601,5.49,0.463,5.69,0.54,3.541,0.311,0.1
46,4.6,4.0470873724228,3.294,3.337,5.27,2.713,5.03,0.76,4.295,0.429,2.7
56,3.5,2.79245215962312,5.254,6.1,2.12,5.819,2.01,1.29,7.795,0.987,4.9
66,4.3,4.33896033433516,0.329,0.347,7.36,2.584,7.33,2.01,9.977,0.636,3.1
76,3,2.99809939874082,0.328,0.316,-1.3,5.301,-1.06,1.82,8.906,0.884,0.1
86,2,2.00000391458562,0.669,0.707,5.19,1.953,5.52,1.2,7.264,0.358,1.3
96,1.8,1.78379779731233,0.196,0.204,2.15,5.578,2.18,1.82,9.62,1.114,4.9
106,1.6,1.55762117060593,0.664,0.772,1.92,3.829,1.87,2.63,10.52,0.979,0.1
116,2,1.84839666086846,0.412,0.375,0.53,5.081,0.04,1.56,10.998,0.915,4.9
126,1.4,1.57384534966511,0.705,0.833,1.44,5.881,1.69,1.71,10.042,1.111,0.3
136,1.1,1.072538670086,0.259,0.25,1.44,3.795,1.34,1.73,9.237,0.481,3.5
146,1,1.09766488796496,0.872,0.742,1.02,3.144,1.21,1.8,10.774,0.578,3.3
6,4,3.96757451174263,0.226,0.19,4.1,0.621,4.11,0.4,2.196,0.163,0.5
16,9.5,9.49266629221753,0.325,0.294,10.1,0.852,9.95,0.49,2.46,0.222,0.9
26,8.4,8.22982238886044,1.332,1.368,7.7,1.392,7.69,0.43,2.903,0.185,1.3
36,6.5,6.66415241363218,1.709,1.747,5.8,2.789,5.89,0.67,4.192,0.56,2.7
46,4.6,4.84333955786359,3.294,3.123,4.82,2.254,4.64,0.89,5.771,0.338,2.5
56,3.5,2.49162674818512,5.254,6.024,3.48,2.916,3.62,1.02,6.697,0.521,2.9
66,4.3,4.29708970562972,0.329,0.294,2.77,1.936,2.7,1.17,6.963,0.641,0.9
76,3,2.94123166137085,0.328,0.367,6.29,5.781,6.27,1.44,8.917,1.034,4.9
86,2,1.95897360131281,0.669,0.498,2.75,4.559,3.06,1.68,9.734,0.784,0.7
96,1.8,1.77281613918383,0.196,0.172,-1.18,3.406,-0.48,1.7,9.07,0.72,3.9
106,1.6,1.77783729973639,0.664,0.772,3.51,0.61,3.54,1.75,9.649,0.625,1.1
116,2,2.062775214785,0.412,0.398,1.82,4.936,1.7,1.54,8.077,0.918,0.3
126,1.4,1.15605759628119,0.705,0.641,1.98,4.338,2.24,1.72,8.037,0.811,4.3
136,1.1,1.15693523732445,0.259,0.24,2.09,0.918,1.81,1.76,8.962,0.628,1.5
146,1,0.997249096404437,0.872,0.708,1,3.469,1.24,1.82,9.835,0.511,3.5
6,4,4.00673982811973,0.226,0.217,3.36,0.365,3.39,0.44,2.135,0.145,0.1
16,9.5,9.55795774101975,0.325,0.359,9.38,0.803,9.45,0.4,2.317,0.142,0.9
26,8.4,8.0696522666193,1.332,1.509,8.71,0.939,8.66,0.57,2.73,0.222,0.9
36,6.5,6.18594426540817,1.709,1.883,6.8,1.952,6.73,0.61,3.452,0.306,1.9
46,4.6,4.07384284606269,3.294,3.048,4.22,3.042,4.12,0.92,4.954,0.445,3.1
56,3.5,5.65883782274556,5.254,5.576,3.31,6.934,2.66,1.59,9.012,1.186,4.9
