"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,4.42884236856661,3.042,2.954,4.99,3.254,4.99,0.82,3.982,0.565,3.3
16,9.5,9.92717713598798,1.686,1.38,7.91,2.978,8,1.21,6.106,0.557,2.7
26,8.4,8.15289510051783,0.968,1.097,7.95,3.036,8.07,1.07,6.344,0.576,0.1
36,6.5,6.12704113409526,7.224,6.033,9.2,4.977,9.08,1.37,7.271,0.593,4.9
46,4.6,4.476868252898,1.004,0.842,4.64,3.153,4.62,1.53,9.386,0.737,3.5
56,3.5,4.04365500688757,11.868,14.962,3.17,6.556,4.31,2.38,11.359,1.349,4.9
66,4.3,4.2520983298547,0.231,0.227,5.94,4.581,5.53,2.22,13.356,1.093,3.1
76,3,3.07231945296553,0.348,0.309,5.1,4.557,5.19,3.09,14.296,1.154,1.3
86,2,2.01548833147215,0.388,0.399,1.28,7.102,1.46,2.27,15.126,1.325,4.9
96,1.8,1.84095121275817,0.427,0.442,-2.16,5.243,-2.84,2.11,15.66,1.309,0.9
106,1.6,1.49598188904041,1.068,0.776,1.6,8.131,1.65,3.17,17.422,1.488,4.3
116,2,2.02641197263001,0.223,0.246,5.1,7.439,6.7,3.31,17.834,1.383,0.9
126,1.4,1.50021294663241,0.744,0.67,0.78,5.137,1.4,3.39,16.521,1.204,4.5
136,1.1,1.27319202202367,0.669,0.599,2.68,4.371,2.72,2.92,16.933,1.278,1.1
146,1,0.968385787500558,0.239,0.291,1.41,7.014,1.38,3.25,14.317,1.37,0.7
6,4,5.24187242143286,3.042,3.401,2.32,2.904,2.39,0.65,3.492,0.446,3.1
16,9.5,9.76968873981019,1.686,1.516,11.09,0.864,11.22,0.68,4.61,0.373,0.1
26,8.4,8.00687614335358,0.968,1.029,8.67,0.884,8.81,0.78,4.232,0.233,0.1
36,6.5,5.34418021497272,7.224,6.081,7.13,8.044,7.27,1.64,8.922,1.233,4.9
46,4.6,4.68346417414454,1.004,0.931,5.78,6.632,5.47,1.84,10.548,1.07,0.3
56,3.5,2.99101937915293,11.868,10.602,0.78,9.075,1.09,2.23,11.886,1.628,4.7
66,4.3,4.32654363388985,0.231,0.231,4.37,1.892,3.99,2.23,14.977,0.933,0.1
76,3,3.05646074646665,0.348,0.321,9.08,8.845,9.81,3.46,17.707,1.46,4.9
86,2,1.91523651571127,0.388,0.437,-0.68,3.69,-0.97,3.33,19.557,1.406,4.9
96,1.8,1.82210242797166,0.427,0.469,1.64,7.816,3.18,3.53,18.754,1.363,1.3
106,1.6,1.51056967889449,1.068,1.016,7.4,5.798,7.95,2.71,15.959,1.169,1.1
116,2,2.01404888507875,0.223,0.181,-0.91,7.166,-1.09,2.97,16.878,1.529,4.9
126,1.4,1.39566372752312,0.744,0.783,1.82,0.695,1.86,3.39,17.295,1.06,1.3
136,1.1,0.979347869072809,0.669,0.695,-2.57,4.868,-2.12,3.8,17.295,0.917,0.3
146,1,0.917971186136618,0.239,0.231,2.99,7.124,2.97,2.48,14.493,1.303,0.5
6,4,4.02141123860058,3.042,2.612,3.21,2.562,3.02,0.6,3.437,0.387,2.5
16,9.5,9.66173972578555,1.686,1.535,9.56,4.135,9.39,1.03,5.906,0.826,3.9
26,8.4,8.35857629999938,0.968,1.089,10.21,3.709,9.91,1.02,6.205,0.745,0.5
36,6.5,7.26446928206613,7.224,8.453,6.87,7.791,6.74,1.52,8.587,1.222,4.9
46,4.6,4.51212839256285,1.004,0.802,1.63,5.992,1.95,2.02,10.453,1.031,1.3
