"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,4.04099031357987,0.244,0.218,4.66,1.098,4.66,0.55,2.834,0.208,1.3
16,9.5,9.65503361566628,4.7,4.359,7.04,4.993,6.91,0.98,5.681,0.804,4.9
26,8.4,8.31517573486907,0.778,0.766,11.78,2.882,11.85,1.42,8.134,0.475,3.1
36,6.5,6.26271403981358,1.94,1.731,6.19,1.884,5.73,1.65,8.258,0.637,1.5
46,4.6,4.41125957601439,0.856,0.883,3.48,0.781,3.64,1.61,7.821,0.664,0.7
56,3.5,3.28508767203685,1.869,1.545,4.37,2.358,4.42,1.7,7.762,0.543,0.5
66,4.3,4.18906532925077,0.521,0.543,3.08,1.936,2.92,1.21,7.185,0.45,0.3
76,3,3.03195678084565,0.076,0.068,3.5,1.472,4.14,1.25,6.814,0.395,0.1
86,2,2.03095158964097,0.297,0.328,2.32,1.441,2.42,1.4,6.967,0.523,1.1
96,1.8,1.84693580916859,0.313,0.325,2,1.277,1.78,1.16,7.075,0.465,1.3
106,1.6,1.59752491300051,0.18,0.187,-0.29,5.979,-0.3,1.58,9.198,0.873,4.9
116,2,1.97630796209341,0.079,0.079,4.07,5.288,3.98,1.93,10.096,1.107,1.1
126,1.4,1.39009360167895,0.272,0.269,2.57,0.92,2.46,1.73,8.152,0.514,0.7
136,1.1,1.0517186905092,0.225,0.153,-0.31,2.31,-0.17,1.85,8.834,0.539,1.9
146,1,0.845644710004378,0.612,0.708,1.01,3.96,0.48,1.4,7.74,0.616,0.5
6,4,4.09400499436083,0.244,0.179,3.71,0.85,3.69,0.44,2.526,0.196,0.9
16,9.5,9.14304323674788,4.7,4.643,10.37,4.105,10.36,0.84,4.884,0.758,4.3
26,8.4,8.36866295675881,0.778,0.862,5.98,5.146,5.92,1.62,8.137,0.67,4.7
36,6.5,6.83832649543124,1.94,1.47,9.48,3.882,9.71,1.42,8.574,0.784,0.3
46,4.6,4.48924844650665,0.856,0.869,1.2,3.087,1.59,1.39,7.493,0.627,0.7
56,3.5,3.5452442715427,1.869,1.725,5.64,1.211,5.57,0.98,6.912,0.498,1.7
66,4.3,4.50565930275002,0.521,0.576,4.76,1.643,4.73,1.4,6.759,0.517,0.1
76,3,3.00750878578138,0.076,0.063,2.08,3.9,1.97,1.27,7.767,0.769,4.3
86,2,2.04426302929994,0.297,0.33,1.93,3.245,2.14,1.25,7.842,0.545,0.7
96,1.8,1.80673957438769,0.313,0.294,2.81,2.446,3.2,1.3,7.89,0.669,2.1
106,1.6,1.6147742021582,0.18,0.154,0.98,3.878,0.93,1.44,6.928,0.597,0.1
116,2,1.96990247307161,0.079,0.07,-0.23,4.065,-0.23,1.17,7.176,0.547,4.1
126,1.4,1.42620000205371,0.272,0.272,3.76,3.262,4.23,1.61,7.264,0.587,0.9
136,1.1,1.11160306232116,0.225,0.199,-0.01,5.481,-0.12,1.55,9.149,0.949,4.9
146,1,0.91395777418592,0.612,0.613,4.61,5.575,4.24,1.4,8.224,0.791,1.1
6,4,4.0182985942703,0.244,0.294,4.68,0.765,4.68,0.55,2.951,0.155,0.1
16,9.5,10.4500188917446,4.7,4.303,7.49,3.664,7.48,0.86,4.568,0.641,3.7
26,8.4,8.13721904759582,0.778,0.662,9.96,2.284,10.04,1.03,6.288,0.441,1.7
36,6.5,6.56293079552566,1.94,1.591,6.66,1.573,6.42,1.28,6.932,0.58,2.1
46,4.6,4.67543237640832,0.856,0.936,4.55,0.83,4.52,1.5,7.459,0.503,1.1
56,3.5,3.58590155841754,1.869,2.491,2.83,2.286,3.45,1.46,7.22,0.562,2.3
66,4.3,4.14561360934345,0.521,0.588,5.58,1.937,5.64,1.42,7.346,0.446,0.3
76,3,3.00503007192665,0.076,0.065,2.46,2.272,2.75,1.24,7.371,0.508,1.9
86,2,1.99546165712463,0.297,0.296,2.66,2.584,2.93,1.93,8.409,0.585,2.3
96,1.8,1.7046005024392,0.313,0.318,0.73,3.936,0.81,1.64,9.956,0.684,3.3
106,1.6,1.63546729334971,0.18,0.162,1.55,1.769,2.13,2.19,10.278,0.563,0.5
116,2,2.00611026277292,0.079,0.061,2.05,3.92,2.04,1.95,9.469,0.914,0.7
126,1.4,1.45982578502949,0.272,0.28,2.04,2.129,2.09,1.48,7.979,0.619,0.5
136,1.1,1.11167057859557,0.225,0.268,2.63,3.921,2.51,1.25,6.683,0.796,0.1
146,1,1.04177856194233,0.612,0.554,0.65,2.842,0.81,1.08,6.266,0.525,2.5
6,4,3.97566736742525,0.244,0.168,4.11,2.188,4.26,0.57,2.971,0.365,0.5
16,9.5,9.6683379659596,4.7,4.008,9.25,5.294,9.42,1.07,5.649,0.542,4.9
26,8.4,8.42280366489883,0.778,0.667,9.47,3.146,9.72,1.44,6.899,0.764,0.5
36,6.5,6.54920756900558,1.94,1.996,6.91,5.183,7.03,1.75,7.847,0.719,4.9
46,4.6,4.55336603158303,0.856,0.822,2.59,4.401,2.61,1.66,8.555,0.816,0.7
56,3.5,3.99204883160964,1.869,2.124,3.14,1.387,3.32,1.55,6.846,0.43,0.7
66,4.3,4.43311931322961,0.521,0.515,7.51,3.21,7.58,0.83,6.181,0.639,0.5
76,3,3.01084182274774,0.076,0.091,2.58,2.048,2.74,1.07,5.977,0.509,2.3
86,2,1.99117665487893,0.297,0.349,-1.22,4.585,-1.31,1.5,7.716,0.667,4.5
96,1.8,1.71777454781745,0.313,0.312,4.06,3.677,4.46,1.64,8.223,0.845,0.5
106,1.6,1.62115068354796,0.18,0.209,1.52,3.313,2,1.23,6.553,0.634,0.5
116,2,2.00712616403997,0.079,0.085,1.77,4.171,1.96,1.6,6.963,0.493,4.3
126,1.4,1.41554100102848,0.272,0.307,-1.12,5.412,-0.96,1.77,9.866,0.733,4.7
136,1.1,1.13832276640131,0.225,0.229,3.7,5.839,3.58,1.89,9.346,1.02,1.5
146,1,0.899726624016321,0.612,0.632,-2.05,5.225,-2.38,1.96,8.857,0.815,4.9
6,4,4.05473578364023,0.244,0.195,4.18,1.038,4.15,0.52,2.78,0.197,0.3
16,9.5,8.84227728041246,4.7,4.598,9.03,2.745,8.93,0.77,4,0.365,2.9
26,8.4,8.21531947441886,0.778,0.612,8.62,5.178,8.95,1.46,6.731,0.904,4.9
36,6.5,6.06987344187216,1.94,2.066,9.04,2.267,8.69,1.46,8.062,0.595,1.1
46,4.6,4.33864180785818,0.856,0.878,1.23,2.045,1.26,1.81,8.048,0.697,1.5
56,3.5,3.23035627694599,1.869,1.816,5,3.731,4.16,1.53,7.927,0.511,0.5
