"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,4.83329557592313,7.928,8.501,5.2,6.791,5.47,1.18,7.338,0.94,4.9
16,9.5,9.48890324540381,1.374,1.157,7.08,2.81,7.17,2.19,10.552,0.707,2.5
26,8.4,8.34476310277055,0.525,0.447,9.15,1.769,9.04,1.6,10.098,0.855,0.9
36,6.5,6.1585786609658,6.046,5.935,11.35,6.812,11.37,2.1,12.002,1.095,4.9
46,4.6,3.6091041706998,5.538,5.128,-2.13,3.455,-1.52,2.25,13.587,0.773,1.1
56,3.5,3.47475279167632,1.664,1.989,8.38,4.58,8.79,2.12,12.785,1.152,0.7
66,4.3,4.34465710431178,0.16,0.153,2.4,3.539,3.07,1.9,12.646,0.814,4.1
76,3,3.12211323658184,0.628,0.683,3.38,4.261,3.01,2.39,11.577,0.909,0.9
86,2,2.04080666286785,0.258,0.254,2.62,6.697,4,2.31,12.026,0.986,4.9
96,1.8,1.75419871043172,0.475,0.407,6.73,3.722,6.9,3.21,13.984,1.035,0.7
106,1.6,1.65144561580779,0.362,0.253,-0.17,4.298,-0.68,2.43,14.203,1.012,4.3
116,2,1.96901940651684,0.549,0.518,-1.57,7.072,-1.53,1.61,13.293,1.285,0.1
126,1.4,1.3482568874657,0.452,0.452,0.49,10.279,0.92,2.81,14.519,2.065,4.7
136,1.1,1.11623196847257,0.87,0.885,2.39,4.68,2.51,2.68,17.335,0.994,0.9
146,1,0.944413290466427,3.399,2.852,-0.89,5.704,-1.38,2.52,15.518,1.099,1.9
6,4,3.84781308170555,7.928,9.328,6.89,7.416,7.04,1.53,7.781,0.987,4.9
16,9.5,9.34558822808777,1.374,1.028,8.89,1.512,9.1,2.17,10.678,0.749,0.5
26,8.4,8.39657842417486,0.525,0.42,10.01,3.454,9.73,2.09,9.743,0.561,0.3
36,6.5,6.79122974213545,6.046,5.745,5.2,8.3,5.44,2.88,13.028,1.428,4.7
46,4.6,4.03333681715881,5.538,5.338,4.59,5.243,4.5,2.56,14.126,0.914,0.1
56,3.5,3.67883406728023,1.664,1.213,1.98,3.492,2.08,1.91,12.285,0.806,1.1
66,4.3,4.25380718872028,0.16,0.189,2.94,1.771,2.57,2.33,11.861,0.795,0.3
76,3,3.01806160899414,0.628,0.655,5.69,3.506,5.68,2.74,12.256,0.752,3.9
86,2,2.03466715434221,0.258,0.264,-2.13,4.521,-2.52,1.95,11.461,0.986,0.3
96,1.8,1.93899790623578,0.475,0.437,4.16,9.35,3.55,3.16,14.08,1.468,4.9
106,1.6,1.58069530433723,0.362,0.347,2.51,9.372,2.73,2.34,13.992,1.406,0.3
116,2,2.04694281291049,0.549,0.529,0.83,6.512,0.08,2.61,12.766,1.343,4.9
126,1.4,1.41872067906193,0.452,0.477,3.41,7.327,3.35,3.39,15.792,1.432,4.9
