"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,4.04640881452427,0.74,0.716,4.07,0.732,4.03,0.46,2.648,0.183,0.7
16,9.5,9.55952339600765,0.458,0.391,9.99,1.583,10.07,0.59,3.116,0.301,1.5
26,8.4,8.91187316447387,2.509,2.433,8.72,1.687,8.56,0.69,3.768,0.295,1.7
36,6.5,7.04282608850513,2.583,2.27,4.58,3.43,4.66,1.01,5.632,0.748,3.1
46,4.6,4.34778407111544,0.982,1.024,5.84,2.884,5.73,1.02,5.791,0.501,0.1
56,3.5,3.93055784765223,2.199,1.981,4.07,4.065,4.04,1.09,6.579,0.774,3.9
66,4.3,4.31030064814717,0.076,0.075,3.98,3.113,4.33,1.45,8.264,0.694,3.3
76,3,3.09083156590385,0.33,0.373,3.26,4.834,3.39,1.4,7.309,0.754,0.1
86,2,1.91773623846738,0.317,0.283,2.06,1.342,2.08,1.06,5.521,0.414,1.1
96,1.8,1.7987820177055,1.219,1.212,2.56,0.847,2.75,0.88,5.901,0.403,0.3
106,1.6,1.64649317398328,0.554,0.542,-0.4,1.068,-0.5,1.11,5.572,0.308,0.7
116,2,1.97389081547482,0.75,0.718,2.54,2.495,2.51,1.02,6.432,0.496,2.3
126,1.4,1.17011028117203,0.708,0.8,2.96,1.149,2.54,1.07,6.775,0.494,0.9
136,1.1,1.08437250481833,0.236,0.23,-1.06,3.99,-0.58,0.89,7.759,0.781,3.9
146,1,1.04125152837142,0.288,0.305,2.48,3.407,2.34,1.38,7.766,0.738,0.5
6,4,4.06518544244493,0.74,0.637,3.21,0.874,3.19,0.62,3.001,0.249,0.3
16,9.5,9.49107673679048,0.458,0.423,10.78,1.488,10.92,0.54,3.127,0.297,1.5
26,8.4,8.7903745844909,2.509,2.008,7.69,2.011,7.77,0.68,4.082,0.387,1.9
36,6.5,5.91473379303659,2.583,2.518,7.66,1.283,7.91,0.82,4.649,0.263,1.3
46,4.6,4.80362375175282,0.982,0.844,4.49,0.503,4.51,0.88,4.768,0.343,0.1
56,3.5,3.09011958027435,2.199,2.228,2.74,3.879,2.91,1.13,6.246,0.673,3.9
66,4.3,4.3281494228871,0.076,0.077,5.24,3.749,5.2,1.03,6.258,0.78,0.1
76,3,2.92923122186798,0.33,0.391,2.02,2.551,2.28,1.1,5.671,0.434,2.7
86,2,2.03507666010076,0.317,0.25,2.46,1.194,2.52,1.02,6.375,0.424,0.1
96,1.8,1.59927779486701,1.219,1.019,1.55,2.037,1.6,1.3,5.649,0.516,0.1
106,1.6,1.5231925451743,0.554,0.537,2.25,1.038,2.6,0.92,5.248,0.288,0.1
116,2,2.298184855243,0.75,0.7,1.75,3.798,1.8,1.09,6.855,0.639,3.7
126,1.4,1.31814935437115,0.708,0.774,0.61,2.108,0.35,1.36,7.971,0.676,2.1
136,1.1,1.0769272250427,0.236,0.212,0.17,3.428,0.19,1.5,7.166,0.637,0.3
146,1,0.973217283977006,0.288,0.269,0.64,1.428,0.86,0.93,6.942,0.372,0.7
6,4,4.00069219323706,0.74,0.8,4.75,1.171,4.92,0.51,2.44,0.269,1.3
16,9.5,9.56715200016706,0.458,0.428,9.1,0.742,8.96,0.57,2.735,0.208,0.7
26,8.4,8.90489555266743,2.509,2.4,8.22,2.431,8.14,0.79,3.676,0.484,2.5
36,6.5,6.4689158216802,2.583,2.799,6.24,2.944,6.6,0.87,5.512,0.463,3.1
46,4.6,4.76632600419773,0.982,1.08,5.53,2.134,5.65,0.98,5.679,0.457,0.1
56,3.5,3.27473344064482,2.199,1.927,3.35,3.148,3.52,0.92,6.254,0.524,3.1
66,4.3,4.29027924400729,0.076,0.082,4.03,3.111,3.92,1.05,6.24,0.453,0.5
76,3,2.92176453329784,0.33,0.316,3.36,1.514,3.13,1.04,5.434,0.382,1.7
86,2,2.06349858855221,0.317,0.328,1.81,1.451,2.11,1.1,5.592,0.376,0.1
96,1.8,1.93218972158912,1.219,1.228,1.32,4.138,1.52,1.47,6.46,0.957,4.1
106,1.6,1.48243344708475,0.554,0.579,3.62,4.352,3.81,1.15,6.578,0.69,0.7
116,2,2.02523014176053,0.75,0.776,-0.44,2.785,-0.21,1.08,5.776,0.587,3.1
126,1.4,1.17839250214538,0.708,0.751,2.6,1.709,2.64,1.07,6.743,0.496,1.9
136,1.1,1.09486983421761,0.236,0.272,0.18,1.617,0.38,1.42,7.038,0.516,1.5
146,1,0.922703742021189,0.288,0.279,1.09,0.895,1.49,1.33,7.178,0.433,2.1
6,4,3.72346913004643,0.74,0.726,4.74,0.822,4.73,0.5,2.741,0.201,0.9
16,9.5,9.59622595113241,0.458,0.425,8.92,0.772,8.88,0.49,2.578,0.18,0.3
26,8.4,8.62835097403531,2.509,2.441,9.2,2.606,9.23,0.7,3.597,0.386,2.5
36,6.5,7.36087174004309,2.583,2.547,6.14,2.439,6.48,0.8,4.933,0.366,2.3
46,4.6,4.50994085888528,0.982,1.118,2.7,1.046,2.48,1.11,5.749,0.298,1.3
56,3.5,3.49734424482385,2.199,2.131,4.85,2.137,5.08,1.27,6.255,0.422,2.5
66,4.3,4.29728434773487,0.076,0.068,3.99,2.274,4.16,0.96,6.144,0.541,0.1
76,3,3.11539634050481,0.33,0.381,4.13,1.909,3.99,0.93,6.019,0.46,2.1
86,2,2.00827450975198,0.317,0.323,1.74,2.132,1.63,1.12,6.022,0.469,0.1
96,1.8,2.01773783884296,1.219,1.205,2.72,3.422,2.6,1.2,6.386,0.795,3.5
106,1.6,1.73193184794938,0.554,0.562,1.97,2.7,1.73,1.15,6.764,0.487,0.5
116,2,2.27219996941965,0.75,0.655,-0.03,2.879,-0.37,1.72,6.645,0.705,2.9
126,1.4,1.33250752326571,0.708,0.622,2.85,3.034,2.42,1.36,7.067,0.456,0.5
136,1.1,1.10193037451784,0.236,0.244,2.03,2.378,2.18,1.16,5.947,0.559,0.7
146,1,1.01457109715815,0.288,0.274,-0.95,3.928,-0.88,1.32,6.259,0.658,4.1
6,4,4.00455030147693,0.74,0.897,4.26,0.903,4.18,0.42,2.433,0.19,0.1
16,9.5,9.54399104998852,0.458,0.344,9.29,0.109,9.3,0.45,2.219,0.11,0.3
26,8.4,8.87986547645598,2.509,1.857,9.55,2.611,9.62,0.63,3.591,0.354,2.5
36,6.5,6.74304716244979,2.583,2.249,5.7,3.09,5.47,1.23,5.431,0.681,3.3
46,4.6,4.67775421404306,0.982,1.01,3.54,1.791,3.71,1.09,6.115,0.463,0.1
56,3.5,3.58126765121999,2.199,2.246,4.24,2.75,4.16,1.07,6.094,0.46,2.7
