"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,3.91975163690085,1.098,1.336,3.64,0.276,3.76,0.6,2.777,0.172,0.3
16,9.5,9.38103695977107,0.73,0.582,9.59,1.111,9.48,0.53,2.584,0.181,0.5
26,8.4,8.45684153248082,2.112,2.501,8.22,2.399,8.18,0.58,3.342,0.465,2.5
36,6.5,6.63576773485858,2.444,2.373,6.23,2.974,6.1,0.78,5.04,0.636,2.9
46,4.6,4.01655652594623,3.602,4.276,5.72,1.857,5.68,0.86,6.06,0.498,2.3
56,3.5,3.07327966198573,6.018,6.947,3.94,6.332,3.92,1.53,9.215,1.154,4.9
66,4.3,4.32077667343551,0.269,0.258,2.66,4.5,2.39,1.89,11.718,0.741,4.9
76,3,2.78162947965684,0.535,0.457,4.41,6.209,4.21,1.91,10.988,1.047,1.5
86,2,1.99430562502877,0.786,0.696,0.36,2.845,0.22,1.37,8.656,0.647,0.7
96,1.8,1.89059851974462,0.97,1.007,3.57,3.246,3.33,1.15,8.947,0.779,2.9
106,1.6,1.669350621373,0.342,0.296,-0.01,4.013,-0.12,1.65,8.825,0.817,0.1
116,2,2.43162180529937,1.937,2.255,1.78,1.699,1.83,1.04,7.556,0.543,0.3
126,1.4,1.39483369751278,0.521,0.549,3.34,6.106,3.56,1.86,9.341,1.18,4.7
136,1.1,1.08465817853003,0.482,0.516,2.15,5.22,1.53,1.51,9.686,0.824,0.5
146,1,0.827971619134719,0.553,0.475,-0.52,3.22,-0.72,1.85,9.077,0.686,3.9
6,4,3.43640356294601,1.098,1.446,4.15,1.265,4.07,0.65,3.408,0.25,1.3
16,9.5,9.45249378174695,0.73,0.785,9.61,1.338,9.63,0.6,3.049,0.268,0.1
26,8.4,8.08601277146056,2.112,1.938,8.18,1.732,8.17,0.52,3.333,0.33,1.7
36,6.5,6.5249908752307,2.444,2.593,6.97,2.3,6.87,0.86,4.382,0.382,2.3
46,4.6,3.7576476550977,3.602,3.376,3.79,4.46,3.82,1.4,6.626,0.649,4.5
56,3.5,4.50106544924171,6.018,4.795,4.49,4.81,4.1,1.34,9.466,0.986,4.7
66,4.3,4.32251539897283,0.269,0.328,1.66,3.561,1.43,1.73,10.127,0.948,0.1
76,3,2.98055421875011,0.535,0.497,4.4,1.75,4.76,1.6,8.902,0.458,0.1
86,2,1.6980609741137,0.786,0.667,1.74,6.245,1.83,2.37,11.04,1.102,4.9
96,1.8,2.10354158143407,0.97,0.889,4.75,3.506,5.31,2.19,11.628,1.088,0.5
106,1.6,1.63624689513828,0.342,0.311,1.15,1.662,1.5,2.21,11.445,0.639,0.7
116,2,1.95006673111498,1.937,1.773,0.7,0.931,1.03,1.81,11.157,0.824,1.3
126,1.4,1.5678991208847,0.521,0.463,1.83,2.369,1.34,2.72,11.838,0.717,3.5
136,1.1,1.10525603908773,0.482,0.481,-0.47,7.053,-0.05,1.86,9.387,1.14,0.3
146,1,1.15820327363994,0.553,0.569,0.94,4.183,0.52,1.48,8.083,0.806,3.9
6,4,4.02760454669238,1.098,1.306,4.22,0.436,4.22,0.45,2.588,0.149,0.5
16,9.5,9.6044663446973,0.73,0.747,9.24,0.887,9.15,0.37,2.755,0.243,0.9
