"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,4.47382434802409,1.154,1.141,3.68,1.57,3.68,0.58,2.973,0.35,1.7
16,9.5,10.0405699794988,3.205,3.26,9.02,2.939,9.04,1.05,4.524,0.59,2.7
26,8.4,7.9742913363048,1.569,1.553,8.92,2.47,8.82,0.91,4.904,0.499,0.1
36,6.5,5.53842780759142,4.116,3.755,6.02,4.723,6.33,1.16,6.179,0.847,4.7
46,4.6,5.07989791612861,2.073,2.252,5.47,2.528,5.36,1.08,7.655,0.455,0.3
56,3.5,4.38395164713458,6.924,6.303,5.58,4.99,5.61,1.55,8.153,0.941,4.9
66,4.3,4.29658465464909,0.218,0.186,2.5,7.143,2.66,1.72,11.728,1.299,4.9
76,3,2.76155075357065,0.789,1.009,1.57,7.322,1.37,2.22,12.197,1.115,0.3
86,2,2.03759191954228,0.582,0.593,0.91,6.71,0.91,2.35,11.314,1.426,4.9
96,1.8,1.86622746837061,0.79,0.874,5.1,6.634,5.19,2.1,12.373,1.09,1.3
106,1.6,1.56706120541324,1.877,2.163,-1.07,5.899,-0.61,2.26,11.438,1.166,4.7
116,2,1.9472623420685,0.228,0.224,0.52,6.697,0.75,2.75,14.401,0.875,4.9
126,1.4,1.39530186637058,0.31,0.291,5.06,1.877,4.36,2.81,15.781,1.144,0.5
136,1.1,1.12232606740451,0.765,0.711,-0.85,8.915,-0.89,2.55,13.356,1.284,0.7
146,1,0.885332160138777,0.362,0.338,0.2,2.673,-0.12,1.99,10.989,0.579,2.1
6,4,4.1781107635564,1.154,1.375,4.43,1.326,4.47,0.36,2.405,0.26,0.1
16,9.5,9.10970828856473,3.205,2.704,9.22,2.677,9.27,0.74,3.187,0.304,2.5
26,8.4,8.15550206491096,1.569,1.339,8.46,3.485,8.58,0.99,5.305,0.618,3.5
36,6.5,6.49641054932287,4.116,4.846,6.31,3.978,6.5,1.27,7.551,0.604,3.9
46,4.6,4.64558866131164,2.073,2.565,4.64,3.046,4.55,1.76,7.91,0.631,0.1
56,3.5,6.03904527103548,6.924,5.9,2.03,7.418,2.27,1.79,10.884,1.34,4.9
66,4.3,4.25494688842921,0.218,0.189,6.97,1.891,6.69,2.41,13.064,0.85,0.7
76,3,3.00300322550984,0.789,0.799,3.38,3.822,3.51,2.39,12.17,0.753,0.7
86,2,2.05667453951194,0.582,0.61,-0.99,3.979,-0.88,1.86,10.506,0.925,0.5
96,1.8,1.71263069486907,0.79,0.938,-0.15,5.796,0.53,1.69,10.964,1.1,4.7
106,1.6,1.5693669210184,1.877,1.886,6.52,5.875,6.36,2.5,11.444,1.026,1.3
116,2,2.07402797721153,0.228,0.217,1.56,7.944,1.74,1.73,12.693,1.53,4.5
126,1.4,1.27658268515637,0.31,0.306,-1.04,5.817,-1.14,2.65,15.684,1.101,4.7
136,1.1,1.13703881104965,0.765,0.836,1.19,8.001,0.36,2.94,14.568,1.144,0.5
146,1,1.04048558699773,0.362,0.347,3.43,2.469,3.6,2.41,12.927,0.699,0.1
6,4,4.21582004254839,1.154,1.111,3.72,1.281,3.84,0.4,2.382,0.222,0.1
16,9.5,9.86685778037831,3.205,2.914,9.12,3.334,9.03,0.7,3.807,0.47,3.3
26,8.4,7.92931539648505,1.569,1.807,8.79,4.542,8.82,1.16,6.378,0.756,4.7
36,6.5,6.73689577337472,4.116,4.782,4.86,4.475,4.25,1.37,8.979,0.649,4.9
46,4.6,4.26259899676175,2.073,2.175,6.14,4.032,5.46,1.6,9.486,0.559,0.7
56,3.5,4.7887568641259,6.924,6.762,6.01,6.735,5.84,1.74,10.865,1.161,4.9
66,4.3,4.29276417733384,0.218,0.21,2.5,4.339,2.34,2.21,11.387,0.828,1.5
76,3,2.95846729554413,0.789,0.741,3.2,2.733,3.08,1.97,10.815,0.629,0.7
86,2,2.01191766704961,0.582,0.608,3.65,2.468,4.05,1.86,10.495,0.623,0.3
96,1.8,1.71476047656358,0.79,0.779,-0.71,2.721,-0.72,1.85,10.082,0.824,2.1
106,1.6,1.79420933752357,1.877,1.999,1.4,6.125,1.62,2.38,12.332,1.281,4.9
116,2,2.03053629351369,0.228,0.266,4.72,5.966,5.18,2.5,12.496,1.038,0.1
126,1.4,1.42388796158942,0.31,0.28,0.15,5.793,0.45,2.77,12.2,1.112,4.9
136,1.1,1.06210077361804,0.765,0.893,-0.04,9.66,0.32,3.12,16.633,1.628,4.3
146,1,1.05767619215239,0.362,0.305,2.68,11.462,3.12,2.9,15.528,1.633,0.7
6,4,4.25939823648463,1.154,1.03,3.74,1.723,3.68,0.55,3.237,0.275,1.9
16,9.5,9.87406082225288,3.205,3.056,10.35,3.57,10.48,0.84,5.031,0.632,3.5
