"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,4.02673105328063,1.726,1.168,4.75,1.98,4.45,0.67,3.693,0.458,0.1
16,9.5,9.18404839788923,2.216,2.216,9.08,2.66,8.86,0.75,4.043,0.551,2.9
26,8.4,8.47281966044769,0.477,0.379,8.27,1.267,8.43,0.75,4.998,0.317,0.9
36,6.5,6.44591836379463,0.854,0.729,7.51,2.151,7.66,0.71,4.838,0.387,0.1
46,4.6,4.52541477360215,0.645,0.763,3.38,2.241,3.31,0.68,4.714,0.424,2.1
56,3.5,3.32395732670946,2.092,2.07,4.06,0.82,4.03,1.09,5.04,0.5,0.1
66,4.3,4.29569930993712,0.199,0.185,4.09,1.126,3.85,0.99,5.108,0.428,0.9
76,3,2.97851713890637,0.223,0.238,3.33,1.605,3.45,1.12,5.665,0.383,1.9
86,2,2.01952129061524,0.322,0.289,0.42,1.966,0.18,1.12,5.401,0.357,0.3
96,1.8,1.93926783032774,0.841,0.737,3.57,1.758,3.65,0.98,5.318,0.373,1.9
106,1.6,1.5916283208861,0.176,0.191,1.68,1.119,1.42,0.94,5.966,0.514,1.7
116,2,2.07143294973559,0.435,0.412,0.41,2.696,0.19,0.72,5.093,0.501,0.5
126,1.4,1.29298424964425,0.259,0.226,2.69,3.188,2.67,0.87,5.294,0.556,3.1
136,1.1,1.23039562318781,0.452,0.476,-0.06,2.13,0.13,1.32,6.085,0.614,0.3
146,1,0.996690833897197,0.674,0.612,1.74,2.01,2.08,1.13,5.771,0.481,1.7
6,4,3.58705336558078,1.726,1.436,3.47,1.51,3.6,0.65,3.885,0.327,0.1
16,9.5,9.71692178198948,2.216,1.701,9.78,1.573,9.88,0.78,3.977,0.376,1.5
