"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,3.06558355592607,6.859,10.687,4.61,5.097,4.78,1.39,5.845,0.534,4.9
16,9.5,9.44768718048248,0.381,0.309,9.56,2.419,9.43,1.48,7.827,0.488,2.1
26,8.4,11.287103171106,7.727,7.92,6.54,6.129,6.13,1.83,10.648,1,4.7
36,6.5,6.52974833441098,0.594,0.656,11.07,5.435,11.1,2.4,13.1,1.095,4.1
46,4.6,5.27447253902042,10.248,9.143,4.67,10.239,4.24,2.97,17.207,1.79,4.9
56,3.5,3.33719088503528,1.591,1.763,-0.21,8.801,0.23,3.13,19.007,1.791,0.9
66,4.3,4.27258799470607,0.29,0.229,6.73,6.293,6.3,2.92,14.743,0.925,0.9
76,3,3.0465604682687,1.351,1.155,-1.17,6.612,-0.55,3.01,14.67,1.12,4.5
86,2,2.13155195294118,0.591,0.58,0.82,5.074,1.28,3.19,15.875,1.454,0.5
96,1.8,1.79869643222231,0.079,0.071,9.34,1.689,9.01,2.85,14.952,0.642,0.7
106,1.6,1.6082598581094,1.347,1.552,3.01,4.522,2.18,2.87,13.517,1.032,1.3
116,2,2.10474545183008,1.517,1.667,3.3,7.655,3.13,2.8,15.423,1.406,4.9
126,1.4,1.60434550181614,0.789,0.733,-5.14,8.063,-5.3,2.68,14.497,1.359,0.5
136,1.1,1.09641203223188,0.708,0.762,4.79,11.907,5.49,3.74,16.903,1.663,4.5
146,1,1.06313164198567,0.614,0.554,-7.54,12.061,-7.25,2.99,16.618,1.295,3.3
6,4,3.53361269510965,6.859,7.18,3.95,4.041,4.23,0.95,4.908,0.715,4.1
16,9.5,9.54212968017271,0.381,0.5,8.91,2.762,9.03,1.3,6.87,0.429,2.5
26,8.4,8.39628302532124,7.727,10.005,6.79,10.537,5.67,1.78,12.61,1.618,4.7
36,6.5,6.3777156401549,0.594,0.543,9.35,8.849,8.85,2.95,13.669,1.556,1.3
46,4.6,0.816568555568352,10.248,11.48,9.21,5.426,9.09,2.01,12.581,0.805,4.7
56,3.5,3.37869814249739,1.591,1.596,4.87,0.158,4.3,2.27,13.11,0.859,0.7
66,4.3,4.41036088002585,0.29,0.345,10.32,11.141,8.84,2.02,17.362,1.946,4.9
76,3,2.79024914641234,1.351,1.416,-8.16,11.214,-8.09,2.75,17.174,2.229,1.1
86,2,2.06868890195599,0.591,0.574,4.35,4.341,4.2,2.18,13.525,1.286,3.9
96,1.8,1.7965384898584,0.079,0.061,-1.48,4.038,-1.07,2.26,14.204,1.032,0.9
106,1.6,1.801566948939,1.347,1.402,7.98,11.831,7.57,3.38,18.096,2.355,4.9
116,2,2.37257114662058,1.517,1.33,0.94,10.612,0.83,3.71,18.709,1.965,1.5
126,1.4,1.3483026379833,0.789,0.801,-2.9,7.572,-2.79,3.14,16.638,1.38,4.7
136,1.1,1.00253775784792,0.708,0.555,-1.76,3.473,-1.44,3.05,18.311,1.091,1.7
146,1,1.13019212408929,0.614,0.75,4.96,2.648,5.11,3.14,17.901,1.251,3.5
6,4,5.29523750263067,6.859,7.489,2.93,6.614,2.7,1.14,6.919,0.807,4.9
16,9.5,9.56934204796067,0.381,0.369,11.81,4.22,11.91,1.16,8.757,0.832,0.1
26,8.4,7.15839733785454,7.727,6.59,6.32,8.958,6.04,1.87,11.274,1.195,4.9
