"t","igr.mu.obs","igr.mu.sample","igr.sd.obs","igr.sd.sample","igr.mu.pred.EM1","igr.sd.pred.EM1","igr.mu.pred.EM2","igr.mu.pred.EM2.dev","igr.sd.pred.EM2","igr.sd.pred.EM2.dev","igr.sd.pred.EM3"
6,4,3.60321802091703,1.523,1.362,3.83,1.263,3.92,0.54,3.22,0.198,1.3
16,9.5,9.44235376370786,1.442,1.352,10.3,1.056,10.29,0.59,3.38,0.213,0.1
26,8.4,7.677189346153,4.593,3.686,7.51,4.555,7.42,1.01,5.499,0.724,4.5
36,6.5,6.17739059719884,1.42,1.409,6.63,2.73,6.74,1.35,7.507,0.605,2.5
46,4.6,3.71691842245366,6.464,7.386,4.06,6.012,4.17,1.91,9.569,1.18,4.9
56,3.5,3.4482939426,0.604,0.613,2.45,1.86,2.41,1.93,11.336,0.808,0.9
66,4.3,4.33555458995414,0.165,0.11,6.66,2.226,6.96,1.94,11.547,0.826,0.7
76,3,2.97456292103723,0.204,0.147,1.54,2.381,1.28,2.12,11.323,0.854,2.1
86,2,2.14125257735866,0.632,0.641,5.4,5.006,5.62,1.71,10.469,0.976,0.7
96,1.8,2.14661973015448,1.517,1.626,0.72,4.676,0.38,1.89,10.086,0.887,4.5
106,1.6,1.65981064422804,0.288,0.259,2.91,5.933,3.12,1.72,9.388,1.061,1.3
116,2,2.22527129333031,0.701,0.821,-0.48,1.393,-0.44,1.13,7.728,0.386,0.5
126,1.4,1.49186175130107,1.161,1.121,0.61,3.749,0.55,1.38,8.51,0.562,3.9
136,1.1,1.45044299375195,0.763,0.701,1.57,6.178,1.19,2.18,11.198,1.33,4.9
146,1,0.820309050854584,0.727,0.663,2.13,1.968,2.53,2.62,12.715,0.989,0.1
6,4,4.16722239539392,1.523,1.422,3.2,1.8,3.19,0.58,2.894,0.37,1.9
16,9.5,9.58247204039191,1.442,1.304,10.69,1.517,10.71,0.59,2.981,0.288,0.3
26,8.4,9.4724443519983,4.593,4.863,7.93,4.14,7.83,0.74,4.87,0.718,4.3
36,6.5,6.65234489435336,1.42,1.521,6.55,2.287,6.23,1.34,6.599,0.514,2.1
46,4.6,6.92712179235935,6.464,6.465,4.52,7.423,5.18,1.93,10.533,1.45,4.9
56,3.5,3.46422768600183,0.604,0.524,4.89,6.651,4.87,1.83,10.469,1.212,0.5
66,4.3,4.2892872225152,0.165,0.169,1.96,6.25,2.28,2.22,10.616,0.821,4.7
76,3,3.06804651959222,0.204,0.239,4.99,1.448,5.18,1.96,12.226,0.995,2.1
86,2,1.94255691631615,0.632,0.713,1,4.539,1.17,2.1,11.654,1.018,0.5
96,1.8,2.19043183150107,1.517,1.47,1.28,3.942,0.88,1.67,9.68,0.761,0.3
106,1.6,1.6422516437081,0.288,0.269,4.38,5.122,4.15,1.95,10.198,0.576,4.7
116,2,1.94212829018204,0.701,0.718,-2.63,5.968,-2.68,1.96,10.016,1.096,0.9
126,1.4,1.3817716383675,1.161,1.158,4.2,4.62,4.22,1.63,9.326,0.904,4.7
136,1.1,1.29493348809226,0.763,0.784,0.47,4.675,0.78,2.06,11.09,0.848,3.7
146,1,1.05461555640667,0.727,0.564,1.57,3.966,1.45,2.65,12.709,0.792,3.7
6,4,3.9960184731973,1.523,1.848,4.15,1.455,4.13,0.44,2.693,0.287,1.5
16,9.5,9.03446894635296,1.442,1.178,9.18,2.768,9.36,0.75,3.964,0.489,2.7
26,8.4,9.02783572335136,4.593,4.895,7.06,5.109,6.54,1.13,6.937,0.927,4.7
36,6.5,6.64848758182197,1.42,1.71,9.44,0.316,9.59,1.52,8.924,0.666,0.9
46,4.6,3.26654955822777,6.464,6.183,0.72,1.149,0.57,1.71,8.741,0.598,1.9
56,3.5,3.50218361370947,0.604,0.658,6.98,5.33,6.93,2.32,10.008,0.987,4.9
66,4.3,4.31654361227857,0.165,0.178,3.39,5.15,3.35,1.57,10.275,0.958,0.1
76,3,2.95183620988942,0.204,0.206,3.62,3.85,3.71,1.75,10.08,0.536,4.3
86,2,2.03479607886653,0.632,0.661,1.55,4.105,1.5,2.14,10.024,0.775,0.5
96,1.8,1.36160716231622,1.517,1.551,0.62,1.767,0.56,1.61,9.016,0.634,0.5
106,1.6,1.52355810381446,0.288,0.302,7.88,6.245,8.19,2.12,10.641,1.132,4.9
116,2,1.97092015943187,0.701,0.551,-3.8,4.873,-3.4,1.96,11.47,1.144,0.3
126,1.4,1.41858798425567,1.161,1.134,2.91,3.329,2.19,1.57,9.21,0.797,0.1
136,1.1,0.966235985612979,0.763,0.743,3.1,2.211,2.91,1.63,9.182,0.455,1.5
146,1,1.11734030041806,0.727,0.786,-5.27,5.468,-5.49,2.19,10.71,0.84,4.9
6,4,4.27098128619025,1.523,1.513,3.63,1.501,3.73,0.49,3.161,0.254,1.5
16,9.5,10.0023419776936,1.442,1.249,9.3,1.189,9.26,0.59,3.864,0.234,1.1
26,8.4,8.93156309523035,4.593,4.418,10.48,3.442,10.35,0.88,5.018,0.527,3.5
36,6.5,6.20901727975141,1.42,1.88,2.65,3.972,2.51,1.31,7.275,0.975,4.1
46,4.6,6.05969453331643,6.464,6.515,5.83,3.636,5.14,1.94,8.849,0.873,3.7
56,3.5,3.52401995843842,0.604,0.537,2.86,6.146,2.45,2.31,11.269,1.283,4.9
66,4.3,4.27813127240088,0.165,0.116,5.31,3.791,4.54,2.32,12.64,0.842,0.1
76,3,3.00826572148657,0.204,0.168,2.51,4.559,1.87,1.74,10.965,0.799,0.9
86,2,1.79400893083715,0.632,0.635,2.51,5.777,2.43,2,11.632,1.051,4.9
96,1.8,1.54580602777228,1.517,1.456,3.08,2.947,3.03,2.17,12.795,0.956,1.3
106,1.6,1.54263448543484,0.288,0.363,-0.99,4.081,-1.1,2,11.471,1.098,1.3
116,2,2.1406281496797,0.701,0.732,5.19,3.883,5.48,1.86,11.751,0.952,4.3
126,1.4,1.61834260289754,1.161,1.035,-1.35,5.448,-1.43,1.85,13.417,1.107,4.9
136,1.1,1.09760448262877,0.763,0.729,2.09,6.503,2.88,2.4,13.163,1.039,1.3
146,1,1.19637110421468,0.727,0.62,2.7,4.348,3.11,1.73,10.252,0.723,0.9
6,4,4.34589670709381,1.523,1.436,4.38,2.141,4.26,0.52,3.881,0.34,2.1
16,9.5,9.16942522803165,1.442,1.325,9.16,2.117,9.13,0.76,3.899,0.383,0.1
26,8.4,6.75998765353229,4.593,4.075,8.31,4.825,8.14,1.1,5.99,0.726,4.9
36,6.5,6.51949137566846,1.42,1.263,6.28,0.587,6.49,1.5,7.414,0.47,0.9
46,4.6,4.93948680988334,6.464,5.426,5.29,4.228,5.23,1.21,8.769,0.797,4.1
56,3.5,3.42446682015977,0.604,0.57,4.74,4.204,4.6,1.83,10.575,0.845,3.3
66,4.3,4.28249625378391,0.165,0.164,3.38,3.72,3.48,2.01,10.452,0.844,0.9
76,3,3.02864562544121,0.204,0.198,3.24,2.858,3.55,1.6,9.349,0.58,0.1
86,2,2.08766552339046,0.632,0.765,-1.54,4.92,-2.74,2.09,9.997,0.861,4.5
96,1.8,2.05672666620942,1.517,1.579,1.13,7.729,1.51,2.41,14.07,1.669,4.9
106,1.6,1.61167037745065,0.288,0.309,4.41,9.881,4.06,2.31,12.414,1.518,0.5
116,2,2.08638702460396,0.701,0.76,2.08,6.825,2.59,1.51,10.255,1.063,4.9
126,1.4,1.37264117280937,1.161,1.08,1.71,4.522,1.58,2.05,10.796,0.955,0.3
136,1.1,0.985815305991498,0.763,0.733,2.06,4.342,1.97,2.04,9.469,0.793,0.3
146,1,1.16290911255437,0.727,0.529,-0.98,7.059,-0.42,1.71,10.704,1.241,4.9
6,4,4.18382337749423,1.523,1.283,4.44,0.794,4.51,0.48,2.784,0.217,0.1
16,9.5,9.76716607747624,1.442,1.581,8.8,1.566,8.83,0.53,3.1,0.256,1.5
26,8.4,7.85591471334999,4.593,4.566,9.7,3.447,9.54,0.96,4.793,0.607,3.5
36,6.5,6.45436298496745,1.42,1.195,6.89,2.537,6.57,1.21,6.555,0.572,2.7
46,4.6,2.83385361040907,6.464,7.066,3.77,7.759,4.09,1.75,10.628,1.624,4.9
56,3.5,3.34554335412414,0.604,0.451,2.38,3.936,2.19,2.5,13.438,0.839,3.3
66,4.3,4.26849239547195,0.165,0.165,4.64,6.64,4.13,2.68,12.51,1.358,1.3
76,3,2.99605475671772,0.204,0.226,1.69,3.644,1.81,1.74,9.442,0.639,0.3
86,2,1.99444635631028,0.632,0.637,3.53,3.512,3.39,1.73,9.81,0.64,3.7
96,1.8,1.72386082171425,1.517,1.39,3.98,1.852,4.23,1.88,10.3,0.923,0.9
106,1.6,1.59315690565066,0.288,0.288,-0.01,4.332,0.25,1.72,9.714,1.019,0.1
116,2,1.96854042379604,0.701,0.68,1.78,4.854,2.17,1.94,10.37,0.912,4.9
126,1.4,1.51494692866485,1.161,0.886,-0.31,3.784,-0.27,1.87,10.465,0.793,0.5
136,1.1,1.15830190635561,0.763,0.874,3.4,6.699,2.89,1.6,11.93,1.305,4.9
146,1,0.769213218412694,0.727,0.723,-1.17,4.912,-1.51,2.18,13.83,0.919,4.1
6,4,4.11997099903054,1.523,1.33,3.91,1.754,3.88,0.43,3.084,0.307,1.7
16,9.5,9.12148392287215,1.442,1.088,9.51,1.69,9.64,0.54,3.801,0.284,1.7
26,8.4,9.4101970996562,4.593,3.835,8.71,4.247,8.93,1.21,5.896,0.716,4.3
36,6.5,6.32444160355877,1.42,1.476,4.48,2.855,4.48,1.26,6.696,0.407,0.3
46,4.6,4.51126700023115,6.464,6.366,4.95,7.679,5.02,2.12,9.919,0.992,4.9
56,3.5,3.66474398461178,0.604,0.638,5.34,1.556,5.09,2.05,12.279,0.805,1.5
66,4.3,4.31534268721009,0.165,0.152,3.98,2.644,4.37,2.15,12.142,0.704,3.5
76,3,3.04209287198474,0.204,0.159,4.9,6.52,5.02,1.86,11.754,1.251,0.7
86,2,2.11854582387608,0.632,0.549,-1.36,2.492,-1.26,1.5,10.119,0.79,2.5
96,1.8,1.93053147249963,1.517,1.761,-0.57,0.868,-0.58,1.63,9.915,0.581,0.9
106,1.6,1.39532586409459,0.288,0.215,6.26,0.455,6.13,2.08,9.941,0.666,1.1
116,2,2.08680982601571,0.701,0.706,2.52,3.449,2.3,1.92,10.318,0.726,3.3
126,1.4,1.5228965229673,1.161,1.187,1.3,2.782,1.09,1.83,10.872,0.717,0.7
136,1.1,1.06509432221599,0.763,0.638,0.88,5.373,1.59,1.66,11.914,1.016,4.9
146,1,0.778801692116094,0.727,0.812,0.73,7.053,1.21,1.7,10.535,1.282,0.7
6,4,3.65633356915615,1.523,1.479,3.41,1.066,3.56,0.59,3.109,0.223,1.1
16,9.5,9.41258794942001,1.442,1.707,9.51,2.087,9.41,0.6,3.992,0.327,2.1
26,8.4,8.43637456536619,4.593,4.22,9,5.653,8.92,1.31,6.906,0.885,4.9
36,6.5,6.58987344557341,1.42,1.458,4.93,3.981,4.95,1.56,9.694,0.687,3.5
46,4.6,4.85675482104867,6.464,5.28,4,3.787,4.19,2.12,9.804,0.684,0.3
56,3.5,3.66213859834476,0.604,0.657,5.76,5.071,5.99,1.85,9.808,0.868,4.9
66,4.3,4.29394437005462,0.165,0.14,5.47,2.993,5.69,1.51,11.365,0.665,0.7
76,3,3.00243784363725,0.204,0.194,0.69,1.278,0.19,1.95,10.581,0.685,0.5
86,2,1.99155530258655,0.632,0.634,2.12,4.03,1.99,2.05,9.978,0.847,0.5
96,1.8,1.41283652283299,1.517,1.332,4.04,5.213,3.87,2.25,10.414,0.95,4.7
106,1.6,1.5014506135195,0.288,0.305,3.07,4.943,2.69,2.48,12.218,1.141,4.7
116,2,1.96060782316349,0.701,0.609,-1.65,5.427,-1.62,2.56,12.651,1.076,0.3
126,1.4,1.35767363270995,1.161,1.045,2.39,0.856,2.22,2.31,11.087,0.943,1.1
136,1.1,1.09955914828992,0.763,0.745,2.13,5.151,2.05,1.88,9.705,0.952,0.5
146,1,1.18277707298612,0.727,0.852,-0.39,4.08,-0.89,1.7,9.322,0.59,4.3
6,4,4.25493681790748,1.523,1.699,3.32,0.853,3.27,0.66,3.026,0.122,0.3
16,9.5,9.71773480487911,1.442,1.647,10.73,1.96,10.77,0.6,3.461,0.33,1.9
26,8.4,7.91908543594725,4.593,3.867,9.13,3.919,8.96,0.94,5.533,0.578,3.9
36,6.5,6.38294386702356,1.42,1.54,5.3,1.559,5.44,1.04,7.017,0.486,0.7
46,4.6,2.98873628756415,6.464,6.537,5.71,4.135,5.97,1.57,8.27,0.941,4.1
56,3.5,3.47298251206196,0.604,0.624,2.98,5.23,2.76,2.01,10.818,0.966,4.7
66,4.3,4.30156909474678,0.165,0.124,3.84,4.276,3.39,2.6,12.32,0.961,4.1
76,3,3.02722916981406,0.204,0.232,3.21,3.685,2.93,2.82,12.326,0.486,0.7
86,2,1.88421777638104,0.632,0.598,2.98,6.585,2.66,1.9,10.092,1.086,1.1
96,1.8,1.97142078906665,1.517,1.667,0.32,4.227,-0.04,1.02,9.094,0.985,4.9
106,1.6,1.55546369891856,0.288,0.291,2.71,0.747,2.4,1.87,9.751,0.736,0.7
116,2,1.81777343672852,0.701,0.605,1.09,2.386,1.36,2.03,9.909,0.595,1.9
126,1.4,1.34173386084268,1.161,1.102,-1.93,8.705,-2.36,2.21,13.358,1.453,4.5
136,1.1,0.975633020228381,0.763,0.546,7.46,7.206,6.81,2.84,14.862,1.303,0.5
