"publication_id","experiment_id","treatment_id","nsamp","t1","t2","w1","w2","errorw1","errorw2","igr.mu","igr.sd","fr.mu","fr.sd","prey_type","exp_id","experiment","t","main_prey","Rcomma","Temperature","case","z1","z2","Index.t","Index.e","Index.no","Index.food"
"dom_01b",1,2,30,110,120,110.1229,125.1597,45.11053,48.2064,1.31,0.5,NA,NA,"crabs","dom_01b_1_2","dom_01b_1",115,"medium_shrimp",1,27,2,0.599999999999999,1,25,20,1,1
"kou_99",1,3,6,36,46,5.215909,7.349026,0.599026,1.227273,3.35652817005639,1.2,12.57,1.18,"mysids;gammarus;shrimps","kou_99_1_3","kou_99_1",41,"shrimp_mix",1,19,4,0.599999999999999,0.448275862068966,24,19,1,2
"dom_04",2,4,60,51,58,2.03,2.96,0.28,0.59,5.3,0.1,NA,NA,"grass_shrimp","dom_04_2_4","dom_04_2",54.5,"medium_shrimp",1,20,1,0.599999999999999,0.517241379310345,63,7,1,1
"syk_06",1,1,27,90,100,7.843137,11.11111,5.228758,3.921568,3.149606,0.5,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",95,"medium_shrimp",1,17,2,0.599999999999999,0.310344827586207,33,25,1,1
"dom_04",1,1,90,15,22,0.25,0.36,0.056,0.076,6.1,0.2,NA,NA,"mysids","dom_04_1_1","dom_04_1",18.5,"small_shrimp",1,20,1,0.599999999999999,0.517241379310345,64,17,1,5
"bae_10",1,2,30,14,21,0.2009709,0.24,0.0451456,0.043,2.66136744042634,0.1,NA,NA,"gammarids","bae_10_1_2","bae_10_1",17.5,"amphipods",1,20.5,4,0.599999999999999,0.551724137931034,65,37,1,7
"dom_04",4,9,15,65,72,3.3,4,1,1.2,2.6,0.7,13.9,0.9,"fish_fry","dom_04_4_9","dom_04_4",68.5,"fish",1,24,1,0.599999999999999,0.793103448275862,51,31,1,3
"dom_01a",1,1,10,20,30,NA,NA,NA,NA,8.1,2.2,17.3,3.9,"grass_shrimp","dom_01a_1_1","dom_01a_1",25,"medium_shrimp",1,27,1,0.599999999999999,1,66,38,1,1
"kou_01",1,6,12,24,44,NA,NA,NA,NA,5.460751,0.600683,8,NA,"mysids;crangon","kou_01_1_6","kou_01_1",34,"shrimp_mix",0.571428571428571,20,1,0.342857142857142,0.517241379310345,16,3,1,2
"gri_04",1,1,10,79,89,9.4,13.1,NA,NA,3.31929989437764,0.401960412543031,9.5,NA,"crangon","gri_04_1_1","gri_04_1",84,"medium_shrimp",1,19,5,0.599999999999999,0.448275862068966,41,29,1,1
"dom_03b",2,3,45,65,72,12.26994,15.88957,4.23313,5.82823,4.137931,0.758621,11.24409,0.330710000000002,"grass shrimp","dom_03b_2_3","dom_03b_2",68.5,"medium_shrimp",1,18,1,0.599999999999999,0.379310344827586,54,12,1,1
"dom_03a",3,7,25,15,20,0.6878505,0.9121495,0.1345794,0.2542059,5.428571,3.9,NA,NA,"fish fry","dom_03a_3_7","dom_03a_3",17.5,"fish",1,20,2,0.599999999999999,0.517241379310345,10,6,1,3
"dom_01b",1,2,30,40,50,11.94103,23.4398,4.4226,7.51843,6.64,0.3,NA,NA,"grass_shrimp","dom_01b_1_2","dom_01b_1",45,"medium_shrimp",1,27,2,0.599999999999999,1,25,20,1,1
"dom_04",3,6,36,75,82,12.83,19.48,1.09,2.91,6,0.1,NA,NA,"grass_shrimp","dom_04_3_6","dom_04_3",78.5,"medium_shrimp",1,20,1,0.599999999999999,0.517241379310345,29,24,1,1
"cor_08",1,1,30,41,48,4.66443,6.006711,0.436242,0.402685,5.265487,1.300885,14.37,6.1,"shrimp","cor_08_1_1","cor_08_1",44.5,"medium_shrimp",1,18.5,1,0.599999999999999,0.413793103448276,6,5,1,1
"dom_04",2,4,60,37,44,0.95,1.39,0.15,0.23,5.8,0.05,NA,NA,"grass_shrimp","dom_04_2_4","dom_04_2",40.5,"medium_shrimp",1,20,1,0.599999999999999,0.517241379310345,63,7,1,1
"cor_08b",2,1,60,29,36,NA,NA,NA,NA,5.5,0.5,14.1,0.5,"grass shrimp","cor_08b_2_1","cor_08b_2",32.5,"medium_shrimp",0.428571428571429,18.5,1,0.257142857142857,0.413793103448276,30,15,1,1
"dom_03a",1,1,24,25,30,1.110526,1.505263,0.4578946,0.426315,6.88122889332746,0.1,NA,NA,"crangon","dom_03a_1_1","dom_03a_1",27.5,"medium_shrimp",0.714285714285714,19,4,0.428571428571427,0.448275862068966,67,39,1,1
"dom_03b",1,1,30,98,105,20.68966,21.90669,13.38743,14.19878,3.82808,3.3,NA,NA,"grass shrimp","dom_03b_1_1","dom_03b_1",101.5,"medium_shrimp",1.25,18,2,0.749999999999998,0.379310344827586,12,10,1,1
"dom_02",2,2,30,70,80,NA,NA,NA,NA,2.925373,0.563026081094389,NA,NA,"grass_shrimp","dom_02_2_2","dom_02_2",75,"medium_shrimp",1,15,3,0.599999999999999,0.172413793103448,4,4,1,1
"syk_03",2,4,40,16,21,0.3032823,0.5269147,0.214442,0.3798688,11.19298,0.31579,NA,NA,"grass shrimp","syk_03_2_4","syk_03_2",18.5,"medium_shrimp",1,23,1,0.599999999999999,0.724137931034483,68,35,1,1
"cap_20",1,1,24,90,105,54.32099,81.48148,14.81482,22.22222,1.769231,2.8717946,5.32178333333333,0.185641666666666,"grass_shrimp","cap_20_1_1","cap_20_1",97.5,"medium_shrimp",1,15,1,0.599999999999999,0.172413793103448,23,18,1,1
"cla_89",1,4,36,40,54,NA,NA,NA,NA,7.14328960104931,2.35797946045517,NA,NA,"mysids","cla_89_1_4","cla_89_1",47,"small_shrimp",0.291684434968017,12.5,1,0.17501066098081,0,69,13,1,5
"dom_03a",2,5,24,25,30,1.076044,1.461099,0.4589011,0.464175,6.82747171463263,0.1,NA,NA,"crangon","dom_03a_2_5","dom_03a_2",27.5,"medium_shrimp",0.714285714285714,19,4,0.428571428571427,0.448275862068966,9,8,1,1
"kou_99",1,1,6,26,36,1.241883,2.600649,0.336039,0.423701,7.61364483388046,0.1,10.95,1.07,"mysids;gammarus;shrimps","kou_99_1_1","kou_99_1",31,"shrimp_mix",0.6,19,4,0.359999999999999,0.448275862068966,31,19,1,2
"dom_04",3,7,36,75,82,8.07,10.86,1.47,3.02,4.2,0.4,NA,NA,"fish_fry","dom_04_3_7","dom_04_3",78.5,"fish",1,20,1,0.599999999999999,0.517241379310345,53,24,1,3
"cla_89",1,12,36,40,54,NA,NA,NA,NA,12.5210780874721,6.12919845393925,NA,NA,"mysids","cla_89_1_12","cla_89_1_",47,"small_shrimp",1.45842217484009,17.5,1,0.875053304904052,0.344827586206897,70,36,1,5
"dom_03b",2,3,45,58,65,8.282209,12.26994,2.576687,4.23313,5.701149,1.287356,12.33071,0.33071,"grass shrimp","dom_03b_2_3","dom_03b_2",61.5,"medium_shrimp",1,18,1,0.599999999999999,0.379310344827586,54,12,1,1
"syk_06",1,1,27,40,50,NA,NA,NA,NA,5.577428,1.20878487245428,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",45,"medium_shrimp",1,17,3,0.599999999999999,0.310344827586207,33,25,1,1
"dom_01a",1,1,5,30,40,NA,NA,NA,NA,7.3,0.7,16.7,1,"grass_shrimp","dom_01a_1_1","dom_01a_1",35,"medium_shrimp",1,27,1,0.599999999999999,1,66,38,1,1
"syk_06",4,4,50,102,116,52.5974,72.07792,23.37662,23.37662,2.421875,0.1,NA,NA,"grass shrimp","syk_06_4_4","syk_06_4",109,"medium_shrimp",1,21,2,0.599999999999999,0.586206896551724,21,16,1,1
"dom_03a",3,6,25,25,30,2.571963,3.872897,0.762617,1.016823,8.153846,0.1,NA,NA,"crangon","dom_03a_3_6","dom_03a_3",27.5,"medium_shrimp",1,20,2,0.599999999999999,0.517241379310345,7,6,1,1
"kou_99",1,3,6,16,26,1.066558,1.88474,0.3652594,0.569805,5.81072047042125,0.3,21.94,3.59,"mysids;gammarus;shrimps","kou_99_1_3","kou_99_1",21,"shrimp_mix",1,19,4,0.599999999999999,0.448275862068966,24,19,1,2
"dom_01b",2,3,20,20,30,NA,2.774566,NA,1.618497,9.32,0.745271888250887,NA,NA,"grass_shrimp","dom_01b_2_3","dom_01b_2",25,"medium_shrimp",1,27,3,0.599999999999999,1,34,26,1,1
"fer_10",1,2,50,76,83,NA,NA,NA,NA,1.090909,0.525253,6.85,NA,"fish","fer_10_1_2","fer_10_1",79.5,"fish",1,21,1,0.599999999999999,0.586206896551724,42,21,1,3
"syk_06",4,4,50,29,46,NA,NA,NA,NA,8.90625,0.648435867355648,NA,NA,"grass shrimp","syk_06_4_4","syk_06_4",37.5,"medium_shrimp",1,21,3,0.599999999999999,0.586206896551724,21,16,1,1
"cor_08",1,1,30,27,34,3.322148,4.060403,0.268457,0.402685,5.327434,0.805309,15.09,1,"shrimp","cor_08_1_1","cor_08_1",30.5,"medium_shrimp",1,18.5,1,0.599999999999999,0.413793103448276,6,5,1,1
"cap_20",1,3,24,90,105,54.32099,82.71605,14.81482,27.1605,2.666667,0.307692,5.22895833333333,0.340349999999998,"grass_shrimp","cap_20_1_3","cap_20_1",97.5,"medium_shrimp",1,15,1,0.599999999999999,0.172413793103448,55,18,1,1
"syk_03",3,8,48,57,64,NA,8.3,NA,0.6,5.5,1.1,13.8,0.5,NA,"syk_03_3_8","syk_03_3",60.5,"medium_shrimp",1,25,1,0.599999999999999,0.862068965517241,44,11,1,1
"cor_08b",2,2,60,36,43,NA,NA,NA,NA,5.1,0.7,10.6,0.8,"grass shrimp","cor_08b_2_2","cor_08b_2",39.5,"medium_shrimp",0.857142857142857,18.5,1,0.514285714285713,0.413793103448276,20,15,1,1
"dom_02",2,2,30,100,110,16.2533,19.20844,5.91029,7.38786,1.323383,0.5,NA,NA,"grass_shrimp","dom_02_2_2","dom_02_2",105,"medium_shrimp",1,15,2,0.599999999999999,0.172413793103448,4,4,1,1
"syk_06",3,3,35,22,29,NA,NA,NA,NA,3.246753,0.695358043773446,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",25.5,"medium_shrimp",1,15,3,0.599999999999999,0.172413793103448,1,1,1,1
"dom_03b",2,4,45,58,65,7.546012,11.22699,1.901841,3.006138,5.724138,0.367815999999999,11.52756,1.13385,"grass shrimp","dom_03b_2_4","dom_03b_2",61.5,"medium_shrimp",1,18,1,0.599999999999999,0.379310344827586,17,12,1,1
"dom_04",1,2,90,22,29,0.491,0.796,0.088,0.144,7.5,0.1,NA,NA,"grass_shrimp","dom_04_1_2","dom_04_1",25.5,"medium_shrimp",1,20,1,0.599999999999999,0.517241379310345,59,17,1,1
"dom_01b",1,2,30,100,110,98.62408,110.1229,36.26536,45.11053,1.15,1.5,7.23,NA,"crabs","dom_01b_1_2","dom_01b_1",105,"medium_shrimp",1,27,2,0.599999999999999,1,25,20,1,1
"bae_10",1,3,30,14,21,0.257767,0.412,0.0495146,0.057,6.8229224533574,0.2,NA,NA,"mysids","bae_10_1_3","bae_10_1",17.5,"small_shrimp",1,20.5,4,0.599999999999999,0.551724137931034,71,37,1,5
"dom_03b",2,4,45,72,79,14.96933,18.71166,4.23312,5.58282,3.218391,1.080459,8.362205,0.566929,"grass shrimp","dom_03b_2_4","dom_03b_2",75.5,"medium_shrimp",1,18,1,0.599999999999999,0.379310344827586,17,12,1,1
"syk_03",3,8,48,64,71,NA,12.2,NA,0.6,5.6,1.3,14.2,0.7,NA,"syk_03_3_8","syk_03_3",67.5,"medium_shrimp",1,25,1,0.599999999999999,0.862068965517241,44,11,1,1
"dom_03a",2,5,24,30,35,1.461099,1.592967,0.464175,0.543297,1.58931571235317,2.6,NA,NA,"crangon","dom_03a_2_5","dom_03a_2",32.5,"medium_shrimp",0.714285714285714,19,4,0.428571428571427,0.448275862068966,9,8,1,1
"dom_01b",2,3,20,70,80,21.96532,33.06358,9.71098,12.94797,4.1,0.3,NA,NA,"crabs","dom_01b_2_3","dom_01b_2",75,"medium_shrimp",1,27,2,0.599999999999999,1,34,26,1,1
"dom_03b",2,3,45,72,79,15.88957,19.81595,5.82823,8.09816,3.126437,2.091954,8.88189,0.425196999999999,"grass shrimp","dom_03b_2_3","dom_03b_2",75.5,"medium_shrimp",1,18,1,0.599999999999999,0.379310344827586,54,12,1,1
"fer_10",1,3,50,97,104,NA,NA,NA,NA,2.343434,0.929293,11,NA,"crayfish","fer_10_1_3","fer_10_1",100.5,"crayfish",1,21,1,0.599999999999999,0.586206896551724,36,21,1,6
"kou_01",1,9,12,14,24,NA,NA,NA,NA,9.556314,0.464160000000001,22,NA,"mysids;crangon","kou_01_1_9","kou_01_1",19,"shrimp_mix",1,20,1,0.599999999999999,0.517241379310345,60,3,1,2
"dom_02",2,2,30,110,120,19.20844,23.64116,7.38786,11.08179,2.228856,2.3,NA,NA,"grass_shrimp","dom_02_2_2","dom_02_2",115,"medium_shrimp",1,15,2,0.599999999999999,0.172413793103448,4,4,1,1
"alm_06",1,2,30,60,120,12.9,35,2.8,3.9,1.7,0.1,NA,NA,"fish","alm_06_1_2","alm_06_1",90,"fish",1,21,2,0.599999999999999,0.586206896551724,72,9,1,3
"fer_10",1,1,50,97,104,NA,NA,NA,NA,3.757576,0.282828,8.87,NA,"grass shrimp","fer_10_1_1","fer_10_1",100.5,"medium_shrimp",1,21,1,0.599999999999999,0.586206896551724,26,21,1,1
"dom_01b",1,2,30,70,80,53.95577,68.10811,14.59459,22.55528,2.21,1.9,10.29,NA,"crabs","dom_01b_1_2","dom_01b_1",75,"medium_shrimp",1,27,2,0.599999999999999,1,25,20,1,1
"dom_03a",1,1,24,15,20,0.5789474,0.7789474,0.2210527,0.3157895,5.77387906486552,2.3,NA,NA,"crangon","dom_03a_1_1","dom_03a_1",17.5,"medium_shrimp",0.714285714285714,19,4,0.428571428571427,0.448275862068966,67,39,1,1
"syk_06",3,3,35,85,92,NA,NA,NA,NA,2.207792,0.761702704232006,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",88.5,"medium_shrimp",1,15,3,0.599999999999999,0.172413793103448,1,1,1,1
"dom_04",4,8,15,72,79,6.5,9.2,1.6,2.4,5,0.2,12.1,0.7,"grass_shrimp","dom_04_4_8","dom_04_4",75.5,"medium_shrimp",1,24,1,0.599999999999999,0.793103448275862,46,31,1,1
"kou_00",1,1,15,12,29,0.195,0.284,0.047,0.087,2.6,0.047,7.3,1.07,"mysids","kou_00_1_1","kou_00_1",20.5,"small_shrimp",0.253333333333333,19,1,0.151999999999999,0.448275862068966,73,27,1,5
"fer_10",1,3,50,76,83,NA,NA,NA,NA,1.494949,0.404041,11,NA,"crayfish","fer_10_1_3","fer_10_1",79.5,"crayfish",1,21,1,0.599999999999999,0.586206896551724,36,21,1,6
"dom_02",1,1,30,110,120,110.8179,124.8549,43.58843,46.5435,1.288557,0.1,NA,NA,"grass_shrimp","dom_02_1_1","dom_02_1",115,"medium_shrimp",1,27,2,0.599999999999999,1,28,23,1,1
"dom_01b",2,4,20,80,90,51.56069,64.73988,7.63006,9.94219,2.32,0.5,NA,NA,"crabs","dom_01b_2_4","dom_01b_2",85,"medium_shrimp",1,27,2,0.599999999999999,1,43,26,1,1
"kou_01",1,3,12,24,44,NA,NA,NA,NA,-0.08191126,0.21842999,2,NA,"mysids;crangon","kou_01_1_3","kou_01_1",34,"shrimp_mix",0.0857142857142857,20,1,0.0514285714285713,0.517241379310345,37,3,1,2
"dom_02",2,2,30,30,40,NA,NA,NA,NA,5.43956,1.01812284490025,NA,NA,"grass_shrimp","dom_02_2_2","dom_02_2",35,"medium_shrimp",1,15,3,0.599999999999999,0.172413793103448,4,4,1,1
"dom_04",4,9,15,58,65,2.3,3.3,0.7,1,5,0.3,13.2,0.4,"fish_fry","dom_04_4_9","dom_04_4",61.5,"fish",1,24,1,0.599999999999999,0.793103448275862,51,31,1,3
"dom_01b",2,4,20,70,80,38.84393,51.56069,8.3237,7.63006,2.76,0.1,NA,NA,"crabs","dom_01b_2_4","dom_01b_2",75,"medium_shrimp",1,27,2,0.599999999999999,1,43,26,1,1
"dom_04",2,4,60,30,37,0.61,0.95,0.09,0.15,6.1,0.05,NA,NA,"grass_shrimp","dom_04_2_4","dom_04_2",33.5,"medium_shrimp",1,20,1,0.599999999999999,0.517241379310345,63,7,1,1
"kou_01",1,1,12,14,24,NA,NA,NA,NA,-1.447099,0.300342,0,NA,"mysids;crangon","kou_01_1_1","kou_01_1",19,"shrimp_mix",0,20,1,0,0.517241379310345,74,3,1,2
"dom_02",1,1,30,20,30,NA,NA,NA,NA,11.76923,1.36006329136953,NA,NA,"grass_shrimp","dom_02_1_1","dom_02_1",25,"medium_shrimp",1,27,3,0.599999999999999,1,28,23,1,1
"dom_01b",2,4,20,40,50,6.011561,14.10405,2.312139,3.69942,8.48,0.5,NA,NA,"grass_shrimp","dom_01b_2_4","dom_01b_2",45,"medium_shrimp",1,27,2,0.599999999999999,1,43,26,1,1
"kou_01",1,8,12,24,44,NA,NA,NA,NA,6.935154,0.491468,11,NA,"mysids;crangon","kou_01_1_8","kou_01_1",34,"shrimp_mix",0.857142857142857,20,1,0.514285714285713,0.517241379310345,75,3,1,2
"gri_04",1,1,10,49,59,3.6,4.9,NA,NA,3.08478810147291,0.583699515213167,9.5,NA,"crangon","gri_04_1_1","gri_04_1",54,"medium_shrimp",1,19,5,0.599999999999999,0.448275862068966,41,29,1,1
"syk_06",1,1,27,100,110,11.11111,14.37908,3.921568,5.228758,2.821522,0.5,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",105,"medium_shrimp",1,17,2,0.599999999999999,0.310344827586207,33,25,1,1
"dom_04",2,4,60,44,51,1.39,2.03,0.23,0.28,5.5,0.1,NA,NA,"grass_shrimp","dom_04_2_4","dom_04_2",47.5,"medium_shrimp",1,20,1,0.599999999999999,0.517241379310345,63,7,1,1
"dom_01b",2,3,20,40,50,4.855491,8.092486,1.618497,4.393063,5.38,3.9,NA,NA,"grass_shrimp","dom_01b_2_3","dom_01b_2",45,"medium_shrimp",1,27,2,0.599999999999999,1,34,26,1,1
"syk_03",3,7,20,57,64,NA,8.2,NA,0.2,6,0.6,13.9,0.8,NA,"syk_03_3_7","syk_03_3",60.5,"medium_shrimp",1,25,1,0.599999999999999,0.862068965517241,13,11,1,1
"dom_01b",1,2,30,50,60,23.4398,42.01474,7.51843,12.38329,5.9,0.3,NA,NA,"grass_shrimp","dom_01b_1_2","dom_01b_1",55,"medium_shrimp",1,27,2,0.599999999999999,1,25,20,1,1
"dom_03a",1,1,24,30,35,1.505263,1.847368,0.426315,0.536842,4.05674880541347,0.4,NA,NA,"crangon","dom_03a_1_1","dom_03a_1",32.5,"medium_shrimp",0.714285714285714,19,4,0.428571428571427,0.448275862068966,67,39,1,1
"syk_06",3,3,35,29,36,NA,NA,NA,NA,2.857143,0.82152897937033,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",32.5,"medium_shrimp",1,15,3,0.599999999999999,0.172413793103448,1,1,1,1
"dom_02",1,1,30,50,60,24.37995,43.58839,8.12664,12.55936,5.920398,0.1,NA,NA,"grass_shrimp","dom_02_1_1","dom_02_1",55,"medium_shrimp",1,27,2,0.599999999999999,1,28,23,1,1
"syk_03",3,6,4,57,64,NA,8.1,NA,1.4,6.2,0.7,14,0.5,NA,"syk_03_3_6","syk_03_3",60.5,"medium_shrimp",1,25,1,0.599999999999999,0.862068965517241,49,11,1,1
"fer_10",1,1,50,83,90,NA,NA,NA,NA,3.919192,0.242424000000001,8.87,NA,"grass shrimp","fer_10_1_1","fer_10_1",86.5,"medium_shrimp",1,21,1,0.599999999999999,0.586206896551724,26,21,1,1
"syk_03",3,6,4,64,71,NA,12.5,NA,3.6,5.5,0.3,14.6,0.3,NA,"syk_03_3_6","syk_03_3",67.5,"medium_shrimp",1,25,1,0.599999999999999,0.862068965517241,49,11,1,1
"kou_02",1,1,40,19,26,0.3478992,0.6352941,0.1210084,0.1915966,8.79645081558672,0.2,NA,NA,"crangon","kou_02_1_1","kou_02_1",22.5,"medium_shrimp",1.14285714285714,20,4,0.685714285714283,0.517241379310345,27,22,1,1
"kou_01",1,8,12,14,24,NA,NA,NA,NA,9.720137,1.63823,20,NA,"mysids;crangon","kou_01_1_8","kou_01_1",19,"shrimp_mix",0.857142857142857,20,1,0.514285714285713,0.517241379310345,75,3,1,2
"cap_20",1,2,24,90,105,55.55556,83.95062,7.40742,24.69136,2.435897,0.48718,5.44554583333333,0.278466666666667,"grass_shrimp","cap_20_1_2","cap_20_1",97.5,"medium_shrimp",1,15,1,0.599999999999999,0.172413793103448,35,18,1,1
"dom_04",4,8,15,79,86,9.2,13.1,2.4,4,5.1,0.4,11.7,1.8,"grass_shrimp","dom_04_4_8","dom_04_4",82.5,"medium_shrimp",1,24,1,0.599999999999999,0.793103448275862,46,31,1,1
"cor_08",1,2,30,34,41,3.691275,4.127517,0.436241,0.369127,1.672566,0.89823,8.74,1,"starved_shrimp","cor_08_1_2","cor_08_1",37.5,"starved shrimp",1,18.5,1,0.599999999999999,0.413793103448276,15,5,1,4
"dom_04",4,9,15,72,79,4,5.4,1.2,1.6,4.2,0.2,13.1,0.4,"fish_fry","dom_04_4_9","dom_04_4",75.5,"fish",1,24,1,0.599999999999999,0.793103448275862,51,31,1,3
"cla_89",1,7,36,40,54,NA,NA,NA,NA,6.20786920138783,5.98348826347039,NA,NA,"mysids","cla_89_1_7","cla_89_1",47,"small_shrimp",1.45842217484009,12.5,1,0.875053304904052,0,76,13,1,5
"syk_06",1,1,27,80,90,5.228758,7.843137,5.228758,5.228758,3.412073,0.9,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",85,"medium_shrimp",1,17,2,0.599999999999999,0.310344827586207,33,25,1,1
"dom_04",3,7,36,61,68,5.73,6.43,0.07,0.35,1.6,0.2,NA,NA,"fish_fry","dom_04_3_7","dom_04_3",64.5,"fish",1,20,1,0.599999999999999,0.517241379310345,53,24,1,3
"dom_03b",1,2,30,112,119,22.31237,24.34077,14.19878,17.8499,1.398281,4.9,NA,NA,"grass shrimp","dom_03b_1_2","dom_03b_1",115.5,"medium_shrimp",1.25,18,2,0.749999999999998,0.379310344827586,14,10,1,1
"syk_06",3,3,35,36,42,NA,NA,NA,NA,1.688312,0.953574782122052,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",39,"medium_shrimp",1,15,3,0.599999999999999,0.172413793103448,1,1,1,1
"cor_08",1,2,30,20,27,2.416107,2.852349,0.268457,0.201342,4.212389,0.681416,11.5,0.2,"starved_shrimp","cor_08_1_2","cor_08_1",23.5,"starved shrimp",1,18.5,1,0.599999999999999,0.413793103448276,15,5,1,4
"cla_89",1,5,36,40,54,NA,NA,NA,NA,8.20078663902221,1.84358673078066,NA,NA,"mysids","cla_89_1_5","cla_89_1",47,"small_shrimp",0.486140724946694,12.5,1,0.291684434968016,0,77,13,1,5
"dom_01b",2,3,20,60,70,13.17919,21.96532,6.705197,9.71098,5.06,0.1,NA,NA,"crabs","dom_01b_2_3","dom_01b_2",65,"medium_shrimp",1,27,2,0.599999999999999,1,34,26,1,1
"kou_02",3,6,36,24,29,0.9512195,1.520325,0.0731707,0.105691,7.791667,0.458334000000001,38.14,2.54,"crangon","kou_02_3_6","kou_02_3",26.5,"medium_shrimp",1.14285714285714,20,1,0.685714285714283,0.517241379310345,45,30,1,1
"syk_06",1,1,27,20,30,NA,NA,NA,NA,5.314961,0.672482469152915,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",25,"medium_shrimp",1,17,3,0.599999999999999,0.310344827586207,33,25,1,1
"dom_03b",1,1,30,91,98,17.4,20.68966,6,13.38743,6.762178,4.9,NA,NA,"grass shrimp","dom_03b_1_1","dom_03b_1",94.5,"medium_shrimp",1.25,18,2,0.749999999999998,0.379310344827586,12,10,1,1
"cap_20",1,2,24,105,120,83.95062,100,24.69136,32.09876,1.282051,0.410257,2.66089125,2.07301916666667,"grass_shrimp","cap_20_1_2","cap_20_1",112.5,"medium_shrimp",1,15,1,0.599999999999999,0.172413793103448,35,18,1,1
"syk_03",3,6,4,71,78,NA,27.2,NA,8,5.7,1.5,17.3,2.2,NA,"syk_03_3_6","syk_03_3",74.5,"medium_shrimp",1,25,1,0.599999999999999,0.862068965517241,49,11,1,1
"syk_13",1,1,50,15,20,NA,NA,NA,NA,12.46988,2.49398,NA,NA,"grass shrimp","syk_13_1_1","syk_13_1",17.5,"medium_shrimp",1,24,1,0.599999999999999,0.793103448275862,19,14,1,1
"cor_08",1,2,30,27,34,2.852349,3.691275,0.201342,0.436241,2.60177,0.743363,10.9,0.4,"starved_shrimp","cor_08_1_2","cor_08_1",30.5,"starved shrimp",1,18.5,1,0.599999999999999,0.413793103448276,15,5,1,4
"kou_99",1,2,6,36,46,4.076299,5.698052,0.511364,0.818182,3.3253805957253,0.7,10.84,0.8,"mysids;gammarus;shrimps","kou_99_1_2","kou_99_1",41,"shrimp_mix",0.857142857142857,19,4,0.514285714285713,0.448275862068966,78,19,1,2
"syk_13",1,1,50,35,40,NA,NA,NA,NA,6.795181,0.86747,NA,NA,"grass shrimp","syk_13_1_1","syk_13_1",37.5,"medium_shrimp",1,24,1,0.599999999999999,0.793103448275862,19,14,1,1
"dom_02",1,1,30,60,70,43.58839,54.67018,12.55936,14.77572,2.577114,0.5,NA,NA,"grass_shrimp","dom_02_1_1","dom_02_1",65,"medium_shrimp",1,27,2,0.599999999999999,1,28,23,1,1
"kou_01",1,7,12,14,24,NA,NA,NA,NA,8.573379,0.191127,14,NA,"mysids;crangon","kou_01_1_7","kou_01_1",19,"shrimp_mix",0.714285714285714,20,1,0.428571428571427,0.517241379310345,57,3,1,2
"kou_01",1,10,12,14,24,NA,NA,NA,NA,10.86689,1.72013,31,NA,"mysids;crangon","kou_01_1_10","kou_01_1_",19,"shrimp_mix",1.14285714285714,20,1,0.685714285714283,0.517241379310345,40,28,1,2
"fer_10",1,2,50,90,97,NA,NA,NA,NA,-0.2020202,0.9292929,6.85,NA,"fish","fer_10_1_2","fer_10_1",93.5,"fish",1,21,1,0.599999999999999,0.586206896551724,42,21,1,3
"dom_03a",2,5,24,20,25,0.8650549,1.076044,0.3692304,0.4589011,4.36765966365866,1.4,NA,NA,"crangon","dom_03a_2_5","dom_03a_2",22.5,"medium_shrimp",0.714285714285714,19,4,0.428571428571427,0.448275862068966,9,8,1,1
"kou_99",1,2,6,26,36,1.840909,4.076299,0.540585,0.511364,8.284796020962,0.8,13.62,1.51,"mysids;gammarus;shrimps","kou_99_1_2","kou_99_1",31,"shrimp_mix",0.857142857142857,19,4,0.514285714285713,0.448275862068966,78,19,1,2
"dom_01b",2,3,20,80,90,33.06358,42.54335,12.94797,27.97687,2.5,4.5,NA,NA,"crabs","dom_01b_2_3","dom_01b_2",85,"medium_shrimp",1,27,2,0.599999999999999,1,34,26,1,1
"kou_02",2,4,80,19,26,0.4058091,0.659751,0.0522822,0.1219917,6.82001955463755,1.9,NA,NA,"mysids","kou_02_2_4","kou_02_2",22.5,"small_shrimp",1.14285714285714,20,4,0.685714285714283,0.517241379310345,56,34,1,5
"dom_03a",1,1,24,20,25,0.7789474,1.110526,0.3157895,0.4578946,7.04445116188833,0.1,NA,NA,"crangon","dom_03a_1_1","dom_03a_1",22.5,"medium_shrimp",0.714285714285714,19,4,0.428571428571427,0.448275862068966,67,39,1,1
"dom_01b",2,4,20,20,30,NA,3.468208,27.97687,1.387284,9.53,0.760087183020116,NA,NA,"grass_shrimp","dom_01b_2_4","dom_01b_2",25,"medium_shrimp",1,27,3,0.599999999999999,1,43,26,1,1
"dom_03b",1,2,30,91,98,18.9,20.68966,6,12.57607,1.421203,4.9,NA,NA,"grass shrimp","dom_03b_1_2","dom_03b_1",94.5,"medium_shrimp",1.25,18,2,0.749999999999998,0.379310344827586,14,10,1,1
