"publication_id","experiment_id","treatment_id","nsamp","t1","t2","w1","w2","errorw1","errorw2","igr.mu","igr.sd","fr.mu","fr.sd","prey_type","exp_id","experiment","t","main_prey","Rcomma","Temperature","case","z1","z2","Index.t","Index.e","Index.no","Index.food"
"syk_03",2,5,40,16,21,0.3185996,0.5330416,0.2021882,0.355361,10.35088,0.771929999999999,NA,NA,"grass shrimp","syk_03_2_5","syk_03_2",18.5,"medium_shrimp",1,23,1,0.599999999999999,0.724137931034483,43,16,1,3
"kou_01",1,4,12,24,44,NA,NA,NA,NA,0.2457338,0.21843,4,NA,"mysids;crangon","kou_01_1_4","kou_01_1",34,"shrimp_mix",0.142857142857143,20,1,0.0857142857142856,0.517241379310345,15,4,1,4
"syk_13",1,1,50,25,30,NA,NA,NA,NA,9,1.26506,NA,NA,"grass shrimp","syk_13_1_1","syk_13_1",27.5,"medium_shrimp",1,24,1,0.599999999999999,0.793103448275862,6,6,1,3
"cor_08",1,1,30,34,41,4.060403,4.66443,0.402685,0.436242,4.769912,0.557523,15.45,1.8,"shrimp","cor_08_1_1","cor_08_1",37.5,"medium_shrimp",1,18.5,1,0.599999999999999,0.413793103448276,3,3,1,3
"kou_01",1,7,12,14,24,NA,NA,NA,NA,8.573379,0.191127,14,NA,"mysids;crangon","kou_01_1_7","kou_01_1",19,"shrimp_mix",0.714285714285714,20,1,0.428571428571427,0.517241379310345,35,4,1,4
"dom_01b",2,4,20,20,30,NA,3.468208,27.97687,1.387284,9.53,0.760087183020116,NA,NA,"grass_shrimp","dom_01b_2_4","dom_01b_2",25,"medium_shrimp",1,27,3,0.599999999999999,1,17,13,1,3
"dom_04",1,2,90,22,29,0.491,0.796,0.088,0.144,7.5,0.1,NA,NA,"grass_shrimp","dom_04_1_2","dom_04_1",25.5,"medium_shrimp",1,20,1,0.599999999999999,0.517241379310345,40,7,1,3
"kou_01",1,7,12,24,44,NA,NA,NA,NA,6.662116,0.409556,10,NA,"mysids;crangon","kou_01_1_7","kou_01_1",34,"shrimp_mix",0.714285714285714,20,1,0.428571428571427,0.517241379310345,35,4,1,4
"kou_01",1,11,12,4,14,NA,NA,NA,NA,13.1058,1.31058,46,NA,"mysids;crangon","kou_01_1_11","kou_01_1_",9,"shrimp_mix",1.66666666666667,20,1,1,0.517241379310345,49,11,1,4
"cor_08b",2,2,60,36,43,NA,NA,NA,NA,5.1,0.7,10.6,0.8,"grass shrimp","cor_08b_2_2","cor_08b_2",39.5,"medium_shrimp",0.857142857142857,18.5,1,0.514285714285713,0.413793103448276,8,8,1,3
"syk_03",2,5,40,6,11,0.09190372,0.1715536,0.0428884,0.1041576,12.38596,1.36842,NA,NA,"grass shrimp","syk_03_2_5","syk_03_2",8.5,"medium_shrimp",1,23,1,0.599999999999999,0.724137931034483,43,16,1,3
"dom_04",1,3,90,1,8,0.098,0.12,0.015,0.03,3,0.4,NA,NA,"fish_fry","dom_04_1_3","dom_04_1",4.5,"fish",1,20,1,0.599999999999999,0.517241379310345,47,7,1,2
"dom_02",1,1,30,20,30,NA,NA,NA,NA,11.76923,1.36006329136953,NA,NA,"grass_shrimp","dom_02_1_1","dom_02_1",25,"medium_shrimp",1,27,3,0.599999999999999,1,36,25,1,3
"dom_03a",3,6,25,10,15,0.5682243,0.9271028,0.1345795,0.2392524,9.89011,1.9,NA,NA,"crangon","dom_03a_3_6","dom_03a_3",12.5,"medium_shrimp",1,20,2,0.599999999999999,0.517241379310345,23,2,1,3
"syk_06",3,3,35,29,36,NA,NA,NA,NA,2.857143,0.82152897937033,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",32.5,"medium_shrimp",1,15,3,0.599999999999999,0.172413793103448,18,14,1,3
"syk_03",1,1,18,1,6,0.09251101,0.1101322,0.01762114,0.03524238,5.110132,6.938326,NA,NA,"grass shrimp","syk_03_1_1","syk_03_1",3.5,"medium_shrimp",1,23,1,0.599999999999999,0.724137931034483,39,26,1,3
"dom_01b",2,3,20,10,20,NA,NA,NA,NA,12.73,1.23517622211376,NA,NA,"grass_shrimp","dom_01b_2_3","dom_01b_2",15,"medium_shrimp",1,27,3,0.599999999999999,1,24,13,1,3
"syk_13",1,1,50,0,5,NA,NA,NA,NA,6.795181,0.759036,NA,NA,"grass shrimp","syk_13_1_1","syk_13_1",2.5,"medium_shrimp",1,24,1,0.599999999999999,0.793103448275862,6,6,1,3
"dom_01b",2,4,20,10,20,NA,NA,NA,NA,9.39,0.903159326865775,NA,NA,"grass_shrimp","dom_01b_2_4","dom_01b_2",15,"medium_shrimp",1,27,3,0.599999999999999,1,17,13,1,3
"dom_04",2,5,60,30,37,0.6,0.7,0.12,0.14,2.2,0.05,NA,NA,"fish_fry","dom_04_2_5","dom_04_2",33.5,"fish",1,20,1,0.599999999999999,0.517241379310345,50,10,1,2
"kou_99",1,3,6,6,16,0.2775974,1.066558,0.02775974,0.3652594,12.9554544745091,3.1,30.84,4.2,"mysids;gammarus;shrimps","kou_99_1_3","kou_99_1",11,"shrimp_mix",1,19,4,0.599999999999999,0.448275862068966,44,24,1,4
"kou_01",1,1,12,14,24,NA,NA,NA,NA,-1.447099,0.300342,0,NA,"mysids;crangon","kou_01_1_1","kou_01_1",19,"shrimp_mix",0,20,1,0,0.517241379310345,9,4,1,4
"cor_08b",1,2,90,8,15,NA,NA,NA,NA,6.6,0.4,11.2,0.3,"mysids","cor_08b_1_2","cor_08b_1",11.5,"small_shrimp",1,18.5,1,0.599999999999999,0.413793103448276,29,20,1,1
"dom_01a",1,1,10,20,30,NA,NA,NA,NA,8.1,2.2,17.3,3.9,"grass_shrimp","dom_01a_1_1","dom_01a_1",25,"medium_shrimp",1,27,1,0.599999999999999,1,28,19,1,3
"dom_03a",1,1,24,20,25,0.7789474,1.110526,0.3157895,0.4578946,7.04445116188833,0.1,NA,NA,"crangon","dom_03a_1_1","dom_03a_1",22.5,"medium_shrimp",0.714285714285714,19,4,0.428571428571427,0.448275862068966,27,18,1,3
"cor_08b",1,1,90,8,15,0.21,0.34,0.04,0.06,6.8,0.5,9.9,0.4,"mysids","cor_08b_1_1","cor_08b_1",11.5,"small_shrimp",0.5,18.5,1,0.299999999999999,0.413793103448276,51,20,1,1
"dom_03a",2,5,24,10,15,0.4430769,0.5696703,0.2004395,0.2426374,5.22105462993312,1.5,NA,NA,"crangon","dom_03a_2_5","dom_03a_2",12.5,"medium_shrimp",0.714285714285714,19,4,0.428571428571427,0.448275862068966,32,23,1,3
"bae_10",1,2,30,7,14,0.15,0.2009709,0.0247573,0.0451456,4.01925864712796,2,NA,NA,"gammarids","bae_10_1_2","bae_10_1",10.5,"amphipods",1,20.5,4,0.599999999999999,0.551724137931034,20,1,1,5
"kou_99",1,2,6,16,26,0.6866883,1.840909,0.3944806,0.540585,10.8737195893071,0.6,19.15,3.45,"mysids;gammarus;shrimps","kou_99_1_2","kou_99_1",21,"shrimp_mix",0.857142857142857,19,4,0.514285714285713,0.448275862068966,45,24,1,4
"kou_01",1,3,12,24,44,NA,NA,NA,NA,-0.08191126,0.21842999,2,NA,"mysids;crangon","kou_01_1_3","kou_01_1",34,"shrimp_mix",0.0857142857142857,20,1,0.0514285714285713,0.517241379310345,14,4,1,4
"kou_01",1,10,12,14,24,NA,NA,NA,NA,10.86689,1.72013,31,NA,"mysids;crangon","kou_01_1_10","kou_01_1_",19,"shrimp_mix",1.14285714285714,20,1,0.685714285714283,0.517241379310345,12,11,1,4
"dom_01b",1,2,30,30,40,NA,11.94103,37.14987,4.4226,9.28,1.45927324523254,NA,NA,"grass_shrimp","dom_01b_1_2","dom_01b_1",35,"medium_shrimp",1,27,3,0.599999999999999,1,16,12,1,3
"dom_03a",2,5,24,5,10,0.3217582,0.4430769,0.1424176,0.2004395,6.32609994484075,2.2,NA,NA,"crangon","dom_03a_2_5","dom_03a_2",7.5,"medium_shrimp",0.714285714285714,19,4,0.428571428571427,0.448275862068966,32,23,1,3
"syk_06",4,4,50,29,46,NA,NA,NA,NA,8.90625,0.648435867355648,NA,NA,"grass shrimp","syk_06_4_4","syk_06_4",37.5,"medium_shrimp",1,21,3,0.599999999999999,0.586206896551724,5,5,1,3
"dom_01b",1,2,30,0,10,0.22,0.47,0.05,0.12,7.59,1.1,NA,NA,"mysids","dom_01b_1_2","dom_01b_1",5,"medium_shrimp",1,27,2,0.599999999999999,1,16,12,1,3
"lep_15",1,1,32,22,36,0.5216049,1.046296,0.02469136,0.1111111,4.94009455527569,0.7,NA,NA,"crangon","lep_15_1_1","lep_15_1",29,"medium_shrimp",1,17.5,4,0.599999999999999,0.344827586206897,46,28,1,3
"dom_02",1,1,30,30,40,5.171504,13.29815,4.432718,5.1715,9.296703,1.3,NA,NA,"grass_shrimp","dom_02_1_1","dom_02_1",35,"medium_shrimp",1,27,2,0.599999999999999,1,36,25,1,3
"dom_03a",3,7,25,20,25,0.9121495,1.226168,0.2542059,0.418692,5.736264,3.5,NA,NA,"fish fry","dom_03a_3_7","dom_03a_3",22.5,"fish",1,20,2,0.599999999999999,0.517241379310345,2,2,1,2
"dom_03a",2,5,24,20,25,0.8650549,1.076044,0.3692304,0.4589011,4.36765966365866,1.4,NA,NA,"crangon","dom_03a_2_5","dom_03a_2",22.5,"medium_shrimp",0.714285714285714,19,4,0.428571428571427,0.448275862068966,32,23,1,3
"syk_13",1,1,50,15,20,NA,NA,NA,NA,12.46988,2.49398,NA,NA,"grass shrimp","syk_13_1_1","syk_13_1",17.5,"medium_shrimp",1,24,1,0.599999999999999,0.793103448275862,6,6,1,3
"dom_03a",3,6,25,25,30,2.571963,3.872897,0.762617,1.016823,8.153846,0.1,NA,NA,"crangon","dom_03a_3_6","dom_03a_3",27.5,"medium_shrimp",1,20,2,0.599999999999999,0.517241379310345,23,2,1,3
"dom_02",2,2,30,10,20,NA,NA,NA,NA,5.472527,0.907472192543012,NA,NA,"mysids","dom_02_2_2","dom_02_2",15,"medium_shrimp",1,15,3,0.599999999999999,0.172413793103448,21,15,1,3
"dom_03a",2,5,24,30,35,1.461099,1.592967,0.464175,0.543297,1.58931571235317,2.6,NA,NA,"crangon","dom_03a_2_5","dom_03a_2",32.5,"medium_shrimp",0.714285714285714,19,4,0.428571428571427,0.448275862068966,32,23,1,3
"dom_03a",1,1,24,10,15,0.4368421,0.5789474,0.2,0.2210527,6.1748708744806,0.2,NA,NA,"crangon","dom_03a_1_1","dom_03a_1",12.5,"medium_shrimp",0.714285714285714,19,4,0.428571428571427,0.448275862068966,27,18,1,3
"cor_08b",1,2,90,15,22,NA,NA,NA,NA,6.5,0.4,14.6,1.2,"mysids","cor_08b_1_2","cor_08b_1",18.5,"small_shrimp",1,18.5,1,0.599999999999999,0.413793103448276,29,20,1,1
"kou_00",1,2,15,12,29,0.197,0.394,0.043,0.103,4.4,0.043,10.4,1.71,"mysids","kou_00_1_2","kou_00_1",20.5,"small_shrimp",0.506666666666667,19,1,0.304,0.448275862068966,52,17,1,1
"dom_03a",3,6,25,5,10,0.3588785,0.5682243,0.1046729,0.1345795,7.758242,0.7,NA,NA,"crangon","dom_03a_3_6","dom_03a_3",7.5,"medium_shrimp",1,20,2,0.599999999999999,0.517241379310345,23,2,1,3
"bae_10",1,1,30,7,14,0.1135922,0.1208738,0.018932,0.0247573,0.789773859062245,1.8,NA,NA,"caprellids","bae_10_1_1","bae_10_1",10.5,"amphipods",1,20.5,4,0.599999999999999,0.551724137931034,13,1,1,5
"dom_01b",2,4,20,30,40,3.468208,6.011561,1.387284,2.312139,5.58,0.7,NA,NA,"grass_shrimp","dom_01b_2_4","dom_01b_2",35,"medium_shrimp",1,27,2,0.599999999999999,1,17,13,1,3
"syk_06",1,1,27,10,20,NA,NA,NA,NA,8.464567,1.08766472604865,NA,NA,"grass shrimp","syk_06_1_1","syk_06_1",15,"medium_shrimp",1,17,3,0.599999999999999,0.310344827586207,30,21,1,3
"dom_03a",3,7,25,15,20,0.6878505,0.9121495,0.1345794,0.2542059,5.428571,3.9,NA,NA,"fish fry","dom_03a_3_7","dom_03a_3",17.5,"fish",1,20,2,0.599999999999999,0.517241379310345,2,2,1,2
"cor_08b",1,1,90,15,22,0.34,0.47,0.06,0.07,6.1,0.2,13.3,0.4,"mysids","cor_08b_1_1","cor_08b_1",18.5,"small_shrimp",0.5,18.5,1,0.299999999999999,0.413793103448276,51,20,1,1
"cor_08",1,1,30,20,27,2.449664,3.322148,0.302014,0.268457,4.181416,0.712389,16.65,0.5,"shrimp","cor_08_1_1","cor_08_1",23.5,"medium_shrimp",1,18.5,1,0.599999999999999,0.413793103448276,3,3,1,3
"lep_15",1,1,32,15,22,0.3641975,0.5216049,0.07098765,0.02469136,5.38198520878487,0.2,NA,NA,"crangon","lep_15_1_1","lep_15_1",18.5,"medium_shrimp",1,17.5,4,0.599999999999999,0.344827586206897,46,28,1,3
"dom_03a",3,6,25,1,5,0.271,0.3588785,0.041,0.1046729,7.208791,4.9,NA,NA,"crangon","dom_03a_3_6","dom_03a_3",3,"medium_shrimp",1,20,2,0.599999999999999,0.517241379310345,23,2,1,3
"dom_03a",2,5,24,1,5,0.233,0.3217582,0.05,0.1424176,6.39541304361104,5,NA,NA,"crangon","dom_03a_2_5","dom_03a_2",3,"medium_shrimp",0.714285714285714,19,4,0.428571428571427,0.448275862068966,32,23,1,3
"cor_08b",1,1,90,1,8,0.12,0.21,0.02,0.04,8,0.5,16.6,0.1,"mysids","cor_08b_1_1","cor_08b_1",4.5,"small_shrimp",0.5,18.5,1,0.299999999999999,0.413793103448276,51,20,1,1
"dom_03a",3,6,25,30,40,3.872897,5.966355,1.016823,2.542056,4.307692,3.1,NA,NA,"crangon","dom_03a_3_6","dom_03a_3",35,"medium_shrimp",1,20,2,0.599999999999999,0.517241379310345,23,2,1,3
"kou_01",1,8,12,24,44,NA,NA,NA,NA,6.935154,0.491468,11,NA,"mysids;crangon","kou_01_1_8","kou_01_1",34,"shrimp_mix",0.857142857142857,20,1,0.514285714285713,0.517241379310345,48,4,1,4
"kou_99",1,1,5,16,26,0.7159091,1.241883,0.3944806,0.336039,6.48073922846489,1.9,11.89,1.27,"mysids;gammarus;shrimps","kou_99_1_1","kou_99_1",21,"shrimp_mix",0.6,19,4,0.359999999999999,0.448275862068966,33,24,1,4
"kou_01",1,9,12,24,44,NA,NA,NA,NA,7.426621,0.901023,13,NA,"mysids;crangon","kou_01_1_9","kou_01_1",34,"shrimp_mix",1,20,1,0.599999999999999,0.517241379310345,19,4,1,4
"kou_01",1,5,12,4,14,NA,NA,NA,NA,3.713311,1.337884,10,NA,"mysids;crangon","kou_01_1_5","kou_01_1",9,"shrimp_mix",0.285714285714286,20,1,0.171428571428571,0.517241379310345,34,4,1,4
"syk_03",2,4,40,6,11,0.09190372,0.1746171,0.0428884,0.1041576,12.63158,1.7193,NA,NA,"grass shrimp","syk_03_2_4","syk_03_2",8.5,"medium_shrimp",1,23,1,0.599999999999999,0.724137931034483,22,16,1,3
"syk_06",3,3,35,15,22,NA,NA,NA,NA,2.792208,0.699711570812082,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",18.5,"medium_shrimp",1,15,3,0.599999999999999,0.172413793103448,18,14,1,3
"cor_08b",2,1,60,29,36,NA,NA,NA,NA,5.5,0.5,14.1,0.5,"grass shrimp","cor_08b_2_1","cor_08b_2",32.5,"medium_shrimp",0.428571428571429,18.5,1,0.257142857142857,0.413793103448276,26,8,1,3
"kou_01",1,8,12,4,14,NA,NA,NA,NA,10.32082,0.791807,28,NA,"mysids;crangon","kou_01_1_8","kou_01_1",9,"shrimp_mix",0.857142857142857,20,1,0.514285714285713,0.517241379310345,48,4,1,4
"dom_04",1,3,90,15,22,0.136,0.173,0.043,0.051,3.2,0.1,NA,NA,"fish_fry","dom_04_1_3","dom_04_1",18.5,"fish",1,20,1,0.599999999999999,0.517241379310345,47,7,1,2
"kou_02",2,4,80,19,26,0.4058091,0.659751,0.0522822,0.1219917,6.82001955463755,1.9,NA,NA,"mysids","kou_02_2_4","kou_02_2",22.5,"small_shrimp",1.14285714285714,20,4,0.685714285714283,0.517241379310345,31,22,1,1
"syk_06",3,3,35,8,15,NA,NA,NA,NA,2.467532,0.928896541319924,NA,NA,"grass shrimp","syk_06_3_3","syk_06_3",11.5,"medium_shrimp",1,15,3,0.599999999999999,0.172413793103448,18,14,1,3
