"year","month.mu","brute.month","DAH","mean_logw"
2012,11.9330784750982,11.343669250646,210.547803617571,4.7826156183646
2013,12.2673836748557,11.9972451790634,221.716253443526,4.52766077363153
2014,11.6921565424377,11,204.219761499148,4.8797012893388
2015,11.7951600595909,11.1299734748011,207.352785145889,4.63499578883221
2016,11.888877401568,11.251572327044,209.203354297694,4.62250796826869
2017,11.8183568911013,11.2148541114058,208.058355437666,4.65127062901926
2018,11.965871665465,11.5263157894737,212.545263157895,4.69698881439528
2019,11.9251327928432,11.2585034013605,211.30612244898,4.74654080285526
