"mean","sd","var","distr"
1.371066412563,0.706346707136636,"A","~ N(1.37,0.71)"
6.34205747,1.57098453169963,"mean_B","~ N(6.34,1.57)"
3.76526263,0.690648432179513,"sigma_B","~ N(3.77,0.69)"
-3.9070369,0.120574434470637,"log_C","~ N(-3.91,0.12)"
6.47098859,0.37215691979982,"sigma_obs","~ N(6.47,0.37)"
-0.38341575655,0.110077561878217,"log_bF","~ N(-0.38,0.11)"
1.231049995,0.250519287187443,"log_bTB1","~ N(1.23,0.25)"
-0.030786992182,0.410596222268455,"log_bTB2","~ N(-0.03,0.41)"
-0.4396779364045,0.58018087782779,"bTA","~ N(-0.44,0.58)"
1.2055925935,0.0629059072684187,"obs_error[1]","~ N(1.21,0.06)"
1.1792754405,0.0657886135372835,"obs_error[2]","~ N(1.18,0.07)"
1.94683269,0.107432427691194,"obs_error[3]","~ N(1.95,0.11)"
1.41835669,0.0679463090844749,"obs_error[4]","~ N(1.42,0.07)"
2.02565187,0.107432385759407,"obs_error[5]","~ N(2.03,0.11)"
1.31149933,0.0679462756303619,"obs_error[6]","~ N(1.31,0.07)"
1.200971573,0.0629059624657356,"obs_error[7]","~ N(1.2,0.06)"
1.314197705,0.0744313694409918,"obs_error[8]","~ N(1.31,0.07)"
1.212069485,0.0629060177528314,"obs_error[9]","~ N(1.21,0.06)"
0.8418560175,0.0480452672327871,"obs_error[10]","~ N(0.84,0.05)"
1.525009175,0.0759662217455398,"obs_error[11]","~ N(1.53,0.08)"
1.994197705,0.0744313694409918,"obs_error[12]","~ N(1.99,0.07)"
1.914197705,0.0744313694409918,"obs_error[13]","~ N(1.91,0.07)"
1.199692995,0.0679462789471238,"obs_error[14]","~ N(1.2,0.07)"
1.56484131,0.0679461956987944,"obs_error[15]","~ N(1.56,0.07)"
1.58112117,0.0832168528077499,"obs_error[16]","~ N(1.58,0.08)"
2.0395341,0.0679462050093866,"obs_error[17]","~ N(2.04,0.07)"
1.4415634,0.0679462381149758,"obs_error[18]","~ N(1.44,0.07)"
2.0729435,0.107432338632006,"obs_error[19]","~ N(2.07,0.11)"
1.0503109965,0.0554778568509985,"obs_error[20]","~ N(1.05,0.06)"
0.8418560175,0.0480452672327871,"obs_error[21]","~ N(0.84,0.05)"
1.23914865,0.0620262081577353,"obs_error[22]","~ N(1.24,0.06)"
1.0940423925,0.0526310309790375,"obs_error[23]","~ N(1.09,0.05)"
0.899950766,0.0480452427688903,"obs_error[24]","~ N(0.9,0.05)"
0.9947771725,0.0526309637293417,"obs_error[25]","~ N(0.99,0.05)"
0.692643022,0.0392287813415901,"obs_error[26]","~ N(0.69,0.04)"
1.353344235,0.0679462392515509,"obs_error[27]","~ N(1.35,0.07)"
2.12691355,0.0759662096421903,"obs_error[28]","~ N(2.13,0.08)"
2.805069345,0.151932396285787,"obs_error[29]","~ N(2.81,0.15)"
1.199692995,0.0679462789471238,"obs_error[30]","~ N(1.2,0.07)"
0.9379919495,0.0526309318650396,"obs_error[31]","~ N(0.94,0.05)"
1.29194668,0.0588430818713607,"obs_error[32]","~ N(1.29,0.06)"
1.418781915,0.0679462677645678,"obs_error[33]","~ N(1.42,0.07)"
1.1118313365,0.0620261167645913,"obs_error[34]","~ N(1.11,0.06)"
1.80472799,0.083216818684181,"obs_error[35]","~ N(1.8,0.08)"
1.750069025,0.075966277781522,"obs_error[36]","~ N(1.75,0.08)"
0.9386805725,0.0480452193730661,"obs_error[37]","~ N(0.94,0.05)"
1.914197705,0.0744313694409918,"obs_error[38]","~ N(1.91,0.07)"
1.29747456,0.0629059963126922,"obs_error[39]","~ N(1.3,0.06)"
1.070699519,0.0526308693309535,"obs_error[40]","~ N(1.07,0.05)"
3.743619795,0.166433682108755,"obs_error[41]","~ N(3.74,0.17)"
2.129115505,0.0620261259429825,"obs_error[42]","~ N(2.13,0.06)"
1.43773956,0.0716215970269216,"obs_error[43]","~ N(1.44,0.07)"
1.39851809,0.0679462371336501,"obs_error[44]","~ N(1.4,0.07)"
1.469317815,0.0832168024630956,"obs_error[45]","~ N(1.47,0.08)"
1.49360543,0.0759661680128488,"obs_error[46]","~ N(1.49,0.08)"
1.199692995,0.0679462789471238,"obs_error[47]","~ N(1.2,0.07)"
1.199692995,0.0679462789471238,"obs_error[48]","~ N(1.2,0.07)"
1.283224715,0.0679461874766722,"obs_error[49]","~ N(1.28,0.07)"
0.9894178885,0.0526309863541562,"obs_error[50]","~ N(0.99,0.05)"
1.923186815,0.107432486705864,"obs_error[51]","~ N(1.92,0.11)"
1.68190457,0.0960904878494363,"obs_error[52]","~ N(1.68,0.1)"
1.654044415,0.0620261809586882,"obs_error[53]","~ N(1.65,0.06)"
1.241784725,0.0629060266343204,"obs_error[54]","~ N(1.24,0.06)"
2.490684685,0.107432438386689,"obs_error[55]","~ N(2.49,0.11)"
0.9665618965,0.0526309422206586,"obs_error[56]","~ N(0.97,0.05)"
0.8418560175,0.0480452672327871,"obs_error[57]","~ N(0.84,0.05)"
2.183812095,0.117686323391538,"obs_error[58]","~ N(2.18,0.12)"
1.26458731,0.0716214640901951,"obs_error[59]","~ N(1.26,0.07)"
1.199692995,0.0679462789471238,"obs_error[60]","~ N(1.2,0.07)"
3.74404036,0.151932574826523,"obs_error[61]","~ N(3.74,0.15)"
0.9494200635,0.0526309313801916,"obs_error[62]","~ N(0.95,0.05)"
0.899950766,0.0480452427688903,"obs_error[63]","~ N(0.9,0.05)"
1.60135609,0.0679462726357704,"obs_error[64]","~ N(1.6,0.07)"
1.961252565,0.0832168649792773,"obs_error[65]","~ N(1.96,0.08)"
1.017368299,0.0526309353448448,"obs_error[66]","~ N(1.02,0.05)"
1.49181166,0.0679462081653305,"obs_error[67]","~ N(1.49,0.07)"
0.99174169,0.0537161297430407,"obs_error[68]","~ N(0.99,0.05)"
1.22433133,0.0620261400689824,"obs_error[69]","~ N(1.22,0.06)"
1.60348187,0.0832168653696117,"obs_error[70]","~ N(1.6,0.08)"
1.1017150795,0.0554779361646928,"obs_error[71]","~ N(1.1,0.06)"
1.447861155,0.0679462004559061,"obs_error[72]","~ N(1.45,0.07)"
1.85154131,0.0960905303403746,"obs_error[73]","~ N(1.85,0.1)"
1.382267055,0.0679463451400141,"obs_error[74]","~ N(1.38,0.07)"
1.64820307,0.083216903243679,"obs_error[75]","~ N(1.65,0.08)"
1.834197705,0.0744313694409918,"obs_error[76]","~ N(1.83,0.07)"
1.194574199,0.0629060527724328,"obs_error[77]","~ N(1.19,0.06)"
1.070699519,0.0526308693309535,"obs_error[78]","~ N(1.07,0.05)"
0.7031839415,0.039228789977383,"obs_error[79]","~ N(0.7,0.04)"
1.42976577,0.0679463248501155,"obs_error[80]","~ N(1.43,0.07)"
1.41854943,0.0716216211509014,"obs_error[81]","~ N(1.42,0.07)"
0.687372559,0.0392287908133791,"obs_error[82]","~ N(0.69,0.04)"
2.19219666,0.0620261021709382,"obs_error[83]","~ N(2.19,0.06)"
3.735494225,0.186078541244968,"obs_error[84]","~ N(3.74,0.19)"
1.783930295,0.0679462796267797,"obs_error[85]","~ N(1.78,0.07)"
2.651820705,0.0877182385683943,"obs_error[86]","~ N(2.65,0.09)"
1.063910559,0.0537162603838384,"obs_error[87]","~ N(1.06,0.05)"
1.93895088,0.107432461014655,"obs_error[88]","~ N(1.94,0.11)"
1.85154131,0.0960905303403746,"obs_error[89]","~ N(1.85,0.1)"
0.848310985,0.0480452575053788,"obs_error[90]","~ N(0.85,0.05)"
1.923186815,0.107432486705864,"obs_error[91]","~ N(1.92,0.11)"
1.145164767,0.0620262095280529,"obs_error[92]","~ N(1.15,0.06)"
